submission_id,brew_other
RzBypp,sometimes Bripe
zKQ5AR,NULL
eBxWg0,NULL
jB9AAx,NULL
oAVLLV,NULL
YZzl6d,NULL
g5N6EN,NULL
xdN5AG,NULL
lNlkp5,NULL
ZdRrBy,NULL
YZzl2q,NULL
rlrM75,Aeropress
zKQ5Ba,NULL
0EjRX0,NULL
VZ1OgE,NULL
9dJjjY,NULL
J2kvE4,Aeropress
rlrM4M,NULL
1r2oLM,Aeropress
8dp4Bx,NULL
jB9A4a,Aeropress
42NVVO,NULL
bl4QRg,NULL
pLPpqq,NULL
AlbeXk,NULL
42NV6O,Vac One
GrBAM2,NULL
LdML4j,NULL
42NVeB,NULL
QABllp,NULL
RzByNJ,NULL
oAVLP1,NULL
kYRBj1,NULL
EPb79q,clever dripper
aBrqMq,NULL
GrBAVZ,Aeropress
5dqP7d,Aeropress and fellow ode v2
kYRBL6,NULL
DVv6oR,immersion
GrBAGj,Aeropress
24xG9L,Aeropress/Clever Dripper
lNlkGW,NULL
vNx58v,NULL
g5N6BN,NULL
OABMRK,NULL
eBxWVq,NULL
g5N621,NULL
5dqPJM,NULL
7d9ryL,NULL
aBrq7E,NULL
XeBPa4,Aeropress
kYRBqJ,NULL
24xGGL,NULL
aBrqqq,Aeropress
VZ1O6v,Aeropress
jB9AjR,NULL
AlbeM0,NULL
NAB1ZQ,NULL
xdN5GG,NULL
oAVLJX,NULL
lNlkx5,NULL
ZdRrqa,NULL
OABM28,NULL
xdN5by,NULL
ylq5Lp,NULL
0EjR96,Aeropress
dY2eMA,NULL
jB9A4x,aeropress
42NV5B,aero press
oAVLZP,NULL
EPb77X,Aeropress
pLPpQV,NULL
OABMq7,NULL
PABJJ5,NULL
1r2oQQ,NULL
6dQEoO,NULL
24xG6V,Infusion Brew (Aeropress)
lNlkkB,NULL
oAVL8e,Moka pot
rlrMz5,Aeropress
42NV0k,NULL
MAdpZp,Drobi
MAdpZp,Phin
MAdpZp,Clever Dripper
MAdpZp,Aeropress and Aeropress XL
eBxW4E,NULL
rlrM4v,NULL
OABMx7,aeropress
OABMZR,NULL
GrBAPo,NULL
PABJxQ,NULL
jB9AKR,NULL
QABl98,NULL
xdN55y,NULL
lNlk8B,NULL
NAB1kW,NULL
PABJQ5,NULL
dY2eOz,NULL
LdML8G,NULL
ylq5O0,NULL
9dJjAp,Aeropress
NAB1GW,NULL
GrBAGo,NULL
7d9rG9,NULL
24xGWV,Aeropress
5dqPRP,NULL
KMBK9M,NULL
kYRB26,NULL
ZdRrry,NULL
g5N6ld,Clever Coffee Dripper
DVv6Qj,NULL
aBrqW9,NULL
MAdpxX,NULL
rlrM9l,NULL
7d9r0P,NULL
BGbWRN,Aeropress
BGbWNA,NULL
xdN5Wo,NULL
9dJjb1,NULL
bl4Q1g,Aeropress
9dJjeG,NULL
J2kvPd,moka pot
EPb7oX,NULL
RzByAl,NULL
PABJKd,NULL
42NVZb,Harki switch steeping method
QABlZg,NULL
kYRBBM,NULL
qbE1r2,NULL
vNx55Q,NULL
YZzll5,Aeropress
QABlQp,NULL
jB9ARE,Aeropress
EPb7Ro,NULL
9dJjz4,AeroPress
qbElL5,NULL
RzBy7P,NULL
pLPpjE,NULL
jB9AO6,NULL
BGbWMA,NULL
dY2yqN,NULL
ylqaNd,NULL
zKQ5P8,NULL
24xGqb,NULL
MAdpog,NULL
YZzAPv,NULL
NAB1Kb,NULL
qbE1xk,NULL
PABqjP,NULL
rlrMx5,NULL
oAVj6M,NULL
rlrZ5X,Clever Dripper
OABN4a,NULL
aBrMNW,NULL
ZdRrpv,NULL
VZ16zj,NULL
0EjWQP,NULL
24x6Eg,NULL
zKQ6jg,NULL
24x6XM,NULL
5dqAXv,NULL
bl4Jq7,NULL
OABMpA,NULL
qbElGO,NULL
WAp79L,NULL
PABq11,Aeropress
eBxWdo,Aeropress
QABlgk,NULL
NABZrp,NULL
8dp4vo,Moka Pot
oAVL4M,NULL
8dplLl,NULL
MAdxD8,NULL
VZ16pN,NULL
jB9VDY,NULL
bl4J97,NULL
zKQ6xZ,NULL
6dQEb5,My husband brews it.
0EjWrQ,NULL
ZdRBOV,NULL
MAdxeE,Aeropress
VZ16p6,NULL
lNlEBX,NULL
dY2eLN,NULL
rlrZOo,NULL
Albe1W,Areo Press
1r2o1L,NULL
VZ16G6,NULL
zKQ6YM,NULL
BGbRde,aeropress
rlrMNL,NULL
LdMLA2,NULL
42NbKA,NULL
lNlEbV,NULL
pLP2rP,NULL
DVv6rp,NULL
lNlko6,Aeropress
eBxW1o,Cometeer
VZ16El,NULL
BGbWPY,NULL
AlbX7o,NULL
oAVLrM,NULL
1r2aW4,NULL
RzB9Kv,Aeropress
5dqAzE,NULL
1r2oqO,Aeropress
1r2oqO,Moka Pot
42NbKr,NULL
24x6PD,NULL
OABNlM,Aeropress
8dp47Y,NULL
RzB9WQ,NULL
jB9VZ1,Moka pot
oAVj2b,NULL
jB9VlQ,Infusion
GrBA2z,NULL
9dJKQ5,NULL
aBrMdX,NULL
EPbOWB,NULL
OABNQk,NULL
dY2yEV,NULL
vNx9Yl,NULL
dY2yWD,NULL
bl4J50,NULL
WAp7OL,NULL
zKQ6yk,NULL
DVvGKE,NULL
MAdxRk,NULL
YZzlN6,NULL
zKQ6Ng,NULL
pLP2ey,NULL
KMBjeD,NULL
KMBjzD,NULL
5dqAKb,NULL
vNx9eg,Aeropress
aBrM4Z,NULL
EPb74L,NULL
kYRPbd,Clever
PABq91,NULL
RzB9oK,NULL
jB9Vb1,NULL
qbE12k,Aeropress
J2k4dX,NULL
zKQ6DM,NULL
7d9kl6,AeroPress
8dplQz,NULL
QABQeY,NULL
6dQB8o,NULL
MAdxEk,Moka pot
MAdxEk,aero press
MAdxEk,clever dripper
6dQB7J,NULL
9dJK9E,NULL
XeBb0L,Aeropress
AlbX2y,NULL
QABQ5G,NULL
GrBPdk,NULL
kYRPEo,NULL
VZ165y,NULL
7d9kWR,NULL
xdNWMd,NULL
24x6jM,NULL
DVvGkl,NULL
7d9kx0,NULL
aBrMYb,NULL
XeBboP,NULL
oAVj9N,NULL
lNlEeo,NULL
LdM2zJ,NULL
YZzARv,NULL
bl4Je6,NULL
lNlEOo,NULL
rlrZDX,NULL
g5NoGD,NULL
vNx9Dg,aeropress
dY2yar,NULL
PABqj0,NULL
42Nb7r,NULL
VZ16zM,NULL
8dplzr,NULL
g5N6RK,aeropress
EPbO52,NULL
g5NoqP,NULL
KMBj1X,Whatever wife makes me
jB9VQJ,NULL
24xGMA,NULL
6dQBLN,NULL
xdNWav,NULL
ylqaYX,NULL
KMBjVX,NULL
8dplKP,Aeropress
oAVjb5,NULL
rlrZao,NULL
EPbOQr,Aeropress
OABN1k,NULL
WAp75v,NULL
QABQVX,NULL
OABMOp,NULL
VZ1ORl,NULL
oAVj65,NULL
YZzlE0,NULL
aBrMQW,NULL
rlrZA2,NULL
ylqa28,NULL
OABNQM,NULL
6dQBjA,NULL
BGbRxR,NULL
xdNWDd,NULL
pLPplE,NULL
eBxXZJ,NULL
BGbR7R,NULL
EPbOxB,NULL
qbElA9,NULL
0EjW6B,NULL
xdNWx9,NULL
PABJad,NULL
BGbRpe,NULL
WAp7Ee,NULL
DVvGdN,NULL
EPbOqA,NULL
42NbXo,NULL
qbElDO,Aeropress
kYRBDj,NULL
lNlkJp,NULL
24x68b,NULL
VZ16j6,Aeropress
1r2aA4,NULL
xdNWa5,NULL
8dplNk,NULL
BGbRXK,NULL
J2k4AK,Aeropress
NABZWj,Aeropress
1r2a91,NULL
42NbB5,NULL
aBrM5Z,NULL
0EjRN0,NULL
oAVjDN,NULL
pLP2dP,NULL
VZ16Qj,NULL
PABJa0,NULL
g5N6yK,NULL
NABZl0,NULL
AlbXve,NULL
GrBP6O,NULL
NABZoO,NULL
KMBj5g,NULL
lNlErN,clever
lNlErN,aeropress
42NbxA,NULL
OABN7a,NULL
DVvGBE,NULL
LdMLRO,NULL
6dQBeN,NULL
5dqPWP,aeropress/moka pot
ZdRBEV,NULL
8dploo,NULL
0EjW7A,NULL
0EjWOB,NULL
xdNWJd,The Russ Jones method. Boiling water in a mason jar
xdNWJd,carefully pull a vacuum on it (it will overflow)
xdNWJd,maybe leave it under a dripping faucet to steep for 3+ minutes.(cool water increases gas released) interesting change to body and flavor of coffee
xdNWJd,and its like a fun science experiment showing boiling at lower temps
dY2yNV,Aeropress
0EjR2Q,NULL
qbEla5,NULL
YZzAaW,NULL
AlbXlz,NULL
OABNAg,NULL
NABZVl,NULL
0EjWj6,NULL
24x649,NULL
dY2yYK,NULL
0EjWLN,NULL
DVvGNZ,NULL
MAdx5M,NULL
zKQ6eR,NULL
NABZ0l,Aeropress
vNx920,NULL
RzB9zj,NULL
EPbOJX,NULL
oAVjvM,NULL
9dJK1Q,NULL
EPbOPr,NULL
J2k42R,NULL
ylqaq4,NULL
8dplpx,Aeropress
rlrZLl,NULL
eBxX20,NULL
DVvGDq,NULL
42NboO,NULL
dY2yPo,NULL
GrBPJo,NULL
zKQ6W1,NULL
EPbOJN,NULL
eBxXL0,NULL
EPbO04,NULL
PABql5,NULL
1r2aEp,NULL
1r2avQ,Moka pot
aBrMrq,NULL
5dqAEM,NULL
rlrZdl,NULL
aBrMGB,NULL
kYRP51,Aeropress
PABqX5,NULL
ylqaop,Aero Press
5dqAeP,NULL
aBrMK9,NULL
aBrMEv,NULL
MAdxOM,Infusion
PABqbd,NULL
ZdRBP0,NULL
g5NoJ1,Aeropress
VZ16bE,NULL
VZ168g,NULL
xdNWPy,Mocha pot
oAVjyx,NULL
ZdRBYz,NULL
6dQBOB,aeropress
QABQr7,NULL
aBrM0v,Aeropress
bl4J62,NULL
ZdRBRy,Aeropress
DVvGJq,NULL
42Nb1b,NULL
qbElY2,NULL
ZdRBZa,NULL
OABNzg,NULL
xdNW0o,NULL
xdNWPo,NULL
kYRPZR,NULL
J2k4D4,NULL
9dJKo1,NULL
kYRPpd,NULL
BGbRD5,NULL
rlrZlR,NULL
AlbXqk,Phin
rlrZKN,NULL
MAdxAA,NULL
AlbXWB,NULL
MAdxYp,NULL
oAVjKX,NULL
rlrZ2M,Aeropress
YZzAx6,NULL
bl4JY2,NULL
OABNdp,NULL
oAVjBP,NULL
WAp70N,NULL
LdM20v,Aeropress
lNlE46,NULL
DVvGbX,NULL
lNlE0W,NULL
KMBj08,NULL
jB9VJ6,NULL
YZzAVq,NULL
jB9Vz9,Aeropress
0EjWPy,NULL
42NbpB,NULL
42NbGd,NULL
1r2aNO,NULL
PABq2b,NULL
NABZBQ,NULL
NABZLB,NULL
lNlENv,NULL
WAp7Pj,NULL
rlrZqL,NULL
kYRPxZ,NULL
24x6JL,NULL
AlbX9N,NULL
VZ16Zy,NULL
9dJK44,NULL
YZzAzd,NULL
RzB9gQ,NULL
XeBbB4,Switch Infusion
24x67A,NULL
zKQ6G8,NULL
qbElE7,NULL
PABqGd,NULL
qbElN8,NULL
9dJKWV,NULL
rlrZgp,NULL
ylqa04,NULL
0EjWZ0,NULL
lNlEyv,NULL
g5Nok1,NULL
1r2a6L,NULL
g5NoNd,NULL
LdM2qy,NULL
DVvGYX,NULL
zKQ6OZ,NULL
bl4JE6,NULL
xdNWLd,NULL
zKQ6gZ,Aeropress or moka pot
QABQkk,Moka pot
OABNL7,NULL
24x6ge,NULL
NABZyp,NULL
jB9Vk6,NULL
VZ16y6,Aeropress
pLP24V,NULL
6dQBM5,Aeropress
24x6lA,NULL
rlrZQo,NULL
42NbNO,NULL
jB9VY1,NULL
RzB9kP,NULL
24x67b,NULL
YZzAZJ,NULL
zKQ6Za,NULL
g5NogM,NULL
VZ16MJ,NULL
pLP2Pb,Aeropress
LdM2NJ,NULL
bl4JOL,NULL
bl4Jy7,NULL
NABZv0,NULL
42NbLk,NULL
9dJKvp,NULL
6dQB4o,NULL
kYRPO6,NULL
ZdRBy5,NULL
oAVj01,NULL
AlbX8D,NULL
VZ16Mv,AeroPress
pLP261,NULL
vNx9Vg,NULL
vNx9K8,NULL
qbElBG,NULL
7d9kj6,NULL
KMBjkK,NULL
vNx9z8,NULL
zKQ6Ja,NULL
AlbXOy,Aeropress
PABqr0,NULL
dY2yXr,NULL
jB9VrQ,NULL
GrBPq2,NULL
7d9k52,NULL
0EjW5A,NULL
KMBjGK,NULL
vNx9gX,NULL
bl4J4o,NULL
24x6Rb,NULL
dY2ygD,NULL
ylqar8,NULL
DVvG9l,NULL
RzB92v,NULL
jB9V7x,NULL
EPbO6L,NULL
jB9VB4,NULL
xdNWv9,Aeropress
5dqApP,NULL
LdM2k2,NULL
vNx9Lv,NULL
zKQ64k,AeroPress
5dqAko,NULL
pLP2zE,NULL
NABZQp,NULL
lNlE5V,NULL
VZ16Nl,NULL
0EjWyA,NULL
EPbOel,NULL
OABNKa,NULL
8dplAA,NULL
oAVjpN,NULL
1r2agg,NULL
EPbOgA,NULL
lNlEZX,moka pot
5dqAgN,NULL
RzB9z9,NULL
5dqADQ,NULL
24x6ze,NULL
jB9V21,NULL
0EjWGP,NULL
aBrMxB,NULL
KMBjAg,NULL
AlbXGl,NULL
9dJKR1,NULL
LdM2E1,NULL
6dQBzA,NULL
dY2yKz,NULL
MAdxdX,NULL
6dQByN,AeroPress
dY2y1V,Aeropress
42NbAb,AeroPress
rlrZlN,NULL
VZ16xN,NULL
OABNdK,NULL
VZ16oa,Aeropress
zKQ6zR,NULL
NABZJQ,Moka pot and clever dripper
lNlE8N,NULL
PABqqe,NULL
ylqa8X,NULL
KMBj2X,NULL
KMBjbA,NULL
kYRP2R,NULL
jB9VRa,NULL
aBrMLB,NULL
YZzAAJ,NULL
VZ16Ra,NULL
DVvGGZ,NULL
GrBPVL,NULL
9dJK05,NULL
24x6G9,NULL
rlrZQ2,NULL
YZzA1B,NULL
xdNW7d,NULL
ylqaBg,NULL
jB9V84,NULL
vNx95D,NULL
LdM22p,clever dripper
NABZ2j,Aeropress
RzB9yj,NULL
qbElqg,Aeropress
GrBPPk,NULL
DVvGQq,NULL
EPbOpX,Aeropress
6dQBgk,Aeropress
VZ16Wy,NULL
GrBP8o,Aeropress
MAdxWM,NULL
J2k4Po,NULL
GrBP2o,NULL
1r2a1W,NULL
AlbXXz,NULL
lNlExk,Siphon
EPbRko,NULL
g5NoBl,NULL
LdM2A1,NULL
24x6QL,NULL
bl4pZ2,NULL
oAVj4V,NULL
QABQ6p,Aeropress
XeBbbY,NULL
KMBjKV,NULL
24x62j,NULL
oAVjrV,NULL
aBrMWv,moka pot
9dJK8Q,NULL
rlrZZR,NULL
pLP2pB,NULL
24x6qV,NULL
EPbRKq,NULL
KMBEYM,Aeropress
qbElrG,NULL
1r2aol,NULL
RzB9XJ,Immersion dripper (hario switch)
rlrZ8R,NULL
5dq7BM,NULL
5dq7KM,AeroPress
5dq7KM,LVL-10
oAVP61,NULL
1r2ajQ,NULL
5dq7bP,AeroPress
DVv8kp,NULL
BGbRPN,NULL
YZzABW,NULL
zKQ6pq,Aeropress
zKQ9E8,NULL
vNxZPX,NULL
EPbRzo,NULL
9dJkGG,NULL
dY2yyK,Cafe (Starbucks) brought home
42N6r5,NULL
eBxXOl,NULL
7d9krR,NULL
PABxD0,NULL
24x6qp,Steep . Clever brewer
ZdR7OA,NULL
pLPEBP,NULL
YZzA85,NULL
AlbgPB,Aeropress
GrBPEL,NULL
OABNO7,NULL
dY2M0N,NULL
oAVP25,NULL
VZ1eGE,My boyfriend always makes it =')
jB9RlY,NULL
6dQBXB,NULL
rlrZzv,NULL
J2kPqY,Aeropress
EPbOGB,NULL
eBxJ5E,AeroPress
ylqQJ6,NULL
QABZ2g,AeroPress
EPbRPl,NULL
bl4JPg,NULL
vNxZGA,Immersion brew
YZz6ZN,NULL
0Ej9d0,NULL
AlbgBo,NULL
0Ej9BQ,NULL
1r2eXO,NULL
VZ16WM,Moka pot
VZ16WM,soon to add espresso
vNx9oQ,NULL
GrBGvj,NULL
g5Nl9M,NULL
qbEl89,NULL
9dJkdE,NULL
VZ162v,NULL
bl4pVe,NULL
lNlG7v,NULL
aBrM8q,NULL
RzBNoP,NULL
EPbRQ2,NULL
ZdR7dV,NULL
8dpBdl,NULL
xdNqrJ,NULL
GrBGlQ,NULL
ZdRB40,Aeropress and pourover
7d9AW2,NULL
PABqMQ,NULL
jB9RGa,NULL
0Ej9V0,NULL
g5Nl5P,NULL
Albgdl,NULL
42N6Ak,NULL
zKQ9ME,NULL
DVv85N,NULL
VZ1e8M,NULL
aBrLEb,NULL
24x6Wj,Aeropress
pLPEL1,NULL
qbErYG,NULL
6dQlWP,NULL
OAB2Aa,NULL
OAB2b7,NULL
vNxZMd,Clever Dripper
eBxXVe,NULL
DVvG6Z,NULL
QABQqX,NULL
ZdR7Dy,NULL
GrBGXp,AeroPress
rlr4PX,Aeropress
LdMr0l,NULL
eBxJ00,NULL
zKQ90R,NULL
J2kPVo,NULL
42N6jr,NULL
qbErd5,NULL
8dpBAO,NULL
DVv81l,NULL
PABxBV,NULL
5dq7jb,NULL
1r2ePM,NULL
1r2e7b,NULL
ZdR71z,NULL
LdMrWJ,Moka pot
6dQlOJ,NULL
KMBEyk,NULL
bl4pNL,NULL
xdNq0r,NULL
eBxJYO,NULL
VZ162J,NULL
rlr4p5,NULL
6dQl1k,Aeropress
aBrLk9,NULL
jB9R0a,Aeropress
5dq786,AeroPress
zKQ92a,NULL
42N6zO,NULL
1r2erg,Aeropress
1r2erg,Moka pot
LdMrq2,NULL
MAd4VX,NULL
42N69k,NULL
PABxYe,AeroPress
GrBGy2,NULL
EPbRb4,NULL
ZdR7ya,NULL
bl4Jbo,NULL
lNlG96,NULL
ZdR7ga,Iced coffe
xdNWOy,NULL
42N6Ro,NULL
zKQ9BZ,NULL
5dq7GE,Aeropress
5dq7GE,Moka pot
g5NlDN,NULL
42N6Do,NULL
WApWXL,NULL
AlbgaB,NULL
xdNqlo,Moka Pot
KMBE2z,NULL
5dq7xv,NULL
QABZZY,NULL
MAdx0p,NULL
WApWgP,Aeropress
eBxJ8J,NULL
42N6Ob,NULL
WApWkQ,NULL
KMBEEg,NULL
6dQldA,NULL
rlr40N,NULL
DVv8QN,NULL
WApW6L,NULL
g5NlBD,NULL
QABZOp,NULL
KMBEgk,NULL
VZ1eAl,Immersion
YZz62W,NULL
OAB2Yg,NULL
8dpBBl,NULL
VZ1e6j,NULL
WApWWe,NULL
rlr4e2,aeropress
6dQlqY,NULL
8dpB2A,NULL
NABj2p,NULL
oAVPaM,NULL
DVv89p,NULL
jB9RLJ,Aeropress
rlrZXl,Aeropress
XeBbpg,NULL
ZdR7e0,NULL
WApWQJ,NULL
XeBaWz,NULL
xdNqzG,NULL
WApWxv,NULL
AlbgoD,NULL
dY2MBK,NULL
aBrROv,NULL
jB9jDa,NULL
jB9RO4,NULL
EPbRj4,NULL
8dpX1O,NULL
OAB6l8,NULL
J2kPNR,NULL
ylqBN4,NULL
LdMrQp,Moka pot
42N6WX,NULL
RzBAWd,NULL
oAVq21,NULL
BGbyPK,NULL
OAB648,NULL
KMB9Q8,Aeropress
KMB9Q8,Moka Pot
rlr4zR,NULL
5dq7WE,Aeropress
eBxV50,NULL
vNxlyd,NULL
LdMePG,NULL
EPbRyr,NULL
vNxZ70,NULL
9dJ8D1,Clever dripper
WApLzP,aeropress
NABaJp,NULL
9dJ8Np,Aeropress
AlbEzk,Aeropress
MAdWKM,Aeropress
EPb2PL,NULL
xdNAp9,NULL
5dqJKo,NULL
rlrejl,NULL
7d9yRP,NULL
rlre6L,NULL
DVvjzj,NULL
dY2Oqo,Aeropress
AlbE6y,NULL
pLPQP1,NULL
J2kQlJ,Aeropress
EPb20A,NULL
BGbrD1,NULL
RzBABK,NULL
oAVqB5,NULL
ylqB9p,aeropress
xdNAQE,NULL
1r2LM4,NULL
rlredX,NULL
vNxlql,NULL
XeBplg,AeroPress
EPb2do,NULL
24xW0D,NULL
oAVqvP,NULL
J2kQMR,NULL
lNlxDk,Aeropress
lNlxDk,moka pot
ylqBx6,NULL
GrBZqL,NULL
lNlxzk,NULL
ZdRMve,NULL
jB9jga,NULL
aBrRzB,NULL
oAVq0b,NULL
XeBpQg,NULL
pLPQ48,Moka pot
8dpXyx,moka pot
oAVqaV,NULL
6dQgAY,NULL
xdNAoy,NULL
ylqBoX,NULL
eBxV8q,NULL
oAVqa1,NULL
24xpyV,NULL
0EjKGN,NULL
1r2LyW,NULL
NABavG,NULL
oAVq6P,Aeropress
oAVq6P,how can you omit this option
YZz1bq,NULL
EPb2gX,NULL
PAB78B,NULL
8dpX8r,Aeropress
WApLda,NULL
0EjKy6,NULL
YZz1A0,NULL
g5NEKJ,NULL
xdNA59,NULL
dY2Ooz,NULL
NABaRj,NULL
QABbZl,NULL
5dqJoM,NULL
rlreXp,NULL
8dpXYA,AeroPress
KMB9AM,Aeropress
WApLLL,NULL
AlbEVy,Aeropress
vNxl7g,NULL
GrBZNe,NULL
YZz18v,NULL
AlbkLk,NULL
7d9yy6,NULL
ylqB1g,NULL
PAB7M1,NULL
zKQVxM,NULL
lNlx8p,NULL
5dqNjo,NULL
GrBMKZ,NULL
jB9j11,Aeropress
jB9j11,Mokapot
5dqJYM,Siphon
kYR2Dr,NULL
zKQV7a,NULL
8dp9Nz,NULL
vNxlRX,NULL
9dJe7p,Drip Cold Brew Tower
VZ1Kkj,Chemex
WAp48j,NULL
MAdWMA,NULL
xdNGXv,Aeropress
PABo6b,NULL
OAB6OM,NULL
6dQqO5,NULL
kYR2Ld,Aeropress
0Ej4MZ,Aeropress
BGbvpQ,NULL
8dp9L5,NULL
8dp9po,NULL
EPbpKr,NULL
MAd0AX,NULL
DVvLzq,NULL
XeBjEd,NULL
OABRPK,NULL
qbEyL9,NULL
AlbkDW,drip cold brew tower
bl4axo,NULL
DVvLV5,Aeropress
8dp9jk,NULL
24x2LA,Aeropress
GrBM1j,NULL
1r2L1g,NULL
9dJelG,NULL
xdNG0E,NULL
24x2vA,NULL
LdM8M2,NULL
MAd0Ml,NULL
jB9KW6,NULL
NABz8N,NULL
bl4aL2,NULL
J2ky8z,NULL
ZdRxV0,NULL
PABo0Q,NULL
g5NBYM,NULL
0Ej4lB,NULL
QABGxl,Aeropress
24x2DM,NULL
MAd0qA,NULL
ZdRxgB,NULL
lNlp2B,NULL
42NZeo,NULL
RzBOa9,NULL
GrBMjZ,NULL
YZz2Ad,NULL
dY274o,NULL
PABoP1,NULL
GrBMEp,NULL
24x2qb,NULL
NABz2Q,NULL
g5NB6d,Aeropress
aBrWJv,NULL
42NZA5,NULL
RzBOyJ,NULL
lNlp8B,NULL
EPbp2o,NULL
VZ1rGy,Put grounds in tea bag
VZ1rGy,pour water through opening in top of bag
VZ1rGy,let steep.  Not sure how to categorize.
kYRqad,NULL
0Ej4X0,NULL
eBxbko,NULL
lNlQrN,NULL
bl4P96,Aeropress
MAd0WY,Aeropress
9dJe8G,NULL
vNxkjX,NULL
VZ1rXg,NULL
zKQVV8,NULL
QABGgl,NULL
EPb9ll,NULL
24x26V,NULL
AlbZBe,NULL
ylqLXd,NULL
qbEyyd,NULL
KMBbM8,NULL
9dJVXE,NULL
zKQl7M,NULL
pLParP,Clever dripper
VZ1g0g,NULL
GrBW9e,NULL
aBrWpq,NULL
8dpOeO,NULL
5dqRxZ,NULL
jB9Ne1,Aeropress
KMBbo8,NULL
DVvQKl,NULL
dY2rYo,NULL
24x2Jb,NULL
KMBbkK,NULL
ylqL9x,NULL
BGbNGQ,NULL
g5N2AO,NULL
eBx4zJ,NULL
eBx4lx,NULL
VZ1gxN,NULL
EPb9Y2,NULL
XeBX9e,Moka pot
oAVWQN,NULL
6dQoVo,NULL
vNxkK8,NULL
NABzGb,AeroPress
EPb9El,NULL
pLPgv1,NULL
24x2lM,NULL
OABRKR,NULL
24xpWb,NULL
lNlxeW,NULL
OAB6ER,NULL
DVvQbX,aero press
jB9jR9,NULL
KMBbAX,NULL
rlr7bo,NULL
RzBppJ,NULL
J2k7jK,NULL
ZdR0bB,NULL
bl4P1Z,Clever Dripper
bl4Pag,NULL
1r28gg,NULL
BGbNr5,NULL
42NeXb,Aeropress
GrBWAZ,NULL
xdNKWr,NULL
9dJVkQ,NULL
OABvZY,Moka pot
42NeJo,NULL
ylqV46,Aeropress
pLP8oy,NULL
5dqW9v,NULL
NABG0O,NULL
ylqVl8,NULL
0EjNE9,NULL
kYRMEZ,AeroPress
8dp7Zk,NULL
WApxEL,Aeropress
EPbyLB,NULL
GrB8Qo,Italian
xdNOZv,Moka
xdNOZv,Aeropress
24x02L,AP
WApxeN,NULL
J2k5Vo,NULL
VZ129g,NULL
NABGBl,NULL
VZ12oJ,NULL
J2k5Md,NULL
EPbyvX,NULL
VZ12yl,NULL
oAVXgX,NULL
qbE0ek,NULL
g5NKXM,NULL
EPbyOl,NULL
24xQRp,NULL
dY2BOd,NULL
PABVoe,NULL
xdNO19,NULL
zKQPLq,NULL
vNxoVX,Clever dripper
24xQGe,NULL
eBxkrJ,NULL
rlrzbp,NULL
xdNOWd,NULL
qbE09g,Aeropress
VZ12rM,NULL
pLPlyV,NULL
GrB8jz,NULL
pLPlbq,NULL
24xM8L,NULL
QABP67,Aero press
6dQaoJ,NULL
PABVZx,NULL
RzB7Pp,Moka Pot
QAB6Mg,Protein powder with coffee
OABWXK,NULL
ylqWYp,Aeropress
ylqWYp,Hario Switch
VZ1kGv,Aeropress
bl40qo,NULL
NABelG,NULL
5dqy9M,NULL
kYRVEJ,NULL
Alb1GN,NULL
rlrxo5,NULL
OABW5A,aeropress
zKQPpR,NULL
WApvYR,NULL
xdNOlo,aeropress
NABe7W,NULL
aBr8zB,NULL
MAd98k,NULL
xdNel5,NULL
xdNe6r,NULL
42NgdO,NULL
5dqyVo,Aeropress
QAB6JY,NULL
DVvl9b,NULL
DVvlbq,NULL
qbE2M2,NULL
5dqyoM,NULL
24xMzp,NULL
42NgEk,NULL
XeBKAd,Aeropress
RzB7Qp,NULL
GrB2GQ,NULL
MAd9WE,NULL
oAV4YX,AeroPress
oAV4YX,Moka pot
g5NRxN,NULL
42NgM5,NULL
lNlPqW,NULL
aBr8JE,NULL
42Ne8r,Aeropress
LdMQxO,NULL
XeBK0d,NULL
8dp00l,NULL
ZdRpqV,NULL
24xM5V,Hario Switch
24xM5V,Aeropress
24xqAj,NULL
OABWqp,Aero press
9dJzzE,NULL
7d9809,NULL
dY258K,NULL
YZzEjJ,NULL
PABMpV,NULL
xdNkX5,My husband does the brewing
LdMA7v,Aeropress
1r2Zb4,NULL
XeBKZP,NULL
jB9dPx,Siphon
42NWaY,NULL
KMBq7X,NULL
oAVry1,Black Blood of the Earth
oAVry1,served on the rocks
QABgJk,NULL
DVvl6p,NULL
8dpveY,NULL
DVvrvp,NULL
ylqKZX,Aeropress
EPbjYr,NULL
VZ1RYl,NULL
rlrNpR,NULL
vNx710,NULL
DVvrMl,NULL
bl4B20,NULL
WApGZk,Ibrik
WApGZk,Bripe
7d9BgZ,NULL
PABaYx,NULL
GrBNyk,NULL
vNx7pD,NULL
24xqzL,NULL
XeBVpd,NULL
J2kayY,NULL
jB9O5J,NULL
aBrbpq,NULL
XeBVZV,NULL
rlrx85,NULL
eBxdOE,NULL
BGbO2e,NULL
NABKaW,NULL
g5NyOD,Aeropress
ylqKLW,Aeropress
ylqK54,NULL
ZdR4pA,NULL
jB9dOY,NULL
1r2ZLO,NULL
qbYZaO,NULL
AlboEW,NULL
BGL4dR,Aeropress
jB0DlJ,NULL
eBNZDx,Aeropress
J2VKAR,NULL
jB0DQ4,NULL
0Ebr79,Aeropress
qbYZR9,NULL
yl0ZDB,NULL
xd0xPo,NULL
XeRlWY,NULL
eBNZA0,NULL
6d1J4N,NULL
J2VKgX,NULL
aBjN4X,NULL
