submission_id,brew,brew_other
PA2K5d,Coffee brewing machine (e.g. Mr. Coffee),NULL
LdElkp,Pour over,Aeropress
LdElkp,Other,Aeropress
xd0KYG,Pour over,NULL
xd0KYG,Coffee brewing machine (e.g. Mr. Coffee),NULL
zK0lA1,French press,NULL
VZ9gJa,Pour over,NULL
VZ9gJa,French press,NULL
VZ9gJa,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZ9gJa,Cold brew,NULL
pL0a6b,Espresso,NULL
DVXQWR,NULL,NULL
LdEljG,Espresso,Aeropresse
LdEljG,Other,Aeropresse
xd0KbG,Espresso,Aeropress
xd0KbG,Pour over,Aeropress
xd0KbG,Other,Aeropress
DVXQrl,Pour over,NULL
DVXQrl,French press,NULL
DVXQrl,Cold brew,NULL
vN0ojg,Pour over,NULL
vN0ojg,Espresso,NULL
9d6Vk4,Other,Aeropress
pL0apZ,Pour over,NULL
pL0apZ,Coffee brewing machine (e.g. Mr. Coffee),NULL
pL0apZ,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
rl077p,Pour over,NULL
rl077p,Cold brew,NULL
WAeyxR,Espresso,NULL
WAeyxR,Pour over,NULL
BGLM4e,Pour over,NULL
BGLM4e,Espresso,NULL
BGLM4e,Coffee extract (e.g. Cometeer),NULL
GroWMQ,Pour over,NULL
GroWMQ,Coffee extract (e.g. Cometeer),NULL
GroWMQ,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
GroWMQ,Espresso,NULL
aBjVYE,Espresso,NULL
aBjVYE,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
KMPbbz,Pour over,NULL
KMPbbz,Cold brew,NULL
KMPbbz,French press,NULL
KMPbbz,Coffee brewing machine (e.g. Mr. Coffee),NULL
dYZr5V,Pour over,NULL
dYZr5V,Coffee brewing machine (e.g. Mr. Coffee),NULL
dYZr5V,Espresso,NULL
421e7X,Other,aeropress
421e7X,Pour over,aeropress
421e7X,Other,moka pot
421e7X,Pour over,moka pot
421e7X,Other,clever dripper
421e7X,Pour over,clever dripper
yl0L7g,Espresso,NULL
1rbq9p,Pour over,Aeropress
1rbq9p,Other,Aeropress
eBNkMk,French press,moka pot
eBNkMk,Other,moka pot
eBNkMk,Cold brew,moka pot
YZo82z,Pour over,NULL
YZo82z,French press,NULL
YZoN0J,NULL,NULL
0EbX29,Pour over,NULL
0EbX29,French press,NULL
24bQXD,Pour over,NULL
bl2bV6,NULL,NULL
7dJ62P,Coffee brewing machine (e.g. Mr. Coffee),NULL
RzZE4J,Pour over,NULL
RzZE4J,Espresso,NULL
DVXgkZ,French press,NULL
PA2VO5,Coffee brewing machine (e.g. Mr. Coffee),NULL
PA2VO5,Pour over,NULL
PA2VO5,Cold brew,NULL
24bQeL,Pour over,AeroPress
24bQeL,French press,AeroPress
24bQeL,Cold brew,AeroPress
24bQeL,Other,AeroPress
YZo8eB,Pour over,NULL
YZo8eB,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZo8eB,Espresso,NULL
6d1adB,Pour over,NULL
6d1adB,Espresso,NULL
6d1adB,Cold brew,NULL
J2V52d,Pour over,NULL
J2V52d,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
J2V52d,Cold brew,NULL
XeRXyj,Pour over,NULL
XeRXyj,Coffee brewing machine (e.g. Mr. Coffee),NULL
421eNB,French press,NULL
VZ92Pg,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
VZ92Pg,Pour over,NULL
VZ92Pg,French press,NULL
yl0Vvp,Pour over,NULL
J2V5bo,NULL,NULL
QAxPXX,NULL,NULL
dYZBzr,Pour over,NULL
aBj7lZ,NULL,NULL
dYZBeq,Pour over,NULL
dYZBeq,Espresso,NULL
PA2VP1,Espresso,NULL
qbY0XG,Pour over,NULL
qbY0XG,French press,NULL
qbY0XG,Espresso,NULL
qbY0XG,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbY0XG,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
7dJ6OZ,NULL,NULL
rl0zbN,Pour over,NULL
jB01jR,Pour over,NULL
jB01jR,Coffee brewing machine (e.g. Mr. Coffee),NULL
jB01jR,Cold brew,NULL
8dJ7Bx,Pour over,Mokka
8dJ7Bx,Other,Mokka
bl2bP2,Espresso,NULL
bl2bP2,Pour over,NULL
zK0PpE,French press,Aeropress
zK0PpE,Espresso,Aeropress
YZoL0N,NULL,NULL
xd0erk,Pour over,NULL
xd0erk,Espresso,NULL
xd0erk,Instant coffee,NULL
WAev9L,Espresso,NULL
OAjWlM,Espresso,NULL
OAjWlM,Pour over,NULL
yl0W28,French press,NULL
yl0W28,Cold brew,NULL
421gB5,Pour over,NULL
421gB5,Espresso,NULL
XeRKeY,Other,AeroPress
6d1XeN,Other,Aeropress
NA4epN,Pour over,NULL
NA4epN,Coffee brewing machine (e.g. Mr. Coffee),NULL
jB0OZ1,Espresso,NULL
RzZ70j,Pour over,NULL
RzZ70j,Bean-to-cup machine,NULL
dYZ5bD,French press,NULL
LdERNp,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
LdERNp,Espresso,NULL
LdERNp,Pour over,NULL
aBj8rq,Espresso,NULL
aBj8rq,Pour over,NULL
aBj8rq,Cold brew,NULL
vN0QGX,Pour over,NULL
vN0QGX,Espresso,NULL
PA2VKd,Espresso,NULL
PA2VKd,Pour over,NULL
PA2VKd,Instant coffee,NULL
421g1O,Pour over,NULL
421g1O,French press,NULL
VZ9k9a,Espresso,NULL
VZ9k9a,Pour over,NULL
6d1XRP,Espresso,NULL
6d1XRP,Pour over,NULL
ZdGpev,Pour over,NULL
ZdGpev,Coffee brewing machine (e.g. Mr. Coffee),NULL
g5QRJ1,Espresso,NULL
0EbpD0,Pour over,NULL
0EbpD0,Espresso,NULL
421ga5,Pour over,Moka pot
421ga5,French press,Moka pot
421ga5,Espresso,Moka pot
421ga5,Coffee brewing machine (e.g. Mr. Coffee),Moka pot
421ga5,Other,Moka pot
421ga5,Pour over,Aeropress
421ga5,French press,Aeropress
421ga5,Espresso,Aeropress
421ga5,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
421ga5,Other,Aeropress
421ga5,Pour over,Turkish
421ga5,French press,Turkish
421ga5,Espresso,Turkish
421ga5,Coffee brewing machine (e.g. Mr. Coffee),Turkish
421ga5,Other,Turkish
0EbpkQ,Pour over,NULL
EPB4JX,Pour over,NULL
EPB4JX,Cold brew,NULL
EPB4JX,French press,NULL
EPB4JX,Espresso,NULL
KMPqxg,Pour over,NULL
KMPqxg,French press,NULL
KMPqxg,Cold brew,NULL
VZ92pM,Pour over,NULL
VZ92pM,Espresso,NULL
VZ92pM,Instant coffee,NULL
VZ92pM,Coffee extract (e.g. Cometeer),NULL
VZ92pM,Cold brew,NULL
VZ92pM,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZ92pM,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
QAx6zA,Espresso,NULL
ZdGpJo,French press,NULL
ZdGpJo,Pour over,NULL
24bMRg,French press,NULL
24bMRg,Espresso,NULL
24bMRg,Pour over,NULL
EPB4Pr,Pour over,NULL
EPB4Pr,Cold brew,NULL
yl0Wkd,Pour over,NULL
yl0Wkd,Instant coffee,NULL
dYZ5VV,Pour over,NULL
dYZ5VV,Espresso,NULL
7dJ852,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
7dJ852,French press,NULL
VZ9ky6,Espresso,NULL
VZ9ky6,Pour over,NULL
zK0a8M,NULL,NULL
0EbpWj,Espresso,NULL
0EbpWj,Pour over,NULL
yl0W8X,Pour over,NULL
PA2aJe,Pour over,NULL
5dly0Z,Instant coffee,NULL
VZ9kRv,NULL,NULL
ZdGpqy,French press,Moka Pot
ZdGpqy,Pod/capsule machine (e.g. Keurig/Nespresso),Moka Pot
ZdGpqy,Other,Moka Pot
rl0zKv,Pour over,NULL
24bM69,French press,Wacaco Nanopresso
24bM69,Coffee brewing machine (e.g. Mr. Coffee),Wacaco Nanopresso
24bM69,Other,Wacaco Nanopresso
24bMXM,Pour over,NULL
ZdGpAe,Coffee brewing machine (e.g. Mr. Coffee),NULL
24bMBM,Pour over,NULL
24bMKD,Coffee brewing machine (e.g. Mr. Coffee),NULL
eBNdrx,NULL,NULL
5dlyld,Espresso,NULL
5dlyld,Pour over,NULL
6d1XAe,Pour over,NULL
6d1XAe,Espresso,NULL
6d1XAe,Cold brew,NULL
rl0XqM,French press,NULL
rl0XqM,Espresso,NULL
rl0XqM,Pour over,NULL
Al6V2y,Pour over,Moka pot
Al6V2y,French press,Moka pot
Al6V2y,Pod/capsule machine (e.g. Keurig/Nespresso),Moka pot
Al6V2y,Other,Moka pot
0EbpQP,Pour over,NULL
0EbpQP,Espresso,NULL
0EbpQP,Coffee brewing machine (e.g. Mr. Coffee),NULL
ZdG06a,Espresso,NULL
EPB2aL,Pour over,NULL
bl2BVe,NULL,NULL
XeRVlO,NULL,NULL
OAjpDK,Espresso,NULL
KMP7lD,NULL,NULL
RzZXGp,Pour over,Moka pot
RzZXGp,French press,Moka pot
RzZXGp,Other,Moka pot
dYZLxV,Pour over,NULL
dYZLxV,French press,NULL
NA4KXN,Pour over,NULL
5dl6vZ,Pour over,NULL
5dl6vZ,Espresso,NULL
kY0DK1,Other,Aeropress
LdEAbJ,Pour over,NULL
LdEAbJ,Espresso,NULL
jB0dQ1,Pour over,NULL
jB0dQ1,Espresso,NULL
24bqre,Instant coffee,NULL
24bqre,Espresso,NULL
LdEAEv,Pour over,moka pot
LdEAEv,French press,moka pot
LdEAEv,Cold brew,moka pot
LdEAEv,Other,moka pot
jB0d5a,French press,NULL
jB0d5a,Espresso,NULL
jB0d5a,Instant coffee,NULL
jB0d5a,Cold brew,NULL
EPBjLB,French press,NULL
EPBjLB,Cold brew,NULL
xd0kZv,Coffee brewing machine (e.g. Mr. Coffee),NULL
xd0kZv,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
xd0kZv,Espresso,NULL
xd0kZv,Cold brew,NULL
421WvY,Pour over,Aeropress
421WvY,Other,Aeropress
J2VaJR,Espresso,NULL
J2VaJR,Pour over,NULL
xd0kly,Pour over,NULL
xd0kly,French press,NULL
xd0kly,Instant coffee,NULL
xd0kly,Cold brew,NULL
aBjb9E,Pour over,siphon
aBjb9E,French press,siphon
aBjb9E,Other,siphon
aBjb9E,Espresso,siphon
aBjb9E,Pour over,moka
aBjb9E,French press,moka
aBjb9E,Other,moka
aBjb9E,Espresso,moka
aBjb9E,Pour over,aeropress
aBjb9E,French press,aeropress
aBjb9E,Other,aeropress
aBjb9E,Espresso,aeropress
24bqRp,NULL,NULL
RzZXbd,Other,Aeropress
dYZLJV,Pour over,Aeropress
dYZLJV,Other,Aeropress
ZdG4ya,French press,NULL
ZdG4ya,Coffee brewing machine (e.g. Mr. Coffee),NULL
ZdG4ya,Cold brew,NULL
RzZX9K,NULL,NULL
24bqlL,NULL,NULL
BGLOW1,NULL,NULL
421W6r,Espresso,NULL
OA81Q7,Pour over,NULL
kY0D2o,Pour over,NULL
kY0D2o,French press,NULL
kY0D2o,Espresso,NULL
qbYx9g,Coffee brewing machine (e.g. Mr. Coffee),NULL
WAl9Oj,Pour over,NULL
WAl9Oj,Instant coffee,NULL
XeOlxj,French press,NULL
XeOlxj,Espresso,NULL
pL0jMZ,NULL,NULL
Rz8KDl,Pour over,NULL
AlWPBB,Espresso,Aeropress
AlWPBB,Pour over,Aeropress
AlWPBB,Other,Aeropress
blNVVL,Coffee brewing machine (e.g. Mr. Coffee),NULL
xd9xaJ,Espresso,NULL
xd9xaJ,Pour over,NULL
5dEKdb,Pour over,NULL
5dEKdb,French press,NULL
5dEKdb,Coffee extract (e.g. Cometeer),NULL
MA8KaY,Pour over,NULL
MA8KaY,Espresso,NULL
MA8KaY,Cold brew,NULL
WAeGGN,Pour over,NULL
WAeGGN,French press,NULL
9d2GlK,Espresso,NULL
9d2GlK,Coffee brewing machine (e.g. Mr. Coffee),NULL
24O8PA,Pour over,Aeropress
24O8PA,Other,Aeropress
zKWXbR,Pour over,Mokapot
zKWXbR,Other,Mokapot
zKWXbR,Pour over,Aeropress
zKWXbR,Other,Aeropress
jBGDW1,Coffee brewing machine (e.g. Mr. Coffee),NULL
jBGDW1,Pour over,NULL
VZoE4y,Espresso,NULL
VZoE4y,Pour over,NULL
XeRVRg,NULL,NULL
yleZ08,Coffee brewing machine (e.g. Mr. Coffee),NULL
yleZ08,French press,NULL
VZoEby,Pour over,NULL
VZoEby,Bean-to-cup machine,NULL
g5WjNP,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
g5WjNP,Coffee brewing machine (e.g. Mr. Coffee),NULL
Rz8KZK,French press,NULL
Rz8KZK,Coffee brewing machine (e.g. Mr. Coffee),NULL
Ld51Vj,Coffee brewing machine (e.g. Mr. Coffee),NULL
QA82OG,Espresso,NULL
vNqjz0,Pour over,NULL
vNqjz0,Espresso,NULL
vNqjz0,Cold brew,NULL
vNqj6d,Pour over,NULL
J28KbJ,Espresso,NULL
kYOaKo,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
blNVJE,Other,aeropress
1rGP7O,Pour over,Aeropress
1rGP7O,Espresso,Aeropress
1rGP7O,Other,Aeropress
OA81vM,Espresso,NULL
OA81vM,Bean-to-cup machine,NULL
OA81vM,Cold brew,NULL
OA81RM,French press,NULL
OA81RM,Coffee brewing machine (e.g. Mr. Coffee),NULL
OA81RM,Cold brew,NULL
YZVD76,Espresso,NULL
OA81MA,Espresso,NULL
OA81MA,Bean-to-cup machine,NULL
PA8jVx,Other,Aeropress
zKWXB8,NULL,NULL
MA8K0E,NULL,NULL
qbjZNG,Pour over,NULL
qbjZNG,French press,NULL
qbjZNG,Espresso,NULL
42PXe5,Espresso,NULL
42PXe5,Coffee brewing machine (e.g. Mr. Coffee),NULL
42PXe5,Cold brew,NULL
8djo9k,Espresso,NULL
xd9x9d,Pour over,NULL
xd9x9d,French press,NULL
zKWXVZ,Pour over,NULL
6dr82B,Pour over,NULL
OA8Dag,Pour over,NULL
OA8Dag,Espresso,NULL
5dEBbE,Espresso,NULL
5dEBbE,Instant coffee,NULL
5dEBbE,Pour over,NULL
5dEBbE,Coffee brewing machine (e.g. Mr. Coffee),NULL
QA8KBk,Coffee extract (e.g. Cometeer),NULL
QA8KBk,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
oAlbEx,Pour over,NULL
oAlbEx,French press,NULL
oAlbEx,Espresso,NULL
42PXVo,Other,Aeropress
42PXVo,Espresso,Aeropress
eB9qre,Pour over,NULL
eB9qre,Espresso,NULL
eB9qxo,Pour over,NULL
dYQWYA,French press,NULL
dYQWYA,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
dYQWYA,Cold brew,NULL
dYQWYA,Espresso,NULL
g5WD9l,Espresso,NULL
g5WD9l,Pour over,NULL
Ld51Zj,Other,Aeropress
NA8pBb,Pour over,NULL
NA8pBb,Coffee brewing machine (e.g. Mr. Coffee),NULL
NA8pBb,Espresso,NULL
NA8pBb,Instant coffee,NULL
42P41o,Other,Aeropress
AlW7Qe,Pour over,NULL
AlW7Qe,Coffee brewing machine (e.g. Mr. Coffee),NULL
OA8DVY,Pour over,NULL
OA8DVY,Espresso,NULL
OA8DVY,Coffee brewing machine (e.g. Mr. Coffee),NULL
OA8DVY,Instant coffee,NULL
PA8dEQ,French press,NULL
PA8dEQ,Cold brew,NULL
VZoLb6,NULL,NULL
aBZQA2,Pour over,NULL
aBZQA2,Espresso,NULL
OA8Dka,Coffee brewing machine (e.g. Mr. Coffee),NULL
g5WDkJ,Coffee brewing machine (e.g. Mr. Coffee),NULL
g5WDkJ,Espresso,NULL
oAlb5N,Espresso,NULL
oAlb5N,Pour over,NULL
8dj16r,Pour over,NULL
8dj16r,Espresso,NULL
QA8KkY,Pour over,NULL
QA8KkY,Cold brew,NULL
rl2jYo,Pour over,NULL
rl2jYo,Espresso,NULL
EP8kYr,Pour over,NULL
ylePpg,Pour over,NULL
ylePpg,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
GrYx7e,NULL,NULL
8dj1jk,Pour over,NULL
8dj1jk,French press,NULL
8dj1jk,Coffee brewing machine (e.g. Mr. Coffee),NULL
8dj1jk,Cold brew,NULL
6dr8pN,Pour over,NULL
6dr8pN,Espresso,NULL
PA8dLV,Pour over,NULL
DV04PZ,NULL,NULL
9d2qaV,Other,Moka pot
PA8jy5,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
PA8jy5,Pour over,NULL
XeOxkY,Pour over,NULL
XeOxkY,Coffee brewing machine (e.g. Mr. Coffee),NULL
AlW7kW,Espresso,NULL
g5WDB1,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZoLrE,Pour over,NULL
QA8Kgl,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
QA8Kgl,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZVjaW,Pour over,NULL
24OEMb,Other,Aeropress
Rz8GXv,NULL,NULL
vNqjL4,Instant coffee,NULL
vNqjL4,Espresso,NULL
zKWxaE,Pour over,NULL
zKWxaE,Espresso,NULL
aBZQ8y,Pour over,NULL
NA8q7O,Pour over,NULL
eB955Q,Coffee brewing machine (e.g. Mr. Coffee),NULL
dYQb6K,NULL,NULL
aBZNLW,French press,NULL
aBZNLW,Espresso,NULL
aBZNLW,Coffee brewing machine (e.g. Mr. Coffee),NULL
aBZNLW,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
aBZNLW,Coffee extract (e.g. Cometeer),NULL
aBZNLW,Cold brew,NULL
jBGe9E,Pour over,NULL
jBGe9E,Cold brew,NULL
rl2y5l,Pour over,NULL
rl2y5l,Cold brew,NULL
KM8plV,Pour over,NULL
ZdP9R0,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
rl2DLl,Espresso,NULL
rl2DLl,Pour over,NULL
aBZOZ9,Pour over,NULL
pL4eJZ,Espresso,NULL
pL4eJZ,Coffee brewing machine (e.g. Mr. Coffee),NULL
pL4eJZ,Pour over,NULL
42Pazo,NULL,NULL
9d2N4K,Espresso,NULL
9d2N4K,Pour over,NULL
XeO52V,Pour over,Aeropress
XeO52V,Espresso,Aeropress
XeO52V,Other,Aeropress
EP8qA2,Coffee extract (e.g. Cometeer),NULL
EP8zro,Pour over,NULL
EP8zro,Espresso,NULL
EP8zro,Cold brew,NULL
AlWPgo,Pour over,Aeropress
AlWPgo,French press,Aeropress
AlWPgo,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
AlWPgo,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
AlWPgo,Cold brew,Aeropress
AlWPgo,Other,Aeropress
AlWrjN,Espresso,Aeropress
AlWrjN,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
AlWrjN,Other,Aeropress
aBZOvy,Espresso,NULL
aBZOvy,Pour over,NULL
aBZOvy,Cold brew,NULL
xd9xzr,Pour over,NULL
VZopvE,Espresso,NULL
VZopvE,Pour over,NULL
VZopvE,Coffee extract (e.g. Cometeer),NULL
eB9ZWo,NULL,NULL
24Ojye,Pour over,NULL
24Ojye,Espresso,NULL
8djNDz,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
eB95oJ,NULL,NULL
J281Po,Pour over,NULL
J281Po,French press,NULL
Rz8Wyj,Espresso,aeropress
Rz8Wyj,Pour over,aeropress
Rz8Wyj,Other,aeropress
PA8RQB,Pour over,NULL
blN5jL,Pour over,NULL
blN5jL,French press,NULL
blN5jL,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dEXJ6,Pour over,NULL
5dEXJ6,French press,NULL
xd9x8J,French press,NULL
xd9x8J,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
vNqX5D,Coffee brewing machine (e.g. Mr. Coffee),NULL
XeO56Y,Espresso,NULL
xd9Vbv,Coffee extract (e.g. Cometeer),NULL
pL4eYB,Pour over,NULL
NA8qGQ,Pour over,NULL
NA8qGQ,Espresso,NULL
0EoV9y,Pour over,AeroPress
0EoV9y,Other,AeroPress
J281Nd,Pour over,NULL
J281Nd,Espresso,NULL
DV0q8R,Coffee brewing machine (e.g. Mr. Coffee),NULL
QA8oy1,Coffee brewing machine (e.g. Mr. Coffee),NULL
6drDoB,Pour over,Aeropress
6drDoB,Other,Aeropress
VZopRa,Pour over,NULL
VZopRa,French press,NULL
VZopRa,Espresso,NULL
VZopRa,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
aBZ95W,NULL,NULL
9d2GA1,NULL,NULL
GrY6x2,Pour over,NULL
g5WaaK,Coffee brewing machine (e.g. Mr. Coffee),NULL
BG8EjA,Pour over,NULL
BG8EjA,Instant coffee,NULL
BG8EjA,Cold brew,NULL
aBZ9GX,Pour over,NULL
aBZ9GX,Espresso,NULL
aBZOMB,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
aBZOMB,Pour over,NULL
aBZOMB,French press,NULL
aBZOMB,Instant coffee,NULL
AlWzdy,Pour over,NULL
AlWzdy,Coffee brewing machine (e.g. Mr. Coffee),NULL
AlWzdy,Espresso,NULL
jBGZ74,Pour over,NULL
rl2Djp,Pour over,NULL
rl2Djp,Espresso,NULL
rl2Djp,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
rl2Djp,Coffee brewing machine (e.g. Mr. Coffee),NULL
rl2Djp,French press,NULL
rl2Djp,Instant coffee,NULL
rl2Djp,Cold brew,NULL
zKWjyE,Pour over,NULL
9d2BvV,NULL,NULL
KM8za7,Espresso,NULL
GrY6re,Pour over,NULL
GrY6re,Espresso,NULL
OA8aLg,Pour over,NULL
OA8aLg,Espresso,NULL
NA8rA0,Instant coffee,NULL
NA8rA0,Other,NULL
5dEbDb,Espresso,NULL
jBGZBQ,French press,NULL
jBGZBQ,Pour over,NULL
GrY6JZ,Pour over,Aeropress
GrY6JZ,Other,Aeropress
yleXOB,French press,NULL
OA8akK,Pour over,NULL
OA8akK,Espresso,NULL
jBGZvR,Espresso,NULL
jBGZvR,Pour over,NULL
GrY6Xp,Pour over,NULL
GrY6Xp,Espresso,NULL
zKWjd1,Instant coffee,NULL
zKWjd1,Espresso,NULL
Ld59k1,Coffee brewing machine (e.g. Mr. Coffee),NULL
Ld59k1,Coffee extract (e.g. Cometeer),NULL
MA81dX,Pour over,Aeropress
MA81dX,French press,Aeropress
MA81dX,Espresso,Aeropress
MA81dX,Cold brew,Aeropress
MA81dX,Other,Aeropress
J28qao,Espresso,Aeropress
J28qao,Pour over,Aeropress
J28qao,Other,Aeropress
5dEbNZ,Espresso,NULL
VZoGry,Pour over,NULL
VZoGry,French press,NULL
VZoGry,Instant coffee,NULL
VZoGry,Cold brew,NULL
6drDqP,Pour over,NULL
6drDqP,Espresso,NULL
6drDqP,French press,NULL
6drDqP,Coffee extract (e.g. Cometeer),NULL
6drDqP,Cold brew,NULL
1rGXe1,Pour over,NULL
1rGXe1,Coffee extract (e.g. Cometeer),NULL
1rGXe1,Espresso,NULL
PA8pVV,Pour over,NULL
PA8pVV,French press,NULL
PA8pVV,Espresso,NULL
PA8pVV,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
PA8pVV,Cold brew,NULL
AlWKzk,Espresso,NULL
AlWKzk,Pour over,NULL
lNVBok,Pour over,Aeropress
lNVBok,Other,Aeropress
PA8pVe,French press,NULL
zKWNxa,Pour over,NULL
zKWNxa,Espresso,NULL
0Eo7O0,Pour over,NULL
9d2XD4,Pour over,NULL
VZojZl,Cold brew,NULL
NA8DVN,Cold brew,NULL
7d4bx9,Pour over,NULL
qbjab8,Pour over,aeropress
qbjab8,Other,aeropress
jBGby9,Pour over,NULL
jBGby9,Espresso,NULL
zKWNKE,NULL,NULL
Ld5zz1,Pour over,aeropress
Ld5zz1,Espresso,aeropress
Ld5zz1,Coffee extract (e.g. Cometeer),aeropress
Ld5zz1,Other,aeropress
XeOrQg,NULL,NULL
dYQN8K,NULL,NULL
rl2Bgl,Espresso,NULL
rl2Bgl,Pour over,NULL
rl2Bgl,Cold brew,NULL
5dE4eE,French press,Aeropress
5dE4eE,Espresso,Aeropress
5dE4eE,Other,Aeropress
5dE4eE,Pour over,Aeropress
QA8Mk7,Pour over,NULL
QA8Mk7,Espresso,NULL
g5WD6d,Coffee brewing machine (e.g. Mr. Coffee),NULL
jBGaVR,Coffee extract (e.g. Cometeer),Aeropress
jBGaVR,Pour over,Aeropress
jBGaVR,Other,Aeropress
jBGaVR,Coffee extract (e.g. Cometeer),clever
jBGaVR,Pour over,clever
jBGaVR,Other,clever
Rz8dZK,NULL,NULL
42PBdO,Pour over,NULL
42PBdO,French press,NULL
42PBdO,Espresso,NULL
GrYxZ2,Coffee brewing machine (e.g. Mr. Coffee),NULL
GrYKgp,Espresso,NULL
NA8Ddl,Other,Aeropress
DV0Kbq,Pour over,NULL
DV0Kbq,Espresso,NULL
oAlDkx,Pour over,NULL
oAlDkx,Espresso,NULL
kYOb9r,NULL,NULL
OA8lg7,Pour over,NULL
OA8lg7,Espresso,NULL
VZoGJ6,NULL,NULL
VZojqJ,Other,Aeropress
42PQRd,Pour over,NULL
42PQRd,French press,NULL
42PQRd,Espresso,NULL
qbja4Y,Pour over,NULL
qbja4Y,French press,NULL
qbja4Y,Cold brew,NULL
Rz8KWd,Espresso,NULL
VZoL46,Pour over,NULL
WAl9ee,Espresso,NULL
WAl9ee,Pour over,NULL
PA8Dq0,NULL,NULL
YZVR8v,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
5dE4Ab,Pour over,Aeropress and moka pot
5dE4Ab,French press,Aeropress and moka pot
5dE4Ab,Other,Aeropress and moka pot
oAlD8M,NULL,NULL
1rGk8b,Pour over,NULL
rl2BZL,Pour over,NULL
rl2BZL,Espresso,NULL
vNqer0,Cold brew,NULL
PA815b,Coffee brewing machine (e.g. Mr. Coffee),NULL
WAlEEN,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
kYOe7j,Pour over,NULL
kYOe7j,French press,NULL
kYOe7j,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
pL4y0y,Espresso,NULL
NA8lDl,Pour over,NULL
NA8lDl,French press,NULL
NA8lDl,Espresso,NULL
qbjDWk,Espresso,NULL
XeOJMV,Coffee brewing machine (e.g. Mr. Coffee),NULL
XeOJMV,Cold brew,NULL
1rGdKM,Cold brew,NULL
WAlrbP,Pour over,Aeropress
WAlrbP,French press,Aeropress
WAlrbP,Instant coffee,Aeropress
WAlrbP,Cold brew,Aeropress
WAlrbP,Other,Aeropress
7d4L12,Espresso,NULL
7d4L12,French press,NULL
J28p8z,Bean-to-cup machine,NULL
pL4y4y,Pour over,NULL
pL4y4y,French press,NULL
oAle1P,NULL,NULL
DV0kER,Coffee brewing machine (e.g. Mr. Coffee),NULL
DV0kER,Cold brew,NULL
AlW2vk,Other,Moka pot
AlW2vk,Pour over,Moka pot
MA8N0g,Pour over,NULL
EP8dVX,Pour over,NULL
oAleL1,Bean-to-cup machine,NULL
oAleL1,Cold brew,NULL
9d2ZNX,NULL,NULL
NA8l2Q,Pour over,NULL
8djaYO,Pour over,NULL
8djaYO,Espresso,NULL
6drjXo,Pour over,Vacuum pot
6drjXo,Other,Vacuum pot
PA81MP,Coffee brewing machine (e.g. Mr. Coffee),NULL
PA81MP,Pour over,NULL
EP8d7o,Bean-to-cup machine,NULL
1rGdqL,Pour over,NULL
1rGdqL,Espresso,NULL
xd9Dxk,Coffee brewing machine (e.g. Mr. Coffee),NULL
xd9Dxk,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
BG8pae,Bean-to-cup machine,NULL
pL4y8E,Coffee brewing machine (e.g. Mr. Coffee),NULL
pL4y8E,Pour over,NULL
24OABe,Coffee extract (e.g. Cometeer),NULL
24OABe,Cold brew,NULL
rl2Bzo,French press,NULL
rl2Bzo,Espresso,NULL
ZdPO2B,French press,Moka pot
