submission_id,brew,brew_other
RzByjK,Pour over,NULL
RzByjK,French press,NULL
kYRBrr,Pour over,NULL
kYRBrr,Espresso,NULL
kYRBrr,Coffee brewing machine (e.g. Mr. Coffee),NULL
PABJGx,Espresso,NULL
PABJGx,Pour over,NULL
vNx5gl,Pour over,NULL
eBxWzx,Pour over,NULL
eBxWzx,Coffee brewing machine (e.g. Mr. Coffee),NULL
WApVZe,Espresso,NULL
WApVZe,Coffee brewing machine (e.g. Mr. Coffee),NULL
WApVZe,Pour over,NULL
WApVZe,French press,NULL
WApVZe,Cold brew,NULL
Albeae,Espresso,NULL
lNlkMX,Espresso,NULL
OABMVa,Coffee brewing machine (e.g. Mr. Coffee),NULL
OABMVa,Cold brew,NULL
XeBP2z,Other,Hario Switch
eBxWpl,Pour over,NULL
EPb7gB,Pour over,NULL
EPb7gB,Coffee brewing machine (e.g. Mr. Coffee),NULL
EPb7gB,Cold brew,NULL
RzBy2K,Cold brew,NULL
RzBy2K,Espresso,NULL
RzBy2K,French press,NULL
1r2oBg,NULL,NULL
GrBAjZ,Espresso,NULL
GrBAjZ,Coffee brewing machine (e.g. Mr. Coffee),NULL
KMBKaD,Pour over,NULL
KMBKaD,Espresso,NULL
ZdRrQV,Coffee brewing machine (e.g. Mr. Coffee),NULL
1r2oRg,Other,Aeropress
kYRBkZ,French press,NULL
kYRBkZ,Cold brew,NULL
oAVLzb,Pour over,Aeropress
oAVLzb,Other,Aeropress
aBrqzZ,Pour over,NULL
rlrMvX,Pour over,NULL
rlrMvX,French press,NULL
EPb76l,Pour over,NULL
EPb76l,Espresso,NULL
24xGDM,Coffee brewing machine (e.g. Mr. Coffee),NULL
7d9rPa,NULL,NULL
DVv69R,Espresso,NULL
DVv69R,Pour over,NULL
42NVdA,French press,NULL
42NVdA,Espresso,NULL
g5N6OP,Pour over,NULL
J2kvZR,Espresso,NULL
RzBylj,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbE1zO,Pour over,NULL
jB9AEQ,Pour over,NULL
jB9AEQ,Espresso,NULL
xdN5ov,French press,NULL
xdN5ov,Pour over,NULL
xdN5ov,Cold brew,NULL
9dJja5,Espresso,NULL
EPb7N2,Pour over,NULL
kYRBQe,Pour over,Aeropress
kYRBQe,Other,Aeropress
kYRBQe,Pour over,Moka Pot
kYRBQe,Other,Moka Pot
24xGVD,Pour over,NULL
VZ1O46,French press,NULL
VZ1O46,Espresso,NULL
VZ1O46,Pour over,NULL
PABJee,Pour over,NULL
PABJee,French press,NULL
PABJee,Coffee brewing machine (e.g. Mr. Coffee),NULL
PABJee,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
eBxWYQ,Other,Aeropress
qbE1NO,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbE1NO,Pour over,NULL
oAVLaP,French press,NULL
LdMLgl,French press,NULL
LdMLgl,Espresso,NULL
ylq5zd,Espresso,NULL
NAB1EO,Pour over,NULL
7d9rj0,French press,NULL
7d9rj0,Espresso,NULL
ZdRrKB,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdN56d,Pour over,Aeropress
rlrMg2,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbE1pg,Coffee brewing machine (e.g. Mr. Coffee),NULL
pLPpXJ,Pour over,NULL
pLPpXJ,Espresso,NULL
xdN5vk,Pour over,NULL
xdN5vk,Espresso,NULL
xdN5vk,French press,NULL
vNx5a0,Pour over,NULL
vNx5a0,French press,NULL
LdML6J,Espresso,NULL
bl4QML,Pour over,NULL
bl4QML,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
6dQEyJ,Espresso,NULL
xdN5L5,Pour over,NULL
xdN5L5,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdN5L5,Espresso,NULL
OABMra,Pour over,NULL
jB9AgQ,French press,NULL
EPb7AB,Cold brew,NULL
GrBAQO,Pour over,NULL
GrBAQO,Espresso,NULL
lNlk9v,Pour over,NULL
lNlk9v,Coffee brewing machine (e.g. Mr. Coffee),NULL
eBxWox,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
VZ1OyM,NULL,NULL
KMBKNV,Other,Aeropress
OABMyY,Pour over,NULL
OABMyY,French press,NULL
WApVjR,Espresso,NULL
OABMKR,Pour over,NULL
YZzlyW,Espresso,NULL
YZzlyW,Pour over,NULL
BGbWVK,Espresso,NULL
XeBPyL,Pour over,NULL
XeBPyL,Espresso,NULL
VZ1OBg,Espresso,NULL
1r2ox1,Pour over,NULL
1r2ox1,French press,NULL
LdMLVl,Pour over,NULL
LdMLVl,Coffee brewing machine (e.g. Mr. Coffee),NULL
LdMLVl,Cold brew,NULL
oAVLQO,Espresso,NULL
oAVLQO,Pour over,NULL
oAVLQO,Cold brew,NULL
pLPpNJ,NULL,NULL
eBxWPk,Espresso,NULL
VZ1Oxj,Pour over,NULL
zKQ54R,Pour over,NULL
zKQ54R,Espresso,NULL
zKQ54R,Cold brew,NULL
Albeyl,Pour over,NULL
eBxWyl,Espresso,NULL
eBxWyl,Pour over,NULL
rlrM1R,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24xGZD,Pour over,NULL
VZ1Oyy,Pour over,NULL
XeBPdg,Pour over,Aeropress
XeBPdg,Other,Aeropress
rlrMRN,Espresso,NULL
6dQEGk,Espresso,NULL
EPb7YB,Pour over,NULL
EPb7YB,Espresso,NULL
7d9rEa,French press,NULL
ylq5Rx,Pour over,NULL
MAdpgk,Espresso,NULL
g5N6vJ,Pour over,NULL
g5N6vJ,French press,NULL
g5N6vJ,Espresso,NULL
g5N6vJ,Cold brew,NULL
0EjRlB,Pour over,NULL
9dJjPQ,Pour over,NULL
9dJjPQ,Espresso,NULL
9dJjPQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
AlbeND,Pour over,Moka Pot
AlbeND,Espresso,Moka Pot
AlbeND,Other,Moka Pot
OABMkM,Espresso,NULL
OABMkM,Pour over,NULL
OABMkM,Cold brew,NULL
zKQ5dk,Espresso,NULL
7d9rgR,Espresso,NULL
7d9rgR,Coffee brewing machine (e.g. Mr. Coffee),NULL
vNx5pl,Cold brew,Aeropress
vNx5pl,Other,Aeropress
vNx5pl,Pour over,Aeropress
vNx5pl,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
vNx5pl,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
EPb7e4,Espresso,NULL
EPb7e4,French press,NULL
DVv6PZ,Pour over,NULL
DVv6PZ,Espresso,NULL
MAdpPk,Espresso,Aeropress
MAdpPk,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
MAdpPk,Other,Aeropress
ylq5rg,Coffee brewing machine (e.g. Mr. Coffee),NULL
ylq5rg,Pour over,NULL
24xG7M,Pour over,NULL
24xG7M,Coffee brewing machine (e.g. Mr. Coffee),NULL
bl4Qz6,Pour over,aeropress
bl4Qz6,Other,aeropress
6dQE9Y,Other,Aeropress
eBxWvQ,Other,Aeropress
eBxWvQ,Other,every day for years
ZdRrXo,Other,Hario Switch Brewer
24xGy9,Espresso,NULL
xdN57r,Espresso,NULL
xdN57r,Pour over,NULL
xdN57r,Bean-to-cup machine,NULL
xdN57r,French press,NULL
lNlkXk,Pour over,NULL
9dJjyV,Pour over,NULL
9dJjyV,Espresso,NULL
RzBy19,Pour over,NULL
RzBy19,French press,NULL
J2kvgK,Pour over,NULL
J2kvgK,Espresso,NULL
J2kvbo,Pour over,NULL
J2kvbo,French press,NULL
J2kvbo,Espresso,NULL
DVv6ZE,Espresso,NULL
DVv6ZE,Bean-to-cup machine,NULL
aBrq1B,Pour over,NULL
aBrq1B,Espresso,NULL
XeBPvY,Espresso,NULL
ZdRrAo,Other,Aeropress
ZdRrAo,Pour over,Aeropress
NAB1O0,Pour over,NULL
NAB1O0,Coffee extract (e.g. Cometeer),NULL
J2kvBr,Pour over,NULL
J2kvBr,Espresso,NULL
ylq5px,Coffee brewing machine (e.g. Mr. Coffee),NULL
KMBKRg,Pour over,NULL
KMBKRg,Espresso,NULL
KMBKRg,French press,NULL
OABMyg,Pour over,NULL
OABMyg,Espresso,NULL
oAVLax,Pour over,Hario Switch
oAVLax,Espresso,Hario Switch
oAVLax,Other,Hario Switch
VZ1OXg,Other,clever dripper
WApVdv,Espresso,NULL
WApVdv,Pour over,NULL
aBrqXB,Pour over,NULL
aBrqXB,French press,NULL
EPb7rr,Pour over,NULL
EPb7rr,Espresso,NULL
NAB1gO,Pour over,NULL
XeBPkY,Espresso,NULL
XeBPkY,Coffee brewing machine (e.g. Mr. Coffee),NULL
vNx5Wg,Pour over,AeroPress
vNx5Wg,Other,AeroPress
LdMLOy,Pour over,NULL
aBrqa2,Pour over,NULL
aBrqa2,Espresso,NULL
WApVXN,Espresso,NULL
WApVXN,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
OABMeg,Espresso,NULL
OABMeg,Pour over,NULL
NAB1xl,Coffee brewing machine (e.g. Mr. Coffee),NULL
NAB1xl,Cold brew,NULL
NAB1xl,Espresso,NULL
dY2ekV,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
LdMLBv,Coffee brewing machine (e.g. Mr. Coffee),NULL
Albe0e,Other,Aeropress
eBxW8e,Pour over,NULL
eBxW8e,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
8dp4V5,Pour over,NULL
8dp4V5,Coffee brewing machine (e.g. Mr. Coffee),NULL
8dp4V5,Cold brew,NULL
1r2ozp,Pour over,NULL
1r2ozp,Espresso,NULL
DVv6al,Espresso,NULL
DVv6al,Coffee brewing machine (e.g. Mr. Coffee),NULL
DVv6al,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
QABl4Y,Pour over,NULL
DVv6EZ,Espresso,NULL
DVv6EZ,Pour over,NULL
J2kvxR,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
J2kvxR,Other,Aeropress
eBxWGe,Pour over,NULL
KMBKA8,Pour over,NULL
DVv6Wl,Pour over,NULL
QABlyG,Pour over,NULL
QABlyG,French press,NULL
pLPp58,Pour over,NULL
VZ1Oqj,Pour over,NULL
XeBPNP,Espresso,NULL
jB9Aq4,Pour over,NULL
jB9Aq4,Coffee extract (e.g. Cometeer),NULL
jB9Aq4,Espresso,NULL
qbE1M9,Pour over,NULL
5dqPON,Pour over,Immersion & no bypass
5dqPON,Espresso,Immersion & no bypass
5dqPON,Other,Immersion & no bypass
rlrMW2,Espresso,NULL
dY2ezr,Pour over,Aeropress
dY2ezr,French press,Aeropress
dY2ezr,Other,Aeropress
oAVLgb,Coffee brewing machine (e.g. Mr. Coffee),aeropress
oAVLgb,Other,aeropress
GrBAaZ,Pour over,NULL
GrBAaZ,French press,NULL
GrBAaZ,Espresso,NULL
7d9rOZ,Espresso,NULL
kYRB1e,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24xGzj,NULL,NULL
XeBPQP,Coffee brewing machine (e.g. Mr. Coffee),NULL
9dJj4E,Pour over,NULL
9dJj4E,Coffee brewing machine (e.g. Mr. Coffee),NULL
9dJj4E,Cold brew,NULL
MAdpqA,Pour over,NULL
MAdpqA,French press,NULL
AlbeOz,Pour over,Moka Pot
AlbeOz,French press,Moka Pot
AlbeOz,Pod/capsule machine (e.g. Keurig/Nespresso),Moka Pot
AlbeOz,Other,Moka Pot
NAB1Qj,Pour over,NULL
NAB1Qj,Espresso,NULL
GrBA5O,Pour over,NULL
24xGYj,Espresso,NULL
24xGYj,Pour over,NULL
kYRBXR,Pour over,NULL
WApV6N,Pour over,NULL
dY2eXo,Coffee brewing machine (e.g. Mr. Coffee),NULL
QABlp7,Pour over,Aeropress
QABlp7,Other,Aeropress
QABlp7,Pour over,immersion dripper
QABlp7,Other,immersion dripper
ylq5GX,Other,Aeropress
EPb7Al,Pour over,NULL
EPb7Al,Espresso,NULL
42NVEA,Espresso,NULL
42NVEA,Coffee brewing machine (e.g. Mr. Coffee),NULL
aBrqgb,Coffee brewing machine (e.g. Mr. Coffee),NULL
42NVYX,Espresso,NULL
oAVL1x,Pour over,NULL
oAVL1x,Espresso,NULL
oAVL1x,Coffee brewing machine (e.g. Mr. Coffee),NULL
KMBKZV,Pour over,NULL
KMBKZV,French press,NULL
1r2oyl,Coffee extract (e.g. Cometeer),NULL
1r2oyl,Pour over,NULL
1r2oyl,Espresso,NULL
1r2oyl,French press,NULL
42NVEr,Pour over,Krups Moka
42NVEr,Other,Krups Moka
g5N614,Cold brew,NULL
g5N614,Espresso,NULL
0EjRyj,Pour over,NULL
0EjRyj,Espresso,NULL
0EjRyj,Coffee brewing machine (e.g. Mr. Coffee),NULL
6dQEzJ,Pour over,NULL
jB9Ara,NULL,NULL
dY2e4K,NULL,NULL
zKQ5vM,Pour over,NULL
zKQ5vM,Espresso,NULL
zKQ5vM,French press,NULL
YZzlgW,Pour over,NULL
YZzlgW,Espresso,NULL
pLPpZ1,French press,NULL
J2kvro,Pour over,NULL
J2kvro,Espresso,NULL
xdN5B5,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdN5B5,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
rlrMp2,Pour over,NULL
rlrMp2,Espresso,NULL
QABlWG,Pour over,NULL
QABlWG,Coffee extract (e.g. Cometeer),NULL
QABlWG,Cold brew,NULL
vNx5d4,Pour over,Moka Pot
vNx5d4,Cold brew,Moka Pot
vNx5d4,Instant coffee,Moka Pot
vNx5d4,Other,Moka Pot
jB9AzQ,Pour over,NULL
jB9AzQ,Instant coffee,NULL
jB9AzQ,Cold brew,NULL
jB9AzQ,Espresso,NULL
MAdp2M,Pour over,Aeropress
MAdp2M,Other,Aeropress
7d9rYZ,Pour over,Aeropress
7d9rYZ,Other,Aeropress
g5N6XO,Pour over,NULL
PABJr1,French press,NULL
PABJr1,Instant coffee,NULL
PABJr1,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
PABJr1,Coffee brewing machine (e.g. Mr. Coffee),NULL
RzByg4,Other,Aeropress
MAdpGl,Cold brew,NULL
MAdpGl,Pour over,NULL
g5N6rD,Pour over,NULL
g5N6rD,Cold brew,NULL
RzByaj,Pour over,NULL
RzByaj,French press,NULL
RzByaj,Espresso,NULL
PABJLV,Pour over,NULL
PABJLV,French press,NULL
PABJLV,Espresso,NULL
GrBA4k,French press,NULL
zKQ5o0,Pour over,NULL
dY2eyA,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
GrBAOp,Pour over,NULL
GrBAOp,Espresso,NULL
GrBAOp,Coffee extract (e.g. Cometeer),NULL
qbE1QY,Pour over,NULL
9dJj0p,NULL,NULL
EPb77N,French press,NULL
YZzlbB,Coffee extract (e.g. Cometeer),NULL
YZzlbB,Pour over,NULL
Albeek,Pour over,NULL
WApV7a,Coffee brewing machine (e.g. Mr. Coffee),NULL
kYRBPM,Espresso,NULL
GrBAAo,Pour over,NULL
rlrMMl,NULL,NULL
VZ1Oag,Pour over,NULL
VZ1Oag,Espresso,NULL
5dqPa6,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqPa6,Pour over,NULL
J2kvj4,Pour over,NULL
XeBPAj,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24xGdL,Pour over,NULL
24xGdL,Espresso,NULL
24xGdL,Coffee extract (e.g. Cometeer),NULL
qbE117,Pour over,NULL
qbE117,French press,NULL
qbE117,Cold brew,NULL
42NVVk,Pour over,NULL
42NVVk,Espresso,NULL
42NVVk,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqPYo,Other,Hario Switch
J2kv4d,Other,Aeropress
EPb7VX,Other,Aeropress
EPb7VX,French press,Aeropress
LdMLxj,Pour over,NULL
1r2o0Q,Espresso,NULL
1r2o0Q,Cold brew,NULL
bl4QJo,Espresso,NULL
42NV6b,Coffee brewing machine (e.g. Mr. Coffee),NULL
aBrqJv,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
aBrqJv,Other,Aeropress
aBrqJv,Coffee brewing machine (e.g. Mr. Coffee),moka pot
aBrqJv,Other,moka pot
OABMM7,Pour over,NULL
42NVMb,Espresso,NULL
42NVMb,French press,NULL
WApVaj,Pour over,NULL
WApVaj,French press,NULL
RzByQ9,Pour over,NULL
RzByQ9,French press,NULL
RzByQ9,Espresso,NULL
OABMM8,Pour over,NULL
42NVlk,Pour over,Moka pot
42NVlk,Other,Moka pot
XeBP6j,Espresso,NULL
XeBP6j,Pour over,NULL
WApVLJ,NULL,NULL
eBxWWO,Espresso,NULL
PABJqb,Coffee brewing machine (e.g. Mr. Coffee),NULL
PABJqb,Pour over,NULL
6dQEBB,Pour over,Aeropress
6dQEBB,French press,Aeropress
6dQEBB,Other,Aeropress
6dQEBB,Cold brew,Aeropress
GrBAEp,Pour over,NULL
GrBAEp,Espresso,NULL
xdN5qo,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
xdN5qo,Pour over,NULL
g5N6VO,NULL,NULL
eBxWXO,NULL,NULL
KMBKj7,Espresso,NULL
5dqP06,Espresso,NULL
5dqP06,Pour over,NULL
5dqP06,Cold brew,NULL
zKQ58a,Espresso,NULL
EPb7RN,Pour over,NULL
EPb7RN,French press,NULL
EPb7RN,Espresso,NULL
DVv685,French press,NULL
DVv685,Pour over,NULL
RzByed,Pour over,Hario Switch
RzByed,Other,Hario Switch
oAVLjV,Espresso,NULL
dY2ery,Pour over,NULL
pLPp2b,Espresso,NULL
QABlN8,Espresso,NULL
GrBAZj,Espresso,Aeropress
GrBAZj,Other,Aeropress
GrBAZj,Pour over,Aeropress
YZzl75,Pour over,NULL
YZzl75,French press,NULL
ylq58B,NULL,NULL
ylq5AB,NULL,NULL
AlbeR0,Pour over,NULL
AlbeR0,Espresso,NULL
dY2eoo,Other,Aeropress
YZzlAd,Pour over,AeroPress
YZzlAd,French press,AeroPress
YZzlAd,Coffee extract (e.g. Cometeer),AeroPress
YZzlAd,Other,AeroPress
NAB1NB,Pour over,NULL
NAB1NB,Coffee extract (e.g. Cometeer),NULL
aBrqR9,NULL,NULL
LdMLr1,Pour over,NULL
LdMLr1,French press,NULL
LdMLr1,Espresso,NULL
LdMLr1,Coffee brewing machine (e.g. Mr. Coffee),NULL
LdMLr1,Cold brew,NULL
zKQ5k1,Other,Aeropress
42NVbO,Pour over,NULL
oAVLJ1,Pour over,NULL
oAVLJ1,Cold brew,NULL
jB9AN6,Pour over,NULL
qbE1l7,Pour over,NULL
qbE1l7,Espresso,NULL
42NV0X,Pour over,NULL
42NV0X,French press,NULL
7d9rrA,Espresso,NULL
5dqPNM,Pour over,NULL
5dqPNM,Instant coffee,NULL
ZdRrbz,Pour over,Moka
ZdRrbz,Espresso,Moka
ZdRrbz,Other,Moka
vNx5RA,Instant coffee,NULL
vNx5RA,Pour over,NULL
vNx5RA,Espresso,NULL
0EjRqN,Pour over,NULL
0EjRqN,French press,NULL
0EjRqN,Espresso,NULL
vNx59Q,Espresso,NULL
EPb72o,NULL,NULL
dY2eJq,Pour over,NULL
dY2eJq,Espresso,NULL
dY2eJq,Cold brew,NULL
g5N6od,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
g5N6od,Pour over,NULL
PABJxb,French press,NULL
6dQEEB,Pour over,Aeropress
6dQEEB,French press,Aeropress
6dQEEB,Other,Aeropress
6dQEEB,Pour over,clever dripper
6dQEEB,French press,clever dripper
6dQEEB,Other,clever dripper
6dQE6P,Coffee brewing machine (e.g. Mr. Coffee),Hario Switch
6dQE6P,Other,Hario Switch
pLPpYq,Pour over,Aeropress
pLPpYq,Other,Aeropress
RzByyJ,Pour over,NULL
RzByyJ,French press,NULL
XeBP7g,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlrM8l,Pour over,NULL
rlrM8l,French press,NULL
rlrM8l,Coffee brewing machine (e.g. Mr. Coffee),NULL
RzByqd,Pour over,aeropress
RzByqd,French press,aeropress
RzByqd,Other,aeropress
9dJjKY,Espresso,NULL
RzByNl,NULL,NULL
VZ1O7J,Coffee extract (e.g. Cometeer),Aeropress
VZ1O7J,Espresso,Aeropress
VZ1O7J,Pour over,Aeropress
VZ1O7J,Other,Aeropress
vNx5kd,Coffee brewing machine (e.g. Mr. Coffee),NULL
vNx5kd,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
8dp4DO,Other,Aeropress
7d9rkA,Cold brew,NULL
7d9rkA,Espresso,NULL
7d9rkA,Pour over,NULL
GrBAAp,Pour over,NULL
GrBAAp,Espresso,NULL
GrBAAp,Cold brew,NULL
rlrMQN,Pour over,NULL
GrBAW2,Espresso,NULL
GrBAW2,Pour over,NULL
6dQEqe,Pour over,NULL
RzBypp,Espresso,Moka Pot
RzBypp,Pour over,Moka Pot
RzBypp,Other,Moka Pot
RzBypp,Espresso,sometimes Bripe
RzBypp,Pour over,sometimes Bripe
RzBypp,Other,sometimes Bripe
zKQ5AR,NULL,NULL
eBxWg0,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
eBxWg0,Espresso,NULL
eBxWg0,French press,NULL
eBxWg0,Cold brew,NULL
jB9AAx,NULL,NULL
oAVLLV,NULL,NULL
YZzl6d,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZzl6d,Espresso,NULL
YZzl6d,Cold brew,NULL
g5N6EN,NULL,NULL
xdN5AG,NULL,NULL
lNlkp5,Pour over,NULL
lNlkp5,Espresso,NULL
ZdRrBy,Pour over,NULL
ZdRrBy,Espresso,NULL
YZzl2q,French press,NULL
YZzl2q,Espresso,NULL
rlrM75,Pour over,Aeropress
rlrM75,French press,Aeropress
rlrM75,Other,Aeropress
zKQ5Ba,Coffee brewing machine (e.g. Mr. Coffee),NULL
0EjRX0,Pour over,NULL
0EjRX0,French press,NULL
VZ1OgE,Pour over,NULL
VZ1OgE,Espresso,NULL
9dJjjY,Pour over,NULL
9dJjjY,Espresso,NULL
J2kvE4,Pour over,Aeropress
J2kvE4,French press,Aeropress
J2kvE4,Cold brew,Aeropress
J2kvE4,Other,Aeropress
rlrM4M,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlrM4M,Pour over,NULL
1r2oLM,Espresso,Aeropress
1r2oLM,Other,Aeropress
8dp4Bx,Pour over,NULL
jB9A4a,Other,Aeropress
42NVVO,Pour over,NULL
42NVVO,French press,NULL
42NVVO,Cold brew,NULL
42NVVO,Espresso,NULL
bl4QRg,Pour over,NULL
bl4QRg,French press,NULL
pLPpqq,Pour over,NULL
AlbeXk,Espresso,NULL
42NV6O,Espresso,Vac One
42NV6O,French press,Vac One
42NV6O,Other,Vac One
GrBAM2,Pour over,NULL
GrBAM2,Espresso,NULL
GrBAM2,Coffee brewing machine (e.g. Mr. Coffee),NULL
GrBAM2,Cold brew,NULL
LdML4j,NULL,NULL
42NVeB,Pour over,NULL
42NVeB,Espresso,NULL
42NVeB,Cold brew,NULL
QABllp,Pour over,NULL
QABllp,Cold brew,NULL
QABllp,French press,NULL
RzByNJ,Pour over,NULL
oAVLP1,Pour over,NULL
oAVLP1,Espresso,NULL
kYRBj1,Pour over,NULL
EPb79q,Other,clever dripper
aBrqMq,Pour over,NULL
GrBAVZ,Pour over,Aeropress
GrBAVZ,Espresso,Aeropress
GrBAVZ,Coffee extract (e.g. Cometeer),Aeropress
GrBAVZ,Other,Aeropress
5dqP7d,Other,Aeropress and fellow ode v2
kYRBL6,Pour over,NULL
DVv6oR,Other,immersion
GrBAGj,Pour over,Aeropress
GrBAGj,Cold brew,Aeropress
GrBAGj,Other,Aeropress
24xG9L,Other,Aeropress/Clever Dripper
lNlkGW,Espresso,NULL
vNx58v,Coffee brewing machine (e.g. Mr. Coffee),NULL
g5N6BN,NULL,NULL
OABMRK,Pour over,NULL
OABMRK,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
eBxWVq,Pour over,NULL
eBxWVq,Coffee extract (e.g. Cometeer),NULL
eBxWVq,Bean-to-cup machine,NULL
eBxWVq,Coffee brewing machine (e.g. Mr. Coffee),NULL
g5N621,Pour over,NULL
5dqPJM,Espresso,NULL
5dqPJM,Cold brew,NULL
7d9ryL,Pour over,NULL
7d9ryL,Espresso,NULL
7d9ryL,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
aBrq7E,Pour over,NULL
XeBPa4,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
XeBPa4,Other,Aeropress
kYRBqJ,Espresso,NULL
kYRBqJ,Cold brew,NULL
24xGGL,Pour over,NULL
aBrqqq,French press,Aeropress
aBrqqq,Pour over,Aeropress
aBrqqq,Espresso,Aeropress
aBrqqq,Instant coffee,Aeropress
aBrqqq,Other,Aeropress
VZ1O6v,Pour over,Aeropress
VZ1O6v,Other,Aeropress
jB9AjR,Pour over,NULL
jB9AjR,Espresso,NULL
AlbeM0,Pour over,NULL
AlbeM0,French press,NULL
AlbeM0,Cold brew,NULL
NAB1ZQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
NAB1ZQ,Pour over,NULL
NAB1ZQ,Espresso,NULL
xdN5GG,Pour over,NULL
oAVLJX,NULL,NULL
lNlkx5,French press,NULL
lNlkx5,Espresso,NULL
lNlkx5,Coffee brewing machine (e.g. Mr. Coffee),NULL
ZdRrqa,French press,NULL
ZdRrqa,Coffee brewing machine (e.g. Mr. Coffee),NULL
OABM28,Coffee brewing machine (e.g. Mr. Coffee),NULL
OABM28,Cold brew,NULL
OABM28,Instant coffee,NULL
xdN5by,Pour over,NULL
xdN5by,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
ylq5Lp,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
ylq5Lp,French press,NULL
0EjR96,Other,Aeropress
dY2eMA,Coffee brewing machine (e.g. Mr. Coffee),NULL
jB9A4x,Espresso,aeropress
jB9A4x,Other,aeropress
jB9A4x,French press,aeropress
jB9A4x,Cold brew,aeropress
42NV5B,Pod/capsule machine (e.g. Keurig/Nespresso),aero press
42NV5B,Bean-to-cup machine,aero press
42NV5B,Other,aero press
oAVLZP,Pour over,NULL
oAVLZP,Espresso,NULL
oAVLZP,Coffee extract (e.g. Cometeer),NULL
oAVLZP,Coffee brewing machine (e.g. Mr. Coffee),NULL
EPb77X,Espresso,Aeropress
EPb77X,Other,Aeropress
pLPpQV,Pour over,NULL
pLPpQV,Instant coffee,NULL
pLPpQV,Cold brew,NULL
OABMq7,Espresso,NULL
PABJJ5,Pour over,NULL
1r2oQQ,Pour over,NULL
1r2oQQ,Espresso,NULL
1r2oQQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
1r2oQQ,Coffee extract (e.g. Cometeer),NULL
6dQEoO,Espresso,NULL
6dQEoO,Pour over,NULL
24xG6V,Other,Infusion Brew (Aeropress)
24xG6V,Pod/capsule machine (e.g. Keurig/Nespresso),Infusion Brew (Aeropress)
lNlkkB,Espresso,NULL
oAVL8e,Pour over,Moka pot
oAVL8e,French press,Moka pot
oAVL8e,Cold brew,Moka pot
oAVL8e,Coffee extract (e.g. Cometeer),Moka pot
oAVL8e,Instant coffee,Moka pot
oAVL8e,Other,Moka pot
rlrMz5,Pour over,Aeropress
rlrMz5,Coffee extract (e.g. Cometeer),Aeropress
rlrMz5,Cold brew,Aeropress
rlrMz5,Other,Aeropress
42NV0k,Pour over,NULL
42NV0k,Espresso,NULL
MAdpZp,Pod/capsule machine (e.g. Keurig/Nespresso),Drobi
MAdpZp,Pour over,Drobi
MAdpZp,Espresso,Drobi
MAdpZp,Cold brew,Drobi
MAdpZp,Other,Drobi
MAdpZp,Pod/capsule machine (e.g. Keurig/Nespresso),Phin
MAdpZp,Pour over,Phin
MAdpZp,Espresso,Phin
MAdpZp,Cold brew,Phin
MAdpZp,Other,Phin
MAdpZp,Pod/capsule machine (e.g. Keurig/Nespresso),Clever Dripper
MAdpZp,Pour over,Clever Dripper
MAdpZp,Espresso,Clever Dripper
MAdpZp,Cold brew,Clever Dripper
MAdpZp,Other,Clever Dripper
