submission_id,additions,additions_other
6dQ6Vk,No - just black,NULL
8dpbVx,Milk,NULL
8dpbVx,dairy alternative,NULL
8dpbVx,or coffee creamer,NULL
8dpbVx,Flavor syrup,NULL
8dpbVx,No - just black,NULL
6dQ65P,Milk,NULL
6dQ65P,dairy alternative,NULL
6dQ65P,or coffee creamer,NULL
1r2Q6l,No - just black,NULL
7d97MR,Milk,NULL
7d97MR,dairy alternative,NULL
7d97MR,or coffee creamer,NULL
7d97MR,Sugar or sweetener,NULL
ylq8GB,Milk,NULL
ylq8GB,dairy alternative,NULL
ylq8GB,or coffee creamer,NULL
kYR8p1,No - just black,NULL
8dpbgx,No - just black,NULL
VZ1Wqg,No - just black,NULL
WApaBa,No - just black,NULL
dY2J1q,No - just black,NULL
vNx8W0,No - just black,NULL
5dqaOo,Sugar or sweetener,NULL
QABNWp,No - just black,NULL
QABNWp,Milk,NULL
QABNWp,dairy alternative,NULL
QABNWp,or coffee creamer,NULL
ZdRbQo,No - just black,NULL
NAB2yB,No - just black,NULL
oAV81e,No - just black,NULL
PABZYx,Milk,NULL
PABZYx,dairy alternative,NULL
PABZYx,or coffee creamer,NULL
PABZWb,Milk,NULL
PABZWb,dairy alternative,NULL
PABZWb,or coffee creamer,NULL
PABZWb,Sugar or sweetener,NULL
XeB6v4,Milk,NULL
XeB6v4,dairy alternative,NULL
XeB6v4,or coffee creamer,NULL
XeB6v4,Sugar or sweetener,NULL
9dJAxQ,No - just black,NULL
DVvRE5,Milk,NULL
DVvRE5,dairy alternative,NULL
DVvRE5,or coffee creamer,NULL
DVvRE5,Sugar or sweetener,NULL
lNl87X,Milk,NULL
lNl87X,dairy alternative,NULL
lNl87X,or coffee creamer,NULL
eBxgye,Milk,NULL
eBxgye,dairy alternative,NULL
eBxgye,or coffee creamer,NULL
aBrpgq,No - just black,NULL
OABxrR,No - just black,NULL
WApajv,NULL,NULL
1r2QxQ,No - just black,NULL
AlbM9z,No - just black,NULL
8dpbWO,No - just black,NULL
7d97zA,Milk,NULL
7d97zA,dairy alternative,NULL
7d97zA,or coffee creamer,NULL
24x9zV,Sugar or sweetener,NULL
VZ1W9j,No - just black,NULL
rlr8YN,No - just black,NULL
xdN80d,No - just black,NULL
1r2QgW,Milk,NULL
1r2QgW,dairy alternative,NULL
1r2QgW,or coffee creamer,NULL
1r2QgW,Flavor syrup,NULL
EPbo64,No - just black,NULL
qbE877,No - just black,NULL
KMBrGV,Milk,NULL
KMBrGV,dairy alternative,NULL
KMBrGV,or coffee creamer,NULL
KMBrGV,Sugar or sweetener,NULL
6dQ6WY,Milk,NULL
6dQ6WY,dairy alternative,NULL
6dQ6WY,or coffee creamer,NULL
EPboA4,Milk,NULL
EPboA4,dairy alternative,NULL
EPboA4,or coffee creamer,NULL
PABZy5,Milk,NULL
PABZy5,dairy alternative,NULL
PABZy5,or coffee creamer,NULL
ZdRbgz,Milk,NULL
ZdRbgz,dairy alternative,NULL
ZdRbgz,or coffee creamer,NULL
EPbo6r,No - just black,NULL
6dQ6zB,Milk,NULL
6dQ6zB,dairy alternative,NULL
6dQ6zB,or coffee creamer,NULL
6dQ6zB,Sugar or sweetener,NULL
LdM4Ey,Milk,NULL
LdM4Ey,dairy alternative,NULL
LdM4Ey,or coffee creamer,NULL
ylq8gg,No - just black,NULL
42NlOY,No - just black,NULL
MAdjPM,No - just black,NULL
8dpb5O,No - just black,NULL
8dpb5O,Milk,NULL
8dpb5O,dairy alternative,NULL
8dpb5O,or coffee creamer,NULL
1r2QRl,No - just black,NULL
1r2QRl,Milk,NULL
1r2QRl,dairy alternative,NULL
1r2QRl,or coffee creamer,NULL
jB985Q,No - just black,NULL
J2kEBo,Milk,NULL
J2kEBo,dairy alternative,NULL
J2kEBo,or coffee creamer,NULL
eBxgvk,Milk,NULL
eBxgvk,dairy alternative,NULL
eBxgvk,or coffee creamer,NULL
7d97jZ,Milk,NULL
7d97jZ,dairy alternative,NULL
7d97jZ,or coffee creamer,NULL
7d97jZ,No - just black,NULL
dY2JzK,No - just black,NULL
PABZe5,Milk,NULL
PABZe5,dairy alternative,NULL
PABZe5,or coffee creamer,NULL
PABZe5,Sugar or sweetener,NULL
J2kEGo,Milk,NULL
J2kEGo,dairy alternative,NULL
J2kEGo,or coffee creamer,NULL
J2kEGo,Sugar or sweetener,NULL
ylq8zx,Milk,NULL
ylq8zx,dairy alternative,NULL
ylq8zx,or coffee creamer,NULL
ylq8zx,Flavor syrup,NULL
WApapR,Milk,NULL
WApapR,dairy alternative,NULL
WApapR,or coffee creamer,NULL
WApapR,Sugar or sweetener,NULL
xdN8z5,No - just black,NULL
NAB2dj,No - just black,NULL
ylq81x,No - just black,NULL
vNx8zD,Milk,NULL
vNx8zD,dairy alternative,NULL
vNx8zD,or coffee creamer,NULL
vNx8zD,Flavor syrup,NULL
vNx8zD,No - just black,NULL
oAV8zP,No - just black,NULL
QABNkG,Milk,NULL
QABNkG,dairy alternative,NULL
QABNkG,or coffee creamer,NULL
8dpbDA,No - just black,NULL
YZz760,No - just black,NULL
PABZqd,Milk,NULL
PABZqd,dairy alternative,NULL
PABZqd,or coffee creamer,NULL
oAV8LX,Milk,NULL
oAV8LX,dairy alternative,NULL
oAV8LX,or coffee creamer,NULL
XeB6Pd,No - just black,NULL
AlbMRB,No - just black,NULL
jB98XR,Milk,NULL
jB98XR,dairy alternative,NULL
jB98XR,or coffee creamer,NULL
jB98XR,Flavor syrup,NULL
NAB2Zb,Milk,NULL
NAB2Zb,dairy alternative,NULL
NAB2Zb,or coffee creamer,NULL
aBrpMy,Milk,NULL
aBrpMy,dairy alternative,NULL
aBrpMy,or coffee creamer,NULL
OABxKK,Milk,NULL
OABxKK,dairy alternative,NULL
OABxKK,or coffee creamer,NULL
OABxKK,No - just black,NULL
pLPYlP,NULL,NULL
EPbooq,Sugar or sweetener,NULL
EPbooq,Flavor syrup,NULL
XeB6je,Milk,NULL
XeB6je,dairy alternative,NULL
XeB6je,or coffee creamer,NULL
XeB6je,Sugar or sweetener,NULL
XeB6je,No - just black,NULL
PABZq0,No - just black,NULL
GrBOE2,Milk,NULL
GrBOE2,dairy alternative,NULL
GrBOE2,or coffee creamer,NULL
GrBOE2,Sugar or sweetener,NULL
GrBOE2,Flavor syrup,NULL
pLPYYZ,No - just black,NULL
GrBOVj,No - just black,NULL
DVvROb,No - just black,NULL
rlr8Z5,Milk,NULL
rlr8Z5,dairy alternative,NULL
rlr8Z5,or coffee creamer,NULL
KMBr2M,No - just black,NULL
kYR8BJ,No - just black,NULL
aBrpJ9,Milk,NULL
aBrpJ9,dairy alternative,NULL
aBrpJ9,or coffee creamer,NULL
bl41a0,No - just black,NULL
RzBqyp,No - just black,NULL
1r2Q0M,No - just black,NULL
GrBOO2,No - just black,NULL
jB98V6,Sugar or sweetener,NULL
jB98V6,Milk,NULL
jB98V6,dairy alternative,NULL
jB98V6,or coffee creamer,NULL
QABNpg,No - just black,NULL
DVvR6j,Milk,NULL
DVvR6j,dairy alternative,NULL
DVvR6j,or coffee creamer,NULL
DVvR6j,No - just black,NULL
xdN8q9,No - just black,NULL
xdN8W9,No - just black,NULL
9dJAzX,No - just black,NULL
rlr8ep,No - just black,NULL
WApa4L,Milk,NULL
WApa4L,dairy alternative,NULL
WApa4L,or coffee creamer,NULL
lNl8pV,No - just black,NULL
9dJAbX,No - just black,NULL
zKQ8A1,Milk,NULL
zKQ8A1,dairy alternative,NULL
zKQ8A1,or coffee creamer,NULL
QABNP1,No - just black,NULL
pLPYEE,Milk,NULL
pLPYEE,dairy alternative,NULL
pLPYEE,or coffee creamer,NULL
pLPYEE,Sugar or sweetener,NULL
GrBOMQ,Milk,NULL
GrBOMQ,dairy alternative,NULL
GrBOMQ,or coffee creamer,NULL
RzBqpQ,No - just black,NULL
24x9MM,Sugar or sweetener,NULL
7d9rX0,No - just black,NULL
YZz72z,No - just black,NULL
YZz72z,Milk,NULL
YZz72z,dairy alternative,NULL
YZz72z,or coffee creamer,NULL
42Nl0b,Milk,NULL
42Nl0b,dairy alternative,NULL
42Nl0b,or coffee creamer,NULL
42Nl0b,Flavor syrup,NULL
lNl8JX,No - just black,NULL
lNl8JX,Milk,NULL
lNl8JX,dairy alternative,NULL
lNl8JX,or coffee creamer,NULL
xdN8kd,Milk,NULL
xdN8kd,dairy alternative,NULL
xdN8kd,or coffee creamer,NULL
VZ1WWE,No - just black,NULL
bl4QV6,Milk,NULL
bl4QV6,dairy alternative,NULL
bl4QV6,or coffee creamer,NULL
LdM4xG,Milk,NULL
LdM4xG,dairy alternative,NULL
LdM4xG,or coffee creamer,NULL
LdM4xG,Sugar or sweetener,NULL
VZ1OLj,No - just black,NULL
KMBrrk,No - just black,NULL
5dqaWQ,Milk,NULL
5dqaWQ,dairy alternative,NULL
5dqaWQ,or coffee creamer,NULL
NAB22W,Milk,NULL
NAB22W,dairy alternative,NULL
NAB22W,or coffee creamer,NULL
NAB22W,No - just black,NULL
eBxWZx,No - just black,NULL
eBxWZx,Milk,NULL
eBxWZx,dairy alternative,NULL
eBxWZx,or coffee creamer,NULL
OABxOM,No - just black,NULL
lNl825,No - just black,NULL
lNl825,Milk,NULL
lNl825,dairy alternative,NULL
lNl825,or coffee creamer,NULL
EPboy2,No - just black,NULL
LdM48z,No - just black,NULL
KMBKYX,No - just black,NULL
NAB21W,Milk,NULL
NAB21W,dairy alternative,NULL
NAB21W,or coffee creamer,NULL
NAB21W,Flavor syrup,NULL
42NlMo,Milk,NULL
42NlMo,dairy alternative,NULL
42NlMo,or coffee creamer,NULL
42NlMo,Sugar or sweetener,NULL
BGbJv4,No - just black,NULL
rlr8No,No - just black,NULL
24xGEe,Milk,NULL
24xGEe,dairy alternative,NULL
24xGEe,or coffee creamer,NULL
24xGEe,Sugar or sweetener,NULL
lNlkBN,No - just black,NULL
eBxWae,No - just black,NULL
WApavR,No - just black,NULL
1r2o9p,No - just black,NULL
OABM7R,No - just black,NULL
aBrqOX,No - just black,NULL
aBrqOX,Milk,NULL
aBrqOX,dairy alternative,NULL
aBrqOX,or coffee creamer,NULL
qbE1GG,No - just black,NULL
8dp4aP,No - just black,NULL
0EjR7j,No - just black,NULL
YZz7EN,No - just black,NULL
OABxRk,No - just black,NULL
OABxRk,Milk,NULL
OABxRk,dairy alternative,NULL
OABxRk,or coffee creamer,NULL
AlbMgN,No - just black,NULL
lNlk6k,No - just black,NULL
OABxWM,Milk,NULL
OABxWM,dairy alternative,NULL
OABxWM,or coffee creamer,NULL
OABxWM,Flavor syrup,NULL
xdN5Yy,No - just black,NULL
AlbMYB,No - just black,NULL
AlbMYB,Milk,NULL
AlbMYB,dairy alternative,NULL
AlbMYB,or coffee creamer,NULL
ylq5Jg,No - just black,NULL
VZ1WRj,No - just black,NULL
jB9Ala,No - just black,NULL
jB9Ala,Milk,NULL
jB9Ala,dairy alternative,NULL
jB9Ala,or coffee creamer,NULL
YZzl4B,No - just black,NULL
J2kvz4,No - just black,NULL
oAV8W5,No - just black,NULL
oAVLGe,No - just black,NULL
KMBKlA,No - just black,NULL
6dQEDY,Milk,NULL
6dQEDY,dairy alternative,NULL
6dQEDY,or coffee creamer,NULL
1r2o7Q,No - just black,NULL
1r2oVQ,No - just black,NULL
0EjR8y,No - just black,NULL
LdMLzp,No - just black,NULL
LdML7p,Milk,NULL
LdML7p,dairy alternative,NULL
LdML7p,or coffee creamer,NULL
jB9Ab4,Milk,NULL
jB9Ab4,dairy alternative,NULL
jB9Ab4,or coffee creamer,NULL
aBrq4B,No - just black,NULL
DVv6Nq,No - just black,NULL
DVv6pR,No - just black,NULL
rlrMON,Milk,NULL
rlrMON,dairy alternative,NULL
rlrMON,or coffee creamer,NULL
rlrMON,Sugar or sweetener,NULL
g5N6Ml,Milk,NULL
g5N6Ml,dairy alternative,NULL
g5N6Ml,or coffee creamer,NULL
NAB1oB,No - just black,NULL
VZ1Ojy,No - just black,NULL
dY2exq,No - just black,NULL
RzByo9,Milk,NULL
RzByo9,dairy alternative,NULL
RzByo9,or coffee creamer,NULL
RzByo9,No - just black,NULL
rlrMoN,Milk,NULL
rlrMoN,dairy alternative,NULL
rlrMoN,or coffee creamer,NULL
XeBP4g,Milk,NULL
XeBP4g,dairy alternative,NULL
XeBP4g,or coffee creamer,NULL
DVv6qN,No - just black,NULL
vNx5P0,No - just black,NULL
6dQEZk,No - just black,NULL
6dQEZk,Milk,NULL
6dQEZk,dairy alternative,NULL
6dQEZk,or coffee creamer,NULL
qbE1d7,Milk,NULL
qbE1d7,dairy alternative,NULL
qbE1d7,or coffee creamer,NULL
qbE1d7,Sugar or sweetener,NULL
qbE1d7,Flavor syrup,NULL
bl4QeL,No - just black,NULL
PABJ55,No - just black,NULL
aBrq9b,Other,water
LdMLPv,No - just black,NULL
qbE1VY,No - just black,NULL
qbE1VY,Milk,NULL
qbE1VY,dairy alternative,NULL
qbE1VY,or coffee creamer,NULL
qbE1VY,Sugar or sweetener,NULL
oAVLEx,No - just black,NULL
PABJ1V,No - just black,NULL
0EjR6N,Flavor syrup,NULL
0EjR6N,Milk,NULL
0EjR6N,dairy alternative,NULL
0EjR6N,or coffee creamer,NULL
BGbW75,No - just black,NULL
BGbW75,Milk,NULL
BGbW75,dairy alternative,NULL
BGbW75,or coffee creamer,NULL
8dp4L5,No - just black,NULL
GrBARZ,No - just black,NULL
rlrMBR,No - just black,NULL
J2kEvY,No - just black,NULL
J2kEvY,Sugar or sweetener,NULL
J2kEvY,Milk,NULL
J2kEvY,dairy alternative,NULL
J2kEvY,or coffee creamer,NULL
J2kEvY,Flavor syrup,NULL
GrBAve,No - just black,NULL
g5N6qO,Milk,NULL
g5N6qO,dairy alternative,NULL
g5N6qO,or coffee creamer,NULL
g5N6qO,Sugar or sweetener,NULL
g5N6qO,Flavor syrup,NULL
J2kvOo,Milk,NULL
J2kvOo,dairy alternative,NULL
J2kvOo,or coffee creamer,NULL
GrBAlp,No - just black,NULL
7d9r2P,Milk,NULL
7d9r2P,dairy alternative,NULL
7d9r2P,or coffee creamer,NULL
1r2odl,No - just black,NULL
1r2odl,Milk,NULL
1r2odl,dairy alternative,NULL
1r2odl,or coffee creamer,NULL
J2kvdR,No - just black,NULL
jB9APx,No - just black,NULL
DVv6kZ,Flavor syrup,NULL
xdN8Ok,No - just black,NULL
NAB1qO,Milk,NULL
NAB1qO,dairy alternative,NULL
NAB1qO,or coffee creamer,NULL
GrBA9Z,No - just black,NULL
GrBA9Z,Milk,NULL
GrBA9Z,dairy alternative,NULL
GrBA9Z,or coffee creamer,NULL
bl4Qdg,No - just black,NULL
5dqPZo,No - just black,NULL
J2kEyz,Milk,NULL
J2kEyz,dairy alternative,NULL
J2kEyz,or coffee creamer,NULL
jB98j9,No - just black,NULL
DVv67R,Milk,NULL
DVv67R,dairy alternative,NULL
DVv67R,or coffee creamer,NULL
DVv67R,No - just black,NULL
QABlV8,No - just black,NULL
LdMLpj,No - just black,NULL
42NVrX,No - just black,NULL
VZ1OpM,No - just black,NULL
42NlWr,Milk,NULL
42NlWr,dairy alternative,NULL
42NlWr,or coffee creamer,NULL
42NlWr,Sugar or sweetener,NULL
42NlWr,Flavor syrup,NULL
KMBKV8,No - just black,NULL
aBrq6q,Milk,NULL
aBrq6q,dairy alternative,NULL
aBrq6q,or coffee creamer,NULL
oAVLeP,No - just black,NULL
YZzlPW,Milk,NULL
YZzlPW,dairy alternative,NULL
YZzlPW,or coffee creamer,NULL
zKQ5jM,Milk,NULL
zKQ5jM,dairy alternative,NULL
zKQ5jM,or coffee creamer,NULL
XeBPJY,Sugar or sweetener,NULL
kYRB61,No - just black,NULL
kYRB61,Milk,NULL
kYRB61,dairy alternative,NULL
kYRB61,or coffee creamer,NULL
zKQ5y0,Milk,NULL
zKQ5y0,dairy alternative,NULL
zKQ5y0,or coffee creamer,NULL
zKQ5y0,No - just black,NULL
RzBy5d,No - just black,NULL
ZdRrNy,No - just black,NULL
ZdRrNy,Milk,NULL
ZdRrNy,dairy alternative,NULL
ZdRrNy,or coffee creamer,NULL
6dQE7B,No - just black,NULL
0EjRey,Milk,NULL
0EjRey,dairy alternative,NULL
0EjRey,or coffee creamer,NULL
QABlDp,Milk,NULL
QABlDp,dairy alternative,NULL
QABlDp,or coffee creamer,NULL
24xGB9,Milk,NULL
24xGB9,dairy alternative,NULL
24xGB9,or coffee creamer,NULL
EPb7QX,No - just black,NULL
qbE1AY,No - just black,NULL
RzByD9,Milk,NULL
RzByD9,dairy alternative,NULL
RzByD9,or coffee creamer,NULL
RzByD9,Sugar or sweetener,NULL
42NVQY,Milk,NULL
42NVQY,dairy alternative,NULL
42NVQY,or coffee creamer,NULL
42NVQY,No - just black,NULL
EPb7XX,No - just black,NULL
Albe2z,No - just black,NULL
PABJ9V,No - just black,NULL
rlrM5R,No - just black,NULL
kYR8Pj,No - just black,NULL
J2kvqK,Milk,NULL
J2kvqK,dairy alternative,NULL
J2kvqK,or coffee creamer,NULL
J2kvqK,Sugar or sweetener,NULL
J2kv1K,No - just black,NULL
PABJpB,Milk,NULL
PABJpB,dairy alternative,NULL
PABJpB,or coffee creamer,NULL
EPb7l4,Milk,NULL
EPb7l4,dairy alternative,NULL
EPb7l4,or coffee creamer,NULL
XeBP0j,Milk,NULL
XeBP0j,dairy alternative,NULL
XeBP0j,or coffee creamer,NULL
vNx5Yv,No - just black,NULL
NAB1WB,No - just black,NULL
42NV8k,Milk,NULL
42NV8k,dairy alternative,NULL
42NV8k,or coffee creamer,NULL
42NV8k,No - just black,NULL
VZ1OQg,Milk,NULL
VZ1OQg,dairy alternative,NULL
VZ1OQg,or coffee creamer,NULL
VZ1OQg,Flavor syrup,NULL
LdMLWj,Milk,NULL
LdMLWj,dairy alternative,NULL
LdMLWj,or coffee creamer,NULL
LdMLKv,No - just black,NULL
zKQ5Ya,Milk,NULL
zKQ5Ya,dairy alternative,NULL
zKQ5Ya,or coffee creamer,NULL
pLPpoJ,Milk,NULL
pLPpoJ,dairy alternative,NULL
pLPpoJ,or coffee creamer,NULL
pLPpoJ,Sugar or sweetener,NULL
lNlkqv,No - just black,NULL
GrBO2O,No - just black,NULL
KMBK1A,Milk,NULL
KMBK1A,dairy alternative,NULL
KMBK1A,or coffee creamer,NULL
dY2e9o,Milk,NULL
dY2e9o,dairy alternative,NULL
dY2e9o,or coffee creamer,NULL
dY2e9o,Sugar or sweetener,NULL
9dJjQp,No - just black,NULL
QABl58,No - just black,NULL
BGbWk5,No - just black,NULL
24xGPj,Milk,NULL
24xGPj,dairy alternative,NULL
24xGPj,or coffee creamer,NULL
0EjRdB,Sugar or sweetener,NULL
0EjRdB,Milk,NULL
0EjRdB,dairy alternative,NULL
0EjRdB,or coffee creamer,NULL
0EjRdB,No - just black,NULL
RzByPd,No - just black,NULL
RzBq9P,No - just black,NULL
PABJ65,Milk,NULL
PABJ65,dairy alternative,NULL
PABJ65,or coffee creamer,NULL
oAVLRP,No - just black,NULL
24xGPL,No - just black,NULL
rlr84L,No - just black,NULL
VZ1O0v,Milk,NULL
VZ1O0v,dairy alternative,NULL
VZ1O0v,or coffee creamer,NULL
VZ1O0v,No - just black,NULL
8dp4xO,Milk,NULL
8dp4xO,dairy alternative,NULL
8dp4xO,or coffee creamer,NULL
bl4QWL,No - just black,NULL
qbE1a9,Milk,NULL
qbE1a9,dairy alternative,NULL
qbE1a9,or coffee creamer,NULL
VZ1O5J,No - just black,NULL
rlrMPl,Milk,NULL
rlrMPl,dairy alternative,NULL
rlrMPl,or coffee creamer,NULL
rlrMPl,Flavor syrup,NULL
EPb7XN,Milk,NULL
EPb7XN,dairy alternative,NULL
EPb7XN,or coffee creamer,NULL
dY2e0o,No - just black,NULL
lNlkyB,Milk,NULL
lNlkyB,dairy alternative,NULL
lNlkyB,or coffee creamer,NULL
lNlkyB,Sugar or sweetener,NULL
BGbJo7,No - just black,NULL
BGbJo7,Sugar or sweetener,NULL
xdN5ay,Flavor syrup,Salt/Saline
xdN5ay,Sugar or sweetener,Salt/Saline
xdN5ay,Milk,Salt/Saline
xdN5ay,dairy alternative,Salt/Saline
xdN5ay,or coffee creamer,Salt/Saline
xdN5ay,No - just black,Salt/Saline
xdN5ay,Other,Salt/Saline
GrBAdp,No - just black,NULL
BGbWxQ,Sugar or sweetener,NULL
MAdpzp,Milk,NULL
MAdpzp,dairy alternative,NULL
MAdpzp,or coffee creamer,NULL
RzBy0J,No - just black,NULL
RzBy0J,Milk,NULL
RzBy0J,dairy alternative,NULL
RzBy0J,or coffee creamer,NULL
PABJ1e,Sugar or sweetener,NULL
PABJ1e,Milk,NULL
PABJ1e,dairy alternative,NULL
PABJ1e,or coffee creamer,NULL
XeBPWj,No - just black,NULL
g5N6Gl,No - just black,NULL
jB9AZJ,Milk,NULL
jB9AZJ,dairy alternative,NULL
jB9AZJ,or coffee creamer,NULL
jB9AZJ,Sugar or sweetener,NULL
jB9AZJ,Flavor syrup,NULL
g5N6e4,No - just black,NULL
0Ejq9Q,No - just black,NULL
xdN8EG,No - just black,NULL
zKQ5Da,Milk,NULL
zKQ5Da,dairy alternative,NULL
zKQ5Da,or coffee creamer,NULL
xdN5Xv,No - just black,NULL
24xGAj,No - just black,NULL
lNl8j5,No - just black,NULL
YZz7Nv,Milk,NULL
YZz7Nv,dairy alternative,NULL
YZz7Nv,or coffee creamer,NULL
VZ1OEj,No - just black,NULL
oAVLAV,Sugar or sweetener,NULL
vNx52A,NULL,NULL
bl4Qlo,No - just black,NULL
PABJ0Q,Milk,NULL
PABJ0Q,dairy alternative,NULL
PABJ0Q,or coffee creamer,NULL
42NVkO,No - just black,NULL
9dJjdY,No - just black,NULL
WApV0J,No - just black,NULL
1r2oEM,Milk,NULL
1r2oEM,dairy alternative,NULL
1r2oEM,or coffee creamer,NULL
jB9AME,No - just black,NULL
GrBAro,No - just black,NULL
KMBK67,No - just black,NULL
KMBK67,Milk,NULL
KMBK67,dairy alternative,NULL
KMBK67,or coffee creamer,NULL
xdN5QG,No - just black,NULL
XeBPe4,Flavor syrup,NULL
XeBPe4,Milk,NULL
XeBPe4,dairy alternative,NULL
XeBPe4,or coffee creamer,NULL
8dp4kx,No - just black,NULL
EPb71N,No - just black,NULL
qbE1Wd,No - just black,NULL
eBxWBO,No - just black,NULL
6dQExe,No - just black,NULL
24xGrp,No - just black,NULL
24xGrp,Milk,NULL
24xGrp,dairy alternative,NULL
24xGrp,or coffee creamer,NULL
0EjRbQ,Milk,NULL
0EjRbQ,dairy alternative,NULL
0EjRbQ,or coffee creamer,NULL
0EjRbQ,Sugar or sweetener,NULL
5dqP2M,Milk,NULL
5dqP2M,dairy alternative,NULL
5dqP2M,or coffee creamer,NULL
QABlrg,No - just black,NULL
xdN5Qo,No - just black,NULL
MAdpJg,Sugar or sweetener,NULL
MAdpJg,Milk,NULL
MAdpJg,dairy alternative,NULL
MAdpJg,or coffee creamer,NULL
MAdpJg,Flavor syrup,NULL
vNx5AQ,Milk,NULL
vNx5AQ,dairy alternative,NULL
vNx5AQ,or coffee creamer,NULL
YZzldq,Milk,NULL
YZzldq,dairy alternative,NULL
YZzldq,or coffee creamer,NULL
RzByYp,No - just black,NULL
zKQ5zq,No - just black,NULL
5dqPkd,No - just black,NULL
dY2eZN,No - just black,NULL
1r2ovO,No - just black,NULL
PABJB0,Milk,NULL
PABJB0,dairy alternative,NULL
PABJB0,or coffee creamer,NULL
AlbeDW,Milk,NULL
AlbeDW,dairy alternative,NULL
AlbeDW,or coffee creamer,NULL
AlbeDW,Flavor syrup,NULL
GrBA1o,No - just black,NULL
GrBA1o,Milk,NULL
GrBA1o,dairy alternative,NULL
GrBA1o,or coffee creamer,NULL
6dQE15,No - just black,NULL
LdMLG1,No - just black,NULL
LdML0G,Milk,NULL
LdML0G,dairy alternative,NULL
LdML0G,or coffee creamer,NULL
zKQ5Kq,No - just black,NULL
J2kvJY,Milk,NULL
J2kvJY,dairy alternative,NULL
J2kvJY,or coffee creamer,NULL
rlrMVM,No - just black,NULL
DVv6eb,No - just black,NULL
5dqPdd,No - just black,NULL
RzByLl,Milk,NULL
RzByLl,dairy alternative,NULL
RzByLl,or coffee creamer,NULL
5dqPvP,No - just black,NULL
YZzlV0,No - just black,NULL
YZzlV0,Milk,NULL
YZzlV0,dairy alternative,NULL
YZzlV0,or coffee creamer,NULL
YZzlV0,Sugar or sweetener,NULL
YZzlV0,Flavor syrup,NULL
vNx54A,No - just black,NULL
XeBPG4,No - just black,NULL
jB9ABE,No - just black,NULL
PABJ8P,NULL,NULL
RzBy4J,No - just black,NULL
jB9AxR,No - just black,NULL
dY2eYA,No - just black,NULL
0EjRJ0,No - just black,NULL
PABJvP,No - just black,NULL
PABJvP,Milk,NULL
PABJvP,dairy alternative,NULL
PABJvP,or coffee creamer,NULL
DVv60p,No - just black,NULL
rlrMKv,No - just black,NULL
9dJjJ4,No - just black,NULL
oAVL0M,No - just black,NULL
vNx5Od,Flavor syrup,NULL
vNx5Od,Milk,NULL
vNx5Od,dairy alternative,NULL
vNx5Od,or coffee creamer,NULL
QABlYA,No - just black,NULL
24xGkp,No - just black,NULL
7d9roL,No - just black,NULL
lNlkNW,No - just black,NULL
g5N64N,Milk,NULL
g5N64N,dairy alternative,NULL
g5N64N,or coffee creamer,NULL
g5N65d,Milk,NULL
g5N65d,dairy alternative,NULL
g5N65d,or coffee creamer,NULL
7d9rdA,No - just black,NULL
7d9rdA,Milk,NULL
7d9rdA,dairy alternative,NULL
7d9rdA,or coffee creamer,NULL
lNlkL5,No - just black,NULL
rlrMKM,No - just black,NULL
0EjRoQ,No - just black,NULL
0EjRoQ,Milk,NULL
0EjRoQ,dairy alternative,NULL
0EjRoQ,or coffee creamer,NULL
GrBA1j,No - just black,NULL
qbE1b7,Milk,NULL
qbE1b7,dairy alternative,NULL
qbE1b7,or coffee creamer,NULL
oAVLVM,No - just black,NULL
oAVLVM,Milk,NULL
oAVLVM,dairy alternative,NULL
oAVLVM,or coffee creamer,NULL
RzByRl,No - just black,NULL
g5N6QK,Milk,NULL
g5N6QK,dairy alternative,NULL
g5N6QK,or coffee creamer,NULL
g5N6QK,Sugar or sweetener,NULL
GrBAYz,Milk,NULL
GrBAYz,dairy alternative,NULL
GrBAYz,or coffee creamer,NULL
GrBAYz,Sugar or sweetener,NULL
QABlBk,No - just black,NULL
vNx5NQ,Milk,NULL
vNx5NQ,dairy alternative,NULL
vNx5NQ,or coffee creamer,NULL
6dQEro,No - just black,NULL
eBxWNo,No - just black,NULL
NAB1MN,No - just black,NULL
dY2eDy,Milk,NULL
dY2eDy,dairy alternative,NULL
dY2eDy,or coffee creamer,NULL
MAdpvE,No - just black,NULL
MAdp5Y,No - just black,NULL
9dJjE1,No - just black,NULL
PABJ20,No - just black,NULL
8dp4eA,No - just black,NULL
DVv65b,No - just black,NULL
qbE1o8,No - just black,NULL
OABMBA,No - just black,NULL
oAVLlM,Milk,NULL
oAVLlM,dairy alternative,NULL
oAVLlM,or coffee creamer,NULL
5dqPEb,No - just black,NULL
6dQEOO,Milk,NULL
6dQEOO,dairy alternative,NULL
6dQEOO,or coffee creamer,NULL
6dQEOO,Sugar or sweetener,NULL
jB9A99,No - just black,NULL
7d9r46,No - just black,NULL
qbE1Yk,No - just black,NULL
pLPpWZ,No - just black,NULL
VZ1Olv,No - just black,NULL
OABMJp,No - just black,NULL
aBrqry,No - just black,NULL
7d9r9z,Milk,NULL
7d9r9z,dairy alternative,NULL
7d9r9z,or coffee creamer,NULL
oAVLl5,No - just black,NULL
aBrqZW,No - just black,NULL
lNlk06,Sugar or sweetener,NULL
ZdRrGv,No - just black,NULL
xdN5ZG,No - just black,NULL
xdN5ZG,Milk,NULL
xdN5ZG,dairy alternative,NULL
xdN5ZG,or coffee creamer,NULL
