submission_id,purchase,purchase_other
GroPMQ,"National chain (e.g. Starbucks, Dunkin)",NULL
8dJlOk,NULL,NULL
421be5,"National chain (e.g. Starbucks, Dunkin)",NULL
yl0aKd,NULL,NULL
NA4Zep,NULL,NULL
LdE2AJ,NULL,NULL
ZdG7oB,NULL,NULL
OAj2QY,NULL,NULL
QAxZKY,Drive-thru,NULL
QAxZKY,"National chain (e.g. Starbucks, Dunkin)",NULL
VZ9eEj,NULL,NULL
QAxZoX,NULL,NULL
24bWa9,NULL,NULL
RzZNGK,NULL,NULL
kY0o0j,Specialty coffee shop,NULL
EPBO42,NULL,NULL
LdErgl,NULL,NULL
NA4j2B,NULL,NULL
dYZM4K,NULL,NULL
4216Gr,NULL,NULL
OAj2P8,NULL,NULL
g5Ql6l,NULL,NULL
1rbQAL,NULL,NULL
PA2xLe,NULL,NULL
zK09P8,NULL,NULL
MArW1E,NULL,NULL
J2VQK7,"National chain (e.g. Starbucks, Dunkin)",NULL
KMPEj7,NULL,NULL
421MJ5,NULL,NULL
zK09M0,NULL,NULL
kY0oQe,NULL,NULL
J2VQqz,NULL,NULL
OAj6lM,NULL,NULL
YZo1QW,NULL,NULL
MArWYp,NULL,NULL
ZdGM2V,NULL,NULL
pL0QyP,NULL,NULL
ZdGMlo,NULL,NULL
g5QEA4,NULL,NULL
kY02eZ,NULL,NULL
bl2oOL,NULL,NULL
xd0APy,NULL,NULL
EPB28o,NULL,NULL
24bpOV,NULL,NULL
EPB2bN,NULL,NULL
LdEeGp,NULL,NULL
MArWLM,NULL,NULL
yl0QNX,NULL,NULL
GroOb2,NULL,NULL
rl0ek5,NULL,NULL
bl2oKe,NULL,NULL
NA4a8G,NULL,NULL
7dJy1L,NULL,NULL
oA0qlV,NULL,NULL
xd05Ad,NULL,NULL
pL0EGV,NULL,NULL
PA27Bb,NULL,NULL
RzZNVQ,NULL,NULL
9d6k64,Specialty coffee shop,NULL
QAxbe1,"National chain (e.g. Starbucks, Dunkin)",NULL
xd0qov,NULL,NULL
24bDag,Specialty coffee shop,NULL
aBjRaE,"National chain (e.g. Starbucks, Dunkin)",NULL
rl0eqL,NULL,NULL
PA27P0,NULL,NULL
xd0ABE,NULL,NULL
8dJXEo,NULL,NULL
ZdGML5,NULL,NULL
5dlJgQ,Specialty coffee shop,NULL
5dlJgQ,Local cafe,NULL
LdEejy,NULL,NULL
EPB2YA,NULL,NULL
6d1gzN,Local cafe,NULL
6d1gzN,Specialty coffee shop,NULL
KMP9bA,Drive-thru,NULL
KMP9bA,"National chain (e.g. Starbucks, Dunkin)",NULL
J2VQ54,NULL,NULL
lN0x46,NULL,NULL
5dlJ7E,NULL,NULL
BGLrPN,Local cafe,NULL
BGLrPN,Specialty coffee shop,NULL
BGLrPN,"National chain (e.g. Starbucks, Dunkin)",NULL
8dJ9NA,NULL,NULL
8dJ9Kr,NULL,NULL
vN0Re8,NULL,NULL
421ZLr,NULL,NULL
YZo1L5,NULL,NULL
LdE80y,NULL,NULL
qbYyOg,NULL,NULL
zK0VKg,NULL,NULL
rl0XVo,NULL,NULL
PA2o5x,NULL,NULL
qbYyb5,NULL,NULL
5dlNZb,NULL,NULL
eBNbAx,NULL,NULL
OAjR0a,Local cafe,NULL
OAjR0a,Specialty coffee shop,NULL
OAjR0a,"National chain (e.g. Starbucks, Dunkin)",NULL
kY0LOR,NULL,NULL
KMPXLX,NULL,NULL
kY0LAr,NULL,NULL
jB0KLJ,NULL,NULL
Al6kbz,NULL,NULL
WAe4Mv,NULL,NULL
9d6eEV,NULL,NULL
MAr0VX,NULL,NULL
6d1qWP,NULL,NULL
BGLvAQ,"National chain (e.g. Starbucks, Dunkin)",NULL
BGLvAQ,Local cafe,NULL
BGLvAQ,Specialty coffee shop,NULL
eBNbyq,NULL,NULL
YZo2x5,NULL,NULL
ZdGxvo,NULL,NULL
aBjWKB,NULL,NULL
24b2lj,Local cafe,NULL
24b2lj,"National chain (e.g. Starbucks, Dunkin)",NULL
zK0Vo8,NULL,NULL
8dJ9RO,Specialty coffee shop,NULL
WAe4BP,NULL,NULL
MAr0PY,NULL,NULL
lN0pzW,NULL,NULL
NA4zdQ,NULL,NULL
GroMYZ,NULL,NULL
jB0KJx,NULL,NULL
EPBpMN,NULL,NULL
24b2Vp,Specialty coffee shop,NULL
1rbjEg,NULL,NULL
g5QB6J,NULL,NULL
6d1q4e,NULL,NULL
9d6eg4,NULL,NULL
jB0Kq9,NULL,NULL
DVXL6E,NULL,NULL
dYZ7yV,NULL,NULL
zK0VO1,NULL,NULL
g5QBpN,NULL,NULL
9d6ey1,NULL,NULL
RzZOqv,NULL,NULL
vN0R6X,NULL,NULL
oA0JJb,NULL,NULL
EPBpo2,NULL,NULL
bl2aG2,NULL,NULL
QAxGkp,NULL,NULL
VZ9rRg,NULL,NULL
ZdGxB5,NULL,NULL
xd0G5k,NULL,NULL
J2Vy5K,Other,Gas Station
J2VyvX,NULL,NULL
7dJQ9R,NULL,NULL
0EbXQy,NULL,NULL
7dJQOz,Specialty coffee shop,NULL
7dJQOz,Local cafe,NULL
8dJ9Xl,NULL,NULL
rl0XKo,NULL,NULL
WAe4vv,NULL,NULL
OAjRqk,NULL,NULL
g5QBoJ,NULL,NULL
zK0lMq,NULL,NULL
RzZO7j,NULL,NULL
NA4kXG,NULL,NULL
8dJ9vP,NULL,NULL
GroW6p,NULL,NULL
YZo2Av,NULL,NULL
1rbjQ4,NULL,NULL
421Z6r,NULL,NULL
PA2oG5,NULL,NULL
OAjv1R,Specialty coffee shop,NULL
lN0Q65,NULL,NULL
DVXQzb,NULL,NULL
DVXLgN,NULL,NULL
Al6kVz,NULL,NULL
EPB9LA,NULL,NULL
rl07A5,NULL,NULL
5dlRvv,"National chain (e.g. Starbucks, Dunkin)",NULL
5dlRb6,Local cafe,NULL
5dlRb6,Specialty coffee shop,NULL
aBjWWX,NULL,NULL
RzZp4P,NULL,NULL
PA2KBx,NULL,NULL
DVXQyq,NULL,NULL
xd0KBy,NULL,NULL
rl07PM,NULL,NULL
rl07dX,Local cafe,NULL
5dlRpZ,NULL,NULL
5dlReZ,NULL,NULL
xd0G4r,NULL,NULL
9d6VR5,Local cafe,NULL
eBN46E,NULL,NULL
pL0a41,NULL,NULL
rl07vR,NULL,NULL
PA2K5d,Specialty coffee shop,NULL
PA2K5d,Local cafe,NULL
LdElkp,Local cafe,NULL
LdElkp,Specialty coffee shop,NULL
xd0KYG,NULL,NULL
zK0lA1,NULL,NULL
VZ9gJa,Specialty coffee shop,NULL
VZ9gJa,Local cafe,NULL
pL0a6b,NULL,NULL
DVXQWR,NULL,NULL
LdEljG,NULL,NULL
xd0KbG,NULL,NULL
DVXQrl,NULL,NULL
vN0ojg,NULL,NULL
9d6Vk4,NULL,NULL
pL0apZ,Specialty coffee shop,NULL
rl077p,"National chain (e.g. Starbucks, Dunkin)",NULL
rl077p,Local cafe,NULL
WAeyxR,NULL,NULL
BGLM4e,Specialty coffee shop,NULL
BGLM4e,Local cafe,NULL
GroWMQ,NULL,NULL
aBjVYE,NULL,NULL
KMPbbz,Deli or supermarket,NULL
KMPbbz,Local cafe,NULL
KMPbbz,Specialty coffee shop,NULL
dYZr5V,NULL,NULL
421e7X,NULL,NULL
yl0L7g,NULL,NULL
1rbq9p,NULL,NULL
eBNkMk,"National chain (e.g. Starbucks, Dunkin)",NULL
eBNkMk,Local cafe,NULL
YZo82z,NULL,NULL
YZoN0J,NULL,NULL
0EbX29,NULL,NULL
24bQXD,"National chain (e.g. Starbucks, Dunkin)",NULL
24bQXD,Specialty coffee shop,NULL
24bQXD,Local cafe,NULL
bl2bV6,"National chain (e.g. Starbucks, Dunkin)",NULL
7dJ62P,"National chain (e.g. Starbucks, Dunkin)",NULL
RzZE4J,NULL,NULL
DVXgkZ,NULL,NULL
PA2VO5,NULL,NULL
24bQeL,NULL,NULL
YZo8eB,NULL,NULL
6d1adB,NULL,NULL
J2V52d,"National chain (e.g. Starbucks, Dunkin)",NULL
XeRXyj,Local cafe,NULL
XeRXyj,Drive-thru,NULL
421eNB,NULL,NULL
VZ92Pg,NULL,NULL
yl0Vvp,NULL,NULL
J2V5bo,NULL,NULL
QAxPXX,NULL,NULL
dYZBzr,NULL,NULL
aBj7lZ,NULL,NULL
dYZBeq,NULL,NULL
PA2VP1,NULL,NULL
qbY0XG,NULL,NULL
7dJ6OZ,NULL,NULL
rl0zbN,NULL,NULL
jB01jR,NULL,NULL
8dJ7Bx,NULL,NULL
bl2bP2,NULL,NULL
zK0PpE,NULL,NULL
YZoL0N,NULL,NULL
xd0erk,NULL,NULL
WAev9L,NULL,NULL
OAjWlM,NULL,NULL
yl0W28,NULL,NULL
421gB5,NULL,NULL
XeRKeY,NULL,NULL
6d1XeN,NULL,NULL
NA4epN,NULL,NULL
jB0OZ1,NULL,NULL
RzZ70j,NULL,NULL
dYZ5bD,NULL,NULL
LdERNp,NULL,NULL
aBj8rq,NULL,NULL
vN0QGX,NULL,NULL
PA2VKd,Specialty coffee shop,NULL
PA2VKd,Local cafe,NULL
421g1O,Specialty coffee shop,NULL
421g1O,Local cafe,NULL
VZ9k9a,NULL,NULL
6d1XRP,Specialty coffee shop,NULL
ZdGpev,NULL,NULL
g5QRJ1,NULL,NULL
0EbpD0,NULL,NULL
421ga5,NULL,NULL
0EbpkQ,NULL,NULL
EPB4JX,NULL,NULL
KMPqxg,NULL,NULL
VZ92pM,Specialty coffee shop,NULL
VZ92pM,"National chain (e.g. Starbucks, Dunkin)",NULL
QAx6zA,NULL,NULL
ZdGpJo,NULL,NULL
24bMRg,NULL,NULL
EPB4Pr,NULL,NULL
yl0Wkd,NULL,NULL
dYZ5VV,NULL,NULL
7dJ852,NULL,NULL
VZ9ky6,NULL,NULL
zK0a8M,Specialty coffee shop,NULL
0EbpWj,NULL,NULL
yl0W8X,NULL,NULL
PA2aJe,NULL,NULL
5dly0Z,NULL,NULL
VZ9kRv,NULL,NULL
ZdGpqy,NULL,NULL
rl0zKv,NULL,NULL
24bM69,NULL,NULL
24bMXM,NULL,NULL
ZdGpAe,NULL,NULL
24bMBM,Other,Wawa
24bMKD,NULL,NULL
eBNdrx,NULL,NULL
5dlyld,NULL,NULL
6d1XAe,"National chain (e.g. Starbucks, Dunkin)",NULL
6d1XAe,Local cafe,NULL
6d1XAe,Specialty coffee shop,NULL
rl0XqM,NULL,NULL
Al6V2y,NULL,NULL
0EbpQP,NULL,NULL
ZdG06a,NULL,NULL
EPB2aL,Specialty coffee shop,NULL
EPB2aL,Local cafe,NULL
bl2BVe,NULL,NULL
XeRVlO,NULL,NULL
OAjpDK,NULL,NULL
KMP7lD,Local cafe,NULL
KMP7lD,"National chain (e.g. Starbucks, Dunkin)",NULL
KMP7lD,Specialty coffee shop,NULL
RzZXGp,NULL,NULL
dYZLxV,NULL,NULL
NA4KXN,NULL,NULL
5dl6vZ,NULL,NULL
kY0DK1,NULL,NULL
LdEAbJ,NULL,NULL
jB0dQ1,NULL,NULL
24bqre,NULL,NULL
LdEAEv,NULL,NULL
jB0d5a,Local cafe,NULL
jB0d5a,"National chain (e.g. Starbucks, Dunkin)",NULL
jB0d5a,Specialty coffee shop,NULL
jB0d5a,Deli or supermarket,NULL
jB0d5a,Drive-thru,NULL
EPBjLB,NULL,NULL
xd0kZv,NULL,NULL
421WvY,NULL,NULL
J2VaJR,NULL,NULL
xd0kly,NULL,NULL
aBjb9E,NULL,NULL
24bqRp,NULL,NULL
RzZXbd,NULL,NULL
dYZLJV,NULL,NULL
ZdG4ya,Specialty coffee shop,NULL
ZdG4ya,Local cafe,NULL
RzZX9K,NULL,NULL
24bqlL,NULL,NULL
BGLOW1,NULL,NULL
421W6r,NULL,NULL
OA81Q7,NULL,NULL
kY0D2o,NULL,NULL
qbYx9g,NULL,NULL
WAl9Oj,NULL,NULL
XeOlxj,NULL,NULL
pL0jMZ,NULL,NULL
Rz8KDl,NULL,NULL
AlWPBB,NULL,NULL
blNVVL,NULL,NULL
xd9xaJ,NULL,NULL
5dEKdb,NULL,NULL
MA8KaY,NULL,NULL
WAeGGN,Local cafe,NULL
WAeGGN,Specialty coffee shop,NULL
9d2GlK,NULL,NULL
24O8PA,NULL,NULL
zKWXbR,NULL,NULL
jBGDW1,NULL,NULL
VZoE4y,NULL,NULL
XeRVRg,NULL,NULL
yleZ08,NULL,NULL
VZoEby,Specialty coffee shop,NULL
VZoEby,Drive-thru,NULL
VZoEby,Local cafe,NULL
g5WjNP,NULL,NULL
Rz8KZK,NULL,NULL
Ld51Vj,NULL,NULL
QA82OG,NULL,NULL
vNqjz0,NULL,NULL
vNqj6d,NULL,NULL
J28KbJ,NULL,NULL
kYOaKo,Specialty coffee shop,NULL
kYOaKo,"National chain (e.g. Starbucks, Dunkin)",NULL
blNVJE,NULL,NULL
1rGP7O,Local cafe,NULL
1rGP7O,Specialty coffee shop,NULL
OA81vM,Local cafe,NULL
OA81vM,Specialty coffee shop,NULL
OA81RM,NULL,NULL
YZVD76,NULL,NULL
OA81MA,NULL,NULL
PA8jVx,"National chain (e.g. Starbucks, Dunkin)",NULL
zKWXB8,Specialty coffee shop,NULL
zKWXB8,Local cafe,NULL
MA8K0E,NULL,NULL
qbjZNG,NULL,NULL
42PXe5,Local cafe,NULL
8djo9k,"National chain (e.g. Starbucks, Dunkin)",NULL
8djo9k,Specialty coffee shop,NULL
xd9x9d,NULL,NULL
zKWXVZ,NULL,NULL
6dr82B,NULL,NULL
OA8Dag,Local cafe,NULL
OA8Dag,"National chain (e.g. Starbucks, Dunkin)",NULL
OA8Dag,Specialty coffee shop,NULL
5dEBbE,NULL,NULL
QA8KBk,Specialty coffee shop,NULL
QA8KBk,"National chain (e.g. Starbucks, Dunkin)",NULL
QA8KBk,Local cafe,NULL
oAlbEx,NULL,NULL
42PXVo,NULL,NULL
eB9qre,NULL,NULL
eB9qxo,Specialty coffee shop,NULL
dYQWYA,NULL,NULL
g5WD9l,NULL,NULL
Ld51Zj,NULL,NULL
NA8pBb,NULL,NULL
42P41o,NULL,NULL
AlW7Qe,Specialty coffee shop,NULL
OA8DVY,NULL,NULL
PA8dEQ,Deli or supermarket,NULL
VZoLb6,NULL,NULL
aBZQA2,NULL,NULL
OA8Dka,NULL,NULL
g5WDkJ,NULL,NULL
oAlb5N,NULL,NULL
8dj16r,NULL,NULL
QA8KkY,NULL,NULL
rl2jYo,NULL,NULL
EP8kYr,NULL,NULL
ylePpg,NULL,NULL
GrYx7e,NULL,NULL
8dj1jk,Specialty coffee shop,NULL
8dj1jk,"National chain (e.g. Starbucks, Dunkin)",NULL
6dr8pN,NULL,NULL
PA8dLV,NULL,NULL
DV04PZ,"National chain (e.g. Starbucks, Dunkin)",NULL
9d2qaV,NULL,NULL
PA8jy5,Local cafe,NULL
XeOxkY,NULL,NULL
AlW7kW,Local cafe,NULL
g5WDB1,NULL,NULL
VZoLrE,NULL,NULL
QA8Kgl,NULL,NULL
YZVjaW,NULL,NULL
24OEMb,NULL,NULL
Rz8GXv,Specialty coffee shop,NULL
Rz8GXv,Local cafe,NULL
vNqjL4,NULL,NULL
zKWxaE,NULL,NULL
aBZQ8y,NULL,NULL
NA8q7O,Specialty coffee shop,NULL
NA8q7O,Local cafe,NULL
eB955Q,NULL,NULL
dYQb6K,NULL,NULL
aBZNLW,Specialty coffee shop,NULL
aBZNLW,"National chain (e.g. Starbucks, Dunkin)",NULL
aBZNLW,Local cafe,NULL
aBZNLW,Deli or supermarket,NULL
jBGe9E,Local cafe,NULL
jBGe9E,Specialty coffee shop,NULL
rl2y5l,"National chain (e.g. Starbucks, Dunkin)",NULL
rl2y5l,Specialty coffee shop,NULL
rl2y5l,Local cafe,NULL
KM8plV,NULL,NULL
ZdP9R0,NULL,NULL
rl2DLl,NULL,NULL
aBZOZ9,NULL,NULL
pL4eJZ,NULL,NULL
42Pazo,NULL,NULL
9d2N4K,NULL,NULL
XeO52V,NULL,NULL
EP8qA2,NULL,NULL
EP8zro,NULL,NULL
AlWPgo,Local cafe,NULL
AlWPgo,"National chain (e.g. Starbucks, Dunkin)",NULL
AlWrjN,NULL,NULL
aBZOvy,NULL,NULL
xd9xzr,NULL,NULL
VZopvE,NULL,NULL
eB9ZWo,NULL,NULL
24Ojye,NULL,NULL
8djNDz,"National chain (e.g. Starbucks, Dunkin)",NULL
eB95oJ,Deli or supermarket,NULL
eB95oJ,Specialty coffee shop,NULL
J281Po,NULL,NULL
Rz8Wyj,NULL,NULL
PA8RQB,NULL,NULL
blN5jL,Specialty coffee shop,NULL
blN5jL,"National chain (e.g. Starbucks, Dunkin)",NULL
blN5jL,Local cafe,NULL
5dEXJ6,NULL,NULL
xd9x8J,Drive-thru,NULL
xd9x8J,"National chain (e.g. Starbucks, Dunkin)",NULL
vNqX5D,NULL,NULL
XeO56Y,NULL,NULL
xd9Vbv,NULL,NULL
pL4eYB,NULL,NULL
NA8qGQ,NULL,NULL
0EoV9y,Local cafe,NULL
0EoV9y,Specialty coffee shop,NULL
J281Nd,NULL,NULL
DV0q8R,"National chain (e.g. Starbucks, Dunkin)",Online ordering
DV0q8R,Other,Online ordering
QA8oy1,NULL,NULL
6drDoB,NULL,NULL
VZopRa,NULL,NULL
aBZ95W,NULL,NULL
9d2GA1,NULL,NULL
GrY6x2,NULL,NULL
g5WaaK,NULL,NULL
BG8EjA,NULL,NULL
aBZ9GX,NULL,NULL
aBZOMB,Specialty coffee shop,NULL
aBZOMB,"National chain (e.g. Starbucks, Dunkin)",NULL
aBZOMB,Deli or supermarket,NULL
aBZOMB,Local cafe,NULL
AlWzdy,Local cafe,NULL
AlWzdy,Specialty coffee shop,NULL
jBGZ74,NULL,NULL
rl2Djp,Local cafe,NULL
rl2Djp,Specialty coffee shop,NULL
rl2Djp,"National chain (e.g. Starbucks, Dunkin)",NULL
rl2Djp,Drive-thru,NULL
zKWjyE,NULL,NULL
9d2BvV,NULL,NULL
KM8za7,NULL,NULL
GrY6re,NULL,NULL
OA8aLg,Local cafe,NULL
OA8aLg,Specialty coffee shop,NULL
NA8rA0,NULL,NULL
5dEbDb,NULL,NULL
jBGZBQ,NULL,NULL
GrY6JZ,NULL,NULL
yleXOB,Specialty coffee shop,NULL
OA8akK,NULL,NULL
jBGZvR,NULL,NULL
GrY6Xp,NULL,NULL
zKWjd1,NULL,NULL
Ld59k1,NULL,NULL
MA81dX,NULL,NULL
J28qao,Specialty coffee shop,NULL
J28qao,Local cafe,NULL
5dEbNZ,NULL,NULL
VZoGry,Local cafe,Online Retailers
VZoGry,Specialty coffee shop,Online Retailers
VZoGry,Other,Online Retailers
6drDqP,NULL,NULL
1rGXe1,NULL,NULL
PA8pVV,NULL,NULL
AlWKzk,NULL,NULL
lNVBok,NULL,NULL
PA8pVe,NULL,NULL
zKWNxa,Specialty coffee shop,NULL
zKWNxa,Local cafe,NULL
0Eo7O0,NULL,NULL
9d2XD4,NULL,NULL
VZojZl,"National chain (e.g. Starbucks, Dunkin)",NULL
VZojZl,Local cafe,NULL
VZojZl,Drive-thru,NULL
NA8DVN,NULL,NULL
7d4bx9,NULL,NULL
qbjab8,NULL,NULL
jBGby9,NULL,NULL
zKWNKE,Local cafe,NULL
Ld5zz1,NULL,NULL
XeOrQg,NULL,NULL
dYQN8K,NULL,NULL
rl2Bgl,NULL,NULL
5dE4eE,"National chain (e.g. Starbucks, Dunkin)",NULL
5dE4eE,Local cafe,NULL
5dE4eE,Specialty coffee shop,NULL
QA8Mk7,NULL,NULL
g5WD6d,NULL,NULL
jBGaVR,"National chain (e.g. Starbucks, Dunkin)",NULL
jBGaVR,Specialty coffee shop,NULL
Rz8dZK,NULL,NULL
42PBdO,NULL,NULL
GrYxZ2,NULL,NULL
GrYKgp,NULL,NULL
NA8Ddl,NULL,NULL
DV0Kbq,Specialty coffee shop,NULL
oAlDkx,NULL,NULL
kYOb9r,Specialty coffee shop,NULL
kYOb9r,Drive-thru,NULL
kYOb9r,"National chain (e.g. Starbucks, Dunkin)",NULL
OA8lg7,NULL,NULL
VZoGJ6,NULL,NULL
VZojqJ,NULL,NULL
42PQRd,NULL,NULL
qbja4Y,NULL,NULL
Rz8KWd,NULL,NULL
VZoL46,NULL,NULL
WAl9ee,NULL,NULL
PA8Dq0,NULL,NULL
YZVR8v,NULL,NULL
5dE4Ab,NULL,NULL
oAlD8M,NULL,NULL
1rGk8b,NULL,NULL
rl2BZL,NULL,NULL
vNqer0,NULL,NULL
PA815b,NULL,NULL
WAlEEN,"National chain (e.g. Starbucks, Dunkin)",NULL
kYOe7j,NULL,NULL
pL4y0y,NULL,NULL
NA8lDl,NULL,NULL
qbjDWk,NULL,NULL
XeOJMV,NULL,NULL
1rGdKM,NULL,NULL
WAlrbP,NULL,NULL
7d4L12,Specialty coffee shop,NULL
7d4L12,Local cafe,NULL
7d4L12,Drive-thru,NULL
7d4L12,"National chain (e.g. Starbucks, Dunkin)",NULL
J28p8z,NULL,NULL
pL4y4y,NULL,NULL
oAle1P,NULL,NULL
DV0kER,NULL,NULL
AlW2vk,"National chain (e.g. Starbucks, Dunkin)",NULL
MA8N0g,NULL,NULL
EP8dVX,NULL,NULL
oAleL1,NULL,NULL
9d2ZNX,NULL,NULL
NA8l2Q,NULL,NULL
8djaYO,NULL,NULL
6drjXo,NULL,NULL
PA81MP,NULL,NULL
EP8d7o,Local cafe,NULL
EP8d7o,"National chain (e.g. Starbucks, Dunkin)",NULL
1rGdqL,NULL,NULL
xd9Dxk,NULL,NULL
BG8pae,NULL,NULL
pL4y8E,"National chain (e.g. Starbucks, Dunkin)",NULL
pL4y8E,Local cafe,NULL
pL4y8E,Specialty coffee shop,NULL
24OABe,Local cafe,NULL
rl2Bzo,"National chain (e.g. Starbucks, Dunkin)",NULL
rl2Bzo,Local cafe,NULL
ZdPO2B,NULL,NULL
kYOGdZ,NULL,NULL
zKWy91,NULL,NULL
eB9rLO,NULL,NULL
9d2Z6G,NULL,NULL
pL4or1,NULL,NULL
dYQ0DA,NULL,NULL
1rG4xb,NULL,NULL
5dE9EP,NULL,NULL
9d2ZjQ,NULL,NULL
24OALV,NULL,NULL
pL4o2J,NULL,NULL
8djLyl,NULL,NULL
0Eo859,NULL,NULL
9d2Zp1,NULL,NULL
oAlRqe,NULL,NULL
6drK0J,Specialty coffee shop,NULL
6drK0J,Local cafe,NULL
6drK0J,"National chain (e.g. Starbucks, Dunkin)",NULL
lNVO4V,NULL,NULL
AlWp9o,NULL,NULL
EP8lO4,NULL,NULL
g5Wqll,Specialty coffee shop,NULL
g5Wqll,Local cafe,NULL
8djL45,"National chain (e.g. Starbucks, Dunkin)",NULL
VZoPrv,NULL,NULL
rl2oD5,Drive-thru,NULL
rl2oD5,Local cafe,NULL
rl2oD5,"National chain (e.g. Starbucks, Dunkin)",NULL
XeO40z,NULL,NULL
oAl26X,"National chain (e.g. Starbucks, Dunkin)",NULL
oAl26X,Local cafe,NULL
DV07Bp,NULL,NULL
NA87DN,NULL,NULL
MA8Ezl,NULL,NULL
5dE9DN,NULL,NULL
jBGlx4,NULL,NULL
blNWNg,NULL,NULL
GrYRLk,NULL,NULL
GrYR0k,NULL,NULL
MA8EAk,"National chain (e.g. Starbucks, Dunkin)",NULL
MA8EAk,Drive-thru,NULL
OA8787,Local cafe,NULL
OA8787,Specialty coffee shop,NULL
24OKL9,Local cafe,NULL
24OKL9,Specialty coffee shop,NULL
pL4D9E,Local cafe,NULL
pL4D9E,Specialty coffee shop,NULL
VZozlM,Other,Make at home for to go.
vNqPqv,NULL,NULL
kYONrJ,Specialty coffee shop,Seattle Coffee Gear
kYONrJ,Local cafe,Seattle Coffee Gear
kYONrJ,Other,Seattle Coffee Gear
aBZ2lE,NULL,NULL
BG8xbQ,NULL,NULL
AlWB5N,NULL,NULL
DV076l,NULL,NULL
Rz8D9K,NULL,NULL
jBGl1a,"National chain (e.g. Starbucks, Dunkin)",NULL
jBGl1a,Drive-thru,NULL
AlWB1D,NULL,NULL
24OK29,NULL,NULL
24OPPA,NULL,NULL
g5WGdN,NULL,NULL
7d4xXA,NULL,NULL
ZdPaNA,NULL,NULL
ZdPadA,NULL,NULL
eB9R6J,NULL,NULL
VZoJ4g,NULL,NULL
ZdPaGe,NULL,NULL
zKWYR1,NULL,NULL
1rGV6p,NULL,NULL
BG87r1,NULL,NULL
PA8OJ0,NULL,NULL
QA8V6X,NULL,NULL
WAlzbQ,NULL,NULL
vNqyev,"National chain (e.g. Starbucks, Dunkin)",NULL
aBZY5v,NULL,NULL
8djQeY,NULL,NULL
9d2D11,NULL,NULL
PA8595,NULL,NULL
XeOWRe,NULL,NULL
qbjAN9,NULL,NULL
42PxP5,"National chain (e.g. Starbucks, Dunkin)",NULL
42PxP5,Specialty coffee shop,NULL
42PxP5,Local cafe,NULL
oAlMgx,NULL,NULL
lNVdxp,NULL,NULL
6dr2Be,NULL,NULL
42PxMB,NULL,NULL
0Eo6NQ,NULL,NULL
zKWDg0,NULL,NULL
6dr2lO,NULL,NULL
EP8WgN,NULL,NULL
Ld5WAz,NULL,NULL
MA8bXl,NULL,NULL
jBGQK9,NULL,NULL
7d4Ng6,NULL,NULL
NA86q0,NULL,NULL
Rz80oj,NULL,NULL
GrYz6e,NULL,NULL
rl2AgR,Local cafe,NULL
NA86AB,Drive-thru,NULL
NA86AB,"National chain (e.g. Starbucks, Dunkin)",NULL
NA86AB,Specialty coffee shop,NULL
24Oeej,NULL,NULL
DV0Nvb,NULL,NULL
zKWD61,NULL,NULL
Ld5b5O,NULL,NULL
24OerL,NULL,NULL
QA8DA8,NULL,NULL
Rz80VP,NULL,NULL
AlWd4N,NULL,NULL
8djKEr,NULL,NULL
24OeoM,NULL,NULL
yle6oW,"National chain (e.g. Starbucks, Dunkin)",NULL
yle6oW,Drive-thru,NULL
NA8oKO,NULL,NULL
5dEzOQ,NULL,NULL
0Eox59,NULL,NULL
Rz80kv,NULL,NULL
7d4WYR,Drive-thru,NULL
7d4WYR,Local cafe,NULL
oAlyxN,NULL,NULL
OA8zZg,Specialty coffee shop,NULL
OA8zZg,"National chain (e.g. Starbucks, Dunkin)",NULL
OA8zZg,Drive-thru,NULL
1rGlOb,NULL,NULL
OA8zpp,NULL,NULL
GrYz2j,NULL,NULL
PA8Add,NULL,NULL
dYQ6Jo,NULL,NULL
aBZBNE,NULL,NULL
jBGB6Y,NULL,NULL
ylelXW,"National chain (e.g. Starbucks, Dunkin)",NULL
AlWdeD,NULL,NULL
VZoZYg,NULL,NULL
ylelvg,Specialty coffee shop,NULL
VZoZvv,NULL,NULL
qbjbj7,NULL,NULL
Rz8zrp,NULL,NULL
oAlALb,NULL,NULL
ylelyX,Local cafe,NULL
42P20r,NULL,NULL
1rGVNl,NULL,NULL
ylelbd,NULL,NULL
YZVORq,NULL,NULL
24OkKb,Local cafe,NULL
24OkKb,Specialty coffee shop,NULL
ZdPV6A,NULL,NULL
jBGM04,NULL,NULL
0EoMMA,NULL,NULL
dYQAjr,NULL,NULL
YZVOYN,NULL,NULL
rl2Kql,NULL,NULL
DV010Z,NULL,NULL
KM8oBX,NULL,NULL
g5WA1N,NULL,NULL
8djkWx,Local cafe,NULL
8djkWx,Specialty coffee shop,NULL
GrY142,NULL,NULL
Ld5GRl,Local cafe,NULL
PA8Exx,NULL,NULL
7d4ZRR,NULL,NULL
xd9ZYo,NULL,NULL
GrY1GO,NULL,NULL
0EoPBN,NULL,NULL
eB9EEo,Specialty coffee shop,NULL
24OrLb,NULL,NULL
YZVdVv,NULL,NULL
PA80Pe,Specialty coffee shop,NULL
PA80Pe,Local cafe,NULL
J280BR,Local cafe,NULL
J280BR,Specialty coffee shop,NULL
oAlO1e,NULL,NULL
zKWe98,NULL,NULL
xd9Z7o,NULL,NULL
yleDb4,NULL,NULL
