submission_id,additions
OABMpA,No - just black
qbElGO,"Milk, dairy alternative, or coffee creamer"
WAp79L,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
PABq11,No - just black
eBxWdo,No - just black
QABlgk,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
NABZrp,"Milk, dairy alternative, or coffee creamer"
8dp4vo,No - just black
oAVL4M,"Milk, dairy alternative, or coffee creamer"
8dplLl,"Milk, dairy alternative, or coffee creamer"
MAdxD8,"Milk, dairy alternative, or coffee creamer"
VZ16pN,Sugar or sweetener
jB9VDY,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
bl4J97,"Milk, dairy alternative, or coffee creamer"
zKQ6xZ,"No - just black, Milk, dairy alternative, or coffee creamer"
6dQEb5,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
0EjWrQ,No - just black
ZdRBOV,No - just black
MAdxeE,"Milk, dairy alternative, or coffee creamer"
VZ16p6,No - just black
lNlEBX,No - just black
dY2eLN,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
rlrZOo,"Milk, dairy alternative, or coffee creamer"
Albe1W,No - just black
1r2o1L,"Milk, dairy alternative, or coffee creamer, No - just black"
VZ16G6,"No - just black, Milk, dairy alternative, or coffee creamer"
zKQ6YM,No - just black
BGbRde,"Milk, dairy alternative, or coffee creamer"
rlrMNL,No - just black
LdMLA2,"No - just black, Milk, dairy alternative, or coffee creamer"
42NbKA,No - just black
lNlEbV,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
pLP2rP,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
DVv6rp,No - just black
lNlko6,No - just black
eBxW1o,No - just black
VZ16El,"No - just black, Milk, dairy alternative, or coffee creamer"
BGbWPY,"No - just black, Milk, dairy alternative, or coffee creamer"
AlbX7o,"Milk, dairy alternative, or coffee creamer"
oAVLrM,No - just black
1r2aW4,No - just black
RzB9Kv,No - just black
5dqAzE,"No - just black, Milk, dairy alternative, or coffee creamer"
1r2oqO,No - just black
42NbKr,"Milk, dairy alternative, or coffee creamer"
24x6PD,No - just black
OABNlM,No - just black
8dp47Y,"Milk, dairy alternative, or coffee creamer"
RzB9WQ,No - just black
jB9VZ1,"Milk, dairy alternative, or coffee creamer"
oAVj2b,No - just black
jB9VlQ,No - just black
GrBA2z,No - just black
9dJKQ5,No - just black
aBrMdX,No - just black
EPbOWB,"No - just black, Milk, dairy alternative, or coffee creamer"
OABNQk,No - just black
dY2yEV,"Milk, dairy alternative, or coffee creamer"
vNx9Yl,No - just black
dY2yWD,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
bl4J50,No - just black
WAp7OL,No - just black
zKQ6yk,No - just black
DVvGKE,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
MAdxRk,No - just black
YZzlN6,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
zKQ6Ng,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
pLP2ey,No - just black
KMBjeD,No - just black
KMBjzD,"No - just black, Milk, dairy alternative, or coffee creamer"
5dqAKb,No - just black
vNx9eg,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
aBrM4Z,No - just black
EPb74L,No - just black
kYRPbd,No - just black
PABq91,No - just black
RzB9oK,"Milk, dairy alternative, or coffee creamer"
jB9Vb1,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
qbE12k,No - just black
J2k4dX,"Milk, dairy alternative, or coffee creamer, No - just black"
zKQ6DM,No - just black
7d9kl6,No - just black
8dplQz,No - just black
QABQeY,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
6dQB8o,"Milk, dairy alternative, or coffee creamer"
MAdxEk,No - just black
6dQB7J,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
9dJK9E,No - just black
XeBb0L,No - just black
AlbX2y,"Milk, dairy alternative, or coffee creamer"
QABQ5G,No - just black
GrBPdk,No - just black
kYRPEo,"Milk, dairy alternative, or coffee creamer"
VZ165y,"No - just black, Milk, dairy alternative, or coffee creamer"
7d9kWR,No - just black
xdNWMd,No - just black
24x6jM,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
DVvGkl,No - just black
7d9kx0,No - just black
aBrMYb,No - just black
XeBboP,No - just black
oAVj9N,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
lNlEeo,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
LdM2zJ,No - just black
YZzARv,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Other"
bl4Je6,"Milk, dairy alternative, or coffee creamer"
lNlEOo,No - just black
rlrZDX,"Milk, dairy alternative, or coffee creamer"
g5NoGD,No - just black
vNx9Dg,"Milk, dairy alternative, or coffee creamer"
dY2yar,No - just black
PABqj0,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
42Nb7r,"Milk, dairy alternative, or coffee creamer"
VZ16zM,No - just black
8dplzr,No - just black
g5N6RK,"No - just black, Other, Milk, dairy alternative, or coffee creamer, Flavor syrup, Sugar or sweetener"
EPbO52,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
g5NoqP,"Milk, dairy alternative, or coffee creamer"
KMBj1X,"Milk, dairy alternative, or coffee creamer, No - just black"
jB9VQJ,No - just black
24xGMA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
6dQBLN,No - just black
xdNWav,No - just black
ylqaYX,"Sugar or sweetener, No - just black"
KMBjVX,"No - just black, Milk, dairy alternative, or coffee creamer"
8dplKP,"Milk, dairy alternative, or coffee creamer"
oAVjb5,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
rlrZao,"Milk, dairy alternative, or coffee creamer"
EPbOQr,No - just black
OABN1k,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
WAp75v,No - just black
QABQVX,"Milk, dairy alternative, or coffee creamer"
OABMOp,No - just black
VZ1ORl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
oAVj65,"No - just black, Milk, dairy alternative, or coffee creamer"
YZzlE0,No - just black
aBrMQW,No - just black
rlrZA2,No - just black
ylqa28,"Milk, dairy alternative, or coffee creamer"
OABNQM,No - just black
6dQBjA,No - just black
BGbRxR,"Milk, dairy alternative, or coffee creamer"
xdNWDd,No - just black
pLPplE,No - just black
eBxXZJ,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
BGbR7R,"Milk, dairy alternative, or coffee creamer"
EPbOxB,No - just black
qbElA9,No - just black
0EjW6B,No - just black
xdNWx9,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
PABJad,"Milk, dairy alternative, or coffee creamer"
BGbRpe,No - just black
WAp7Ee,"Milk, dairy alternative, or coffee creamer"
DVvGdN,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
EPbOqA,No - just black
42NbXo,No - just black
qbElDO,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
kYRBDj,No - just black
lNlkJp,"Milk, dairy alternative, or coffee creamer"
24x68b,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
VZ16j6,"Milk, dairy alternative, or coffee creamer"
1r2aA4,"Milk, dairy alternative, or coffee creamer"
xdNWa5,No - just black
8dplNk,No - just black
BGbRXK,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
J2k4AK,No - just black
NABZWj,No - just black
1r2a91,No - just black
42NbB5,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
aBrM5Z,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
0EjRN0,"No - just black, Milk, dairy alternative, or coffee creamer"
oAVjDN,"Milk, dairy alternative, or coffee creamer"
pLP2dP,No - just black
VZ16Qj,No - just black
PABJa0,No - just black
g5N6yK,"No - just black, Milk, dairy alternative, or coffee creamer"
NABZl0,"Sugar or sweetener, Other"
AlbXve,No - just black
GrBP6O,"No - just black, Milk, dairy alternative, or coffee creamer"
NABZoO,"Milk, dairy alternative, or coffee creamer"
KMBj5g,No - just black
lNlErN,"No - just black, Milk, dairy alternative, or coffee creamer"
42NbxA,No - just black
OABN7a,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
DVvGBE,"Milk, dairy alternative, or coffee creamer"
LdMLRO,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
6dQBeN,"Milk, dairy alternative, or coffee creamer"
5dqPWP,"No - just black, Milk, dairy alternative, or coffee creamer"
ZdRBEV,No - just black
8dploo,"Milk, dairy alternative, or coffee creamer"
0EjW7A,"Milk, dairy alternative, or coffee creamer"
0EjWOB,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
xdNWJd,"No - just black, Milk, dairy alternative, or coffee creamer"
dY2yNV,No - just black
0EjR2Q,Flavor syrup
qbEla5,"Milk, dairy alternative, or coffee creamer"
YZzAaW,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
AlbXlz,
OABNAg,No - just black
NABZVl,"Milk, dairy alternative, or coffee creamer"
0EjWj6,
24x649,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
dY2yYK,No - just black
0EjWLN,"Milk, dairy alternative, or coffee creamer"
DVvGNZ,"Milk, dairy alternative, or coffee creamer"
MAdx5M,No - just black
zKQ6eR,No - just black
NABZ0l,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
vNx920,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
RzB9zj,No - just black
EPbOJX,No - just black
oAVjvM,
9dJK1Q,"Milk, dairy alternative, or coffee creamer"
EPbOPr,No - just black
J2k42R,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
ylqaq4,No - just black
8dplpx,No - just black
rlrZLl,No - just black
eBxX20,"Milk, dairy alternative, or coffee creamer"
DVvGDq,No - just black
42NboO,"Milk, dairy alternative, or coffee creamer"
dY2yPo,No - just black
GrBPJo,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
zKQ6W1,No - just black
EPbOJN,Sugar or sweetener
eBxXL0,"Milk, dairy alternative, or coffee creamer"
EPbO04,No - just black
PABql5,"Milk, dairy alternative, or coffee creamer"
1r2aEp,No - just black
1r2avQ,"Milk, dairy alternative, or coffee creamer"
aBrMrq,No - just black
5dqAEM,Sugar or sweetener
rlrZdl,"Milk, dairy alternative, or coffee creamer"
aBrMGB,"Milk, dairy alternative, or coffee creamer"
kYRP51,No - just black
PABqX5,No - just black
ylqaop,"Milk, dairy alternative, or coffee creamer"
5dqAeP,No - just black
aBrMK9,"Milk, dairy alternative, or coffee creamer"
aBrMEv,No - just black
MAdxOM,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
PABqbd,"Milk, dairy alternative, or coffee creamer"
ZdRBP0,No - just black
g5NoJ1,No - just black
VZ16bE,No - just black
VZ168g,"No - just black, Milk, dairy alternative, or coffee creamer"
xdNWPy,No - just black
oAVjyx,No - just black
ZdRBYz,"Milk, dairy alternative, or coffee creamer"
6dQBOB,"Milk, dairy alternative, or coffee creamer"
QABQr7,No - just black
aBrM0v,No - just black
bl4J62,No - just black
ZdRBRy,No - just black
DVvGJq,No - just black
42Nb1b,No - just black
qbElY2,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
ZdRBZa,"Milk, dairy alternative, or coffee creamer"
OABNzg,"Milk, dairy alternative, or coffee creamer"
xdNW0o,No - just black
xdNWPo,"Milk, dairy alternative, or coffee creamer"
kYRPZR,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
J2k4D4,No - just black
9dJKo1,No - just black
kYRPpd,No - just black
BGbRD5,No - just black
rlrZlR,No - just black
AlbXqk,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
rlrZKN,No - just black
MAdxAA,No - just black
AlbXWB,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
MAdxYp,No - just black
oAVjKX,No - just black
rlrZ2M,No - just black
YZzAx6,"No - just black, Milk, dairy alternative, or coffee creamer"
bl4JY2,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
OABNdp,"No - just black, Milk, dairy alternative, or coffee creamer"
oAVjBP,No - just black
WAp70N,"Milk, dairy alternative, or coffee creamer"
LdM20v,"No - just black, Milk, dairy alternative, or coffee creamer"
lNlE46,No - just black
DVvGbX,No - just black
lNlE0W,No - just black
KMBj08,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
jB9VJ6,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
YZzAVq,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
jB9Vz9,"Milk, dairy alternative, or coffee creamer"
0EjWPy,No - just black
42NbpB,"Milk, dairy alternative, or coffee creamer"
42NbGd,No - just black
1r2aNO,"Milk, dairy alternative, or coffee creamer"
PABq2b,No - just black
NABZBQ,No - just black
NABZLB,No - just black
lNlENv,No - just black
WAp7Pj,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
rlrZqL,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
kYRPxZ,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
24x6JL,"Milk, dairy alternative, or coffee creamer"
AlbX9N,"Milk, dairy alternative, or coffee creamer"
VZ16Zy,No - just black
9dJK44,No - just black
YZzAzd,"Milk, dairy alternative, or coffee creamer"
RzB9gQ,No - just black
XeBbB4,"Milk, dairy alternative, or coffee creamer"
24x67A,"Milk, dairy alternative, or coffee creamer"
zKQ6G8,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
qbElE7,"Milk, dairy alternative, or coffee creamer"
PABqGd,"No - just black, Milk, dairy alternative, or coffee creamer"
qbElN8,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
9dJKWV,No - just black
rlrZgp,"Milk, dairy alternative, or coffee creamer"
ylqa04,No - just black
0EjWZ0,No - just black
lNlEyv,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup, No - just black"
g5Nok1,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
1r2a6L,No - just black
g5NoNd,No - just black
LdM2qy,No - just black
DVvGYX,"No - just black, Milk, dairy alternative, or coffee creamer"
zKQ6OZ,No - just black
bl4JE6,"Milk, dairy alternative, or coffee creamer"
xdNWLd,No - just black
zKQ6gZ,"Milk, dairy alternative, or coffee creamer"
QABQkk,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
OABNL7,No - just black
24x6ge,No - just black
NABZyp,Sugar or sweetener
jB9Vk6,Other
VZ16y6,No - just black
pLP24V,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
6dQBM5,No - just black
24x6lA,"Milk, dairy alternative, or coffee creamer"
rlrZQo,No - just black
42NbNO,"No - just black, Milk, dairy alternative, or coffee creamer"
jB9VY1,No - just black
RzB9kP,Other
24x67b,"No - just black, Milk, dairy alternative, or coffee creamer"
YZzAZJ,No - just black
zKQ6Za,No - just black
g5NogM,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
VZ16MJ,No - just black
pLP2Pb,No - just black
LdM2NJ,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
bl4JOL,No - just black
bl4Jy7,"No - just black, Milk, dairy alternative, or coffee creamer"
NABZv0,No - just black
42NbLk,"Milk, dairy alternative, or coffee creamer"
9dJKvp,"No - just black, Milk, dairy alternative, or coffee creamer"
6dQB4o,"Milk, dairy alternative, or coffee creamer"
kYRPO6,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
ZdRBy5,No - just black
oAVj01,No - just black
AlbX8D,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
VZ16Mv,No - just black
pLP261,No - just black
vNx9Vg,No - just black
vNx9K8,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
qbElBG,"Milk, dairy alternative, or coffee creamer"
7d9kj6,No - just black
KMBjkK,No - just black
vNx9z8,"Milk, dairy alternative, or coffee creamer"
zKQ6Ja,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
AlbXOy,No - just black
PABqr0,"No - just black, Milk, dairy alternative, or coffee creamer"
dY2yXr,"Milk, dairy alternative, or coffee creamer"
jB9VrQ,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
GrBPq2,"Milk, dairy alternative, or coffee creamer"
7d9k52,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
0EjW5A,"No - just black, Milk, dairy alternative, or coffee creamer"
KMBjGK,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
vNx9gX,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
bl4J4o,No - just black
24x6Rb,"Milk, dairy alternative, or coffee creamer"
dY2ygD,No - just black
ylqar8,"Milk, dairy alternative, or coffee creamer"
DVvG9l,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup, Other"
RzB92v,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
jB9V7x,"Milk, dairy alternative, or coffee creamer"
EPbO6L,No - just black
jB9VB4,No - just black
xdNWv9,No - just black
5dqApP,"Milk, dairy alternative, or coffee creamer, No - just black"
LdM2k2,No - just black
vNx9Lv,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
zKQ64k,"No - just black, Milk, dairy alternative, or coffee creamer"
5dqAko,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
pLP2zE,No - just black
NABZQp,No - just black
lNlE5V,No - just black
VZ16Nl,No - just black
0EjWyA,"Milk, dairy alternative, or coffee creamer"
EPbOel,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
OABNKa,"Milk, dairy alternative, or coffee creamer"
8dplAA,No - just black
oAVjpN,No - just black
1r2agg,"Milk, dairy alternative, or coffee creamer"
EPbOgA,No - just black
lNlEZX,No - just black
5dqAgN,No - just black
RzB9z9,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
5dqADQ,No - just black
24x6ze,No - just black
jB9V21,No - just black
0EjWGP,"Milk, dairy alternative, or coffee creamer"
aBrMxB,"No - just black, Milk, dairy alternative, or coffee creamer"
KMBjAg,No - just black
AlbXGl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
9dJKR1,No - just black
LdM2E1,No - just black
6dQBzA,"Milk, dairy alternative, or coffee creamer, No - just black"
dY2yKz,No - just black
MAdxdX,"Milk, dairy alternative, or coffee creamer"
6dQByN,No - just black
dY2y1V,"No - just black, Milk, dairy alternative, or coffee creamer"
42NbAb,No - just black
rlrZlN,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
VZ16xN,"Milk, dairy alternative, or coffee creamer"
OABNdK,No - just black
VZ16oa,No - just black
zKQ6zR,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
NABZJQ,No - just black
lNlE8N,
PABqqe,No - just black
ylqa8X,No - just black
KMBj2X,No - just black
KMBjbA,
kYRP2R,No - just black
jB9VRa,"Milk, dairy alternative, or coffee creamer"
aBrMLB,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
YZzAAJ,"Milk, dairy alternative, or coffee creamer"
VZ16Ra,
DVvGGZ,"Milk, dairy alternative, or coffee creamer"
GrBPVL,No - just black
9dJK05,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
24x6G9,"Milk, dairy alternative, or coffee creamer, No - just black"
rlrZQ2,"Milk, dairy alternative, or coffee creamer"
YZzA1B,No - just black
xdNW7d,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
ylqaBg,No - just black
jB9V84,No - just black
vNx95D,"No - just black, Milk, dairy alternative, or coffee creamer"
LdM22p,"No - just black, Milk, dairy alternative, or coffee creamer"
NABZ2j,"No - just black, Milk, dairy alternative, or coffee creamer"
RzB9yj,"No - just black, Milk, dairy alternative, or coffee creamer"
qbElqg,No - just black
GrBPPk,"Milk, dairy alternative, or coffee creamer, No - just black"
DVvGQq,
EPbOpX,No - just black
6dQBgk,No - just black
VZ16Wy,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
GrBP8o,No - just black
MAdxWM,"Milk, dairy alternative, or coffee creamer"
J2k4Po,No - just black
GrBP2o,No - just black
1r2a1W,No - just black
AlbXXz,No - just black
lNlExk,No - just black
EPbRko,"No - just black, Sugar or sweetener"
g5NoBl,Flavor syrup
LdM2A1,"Milk, dairy alternative, or coffee creamer"
24x6QL,No - just black
bl4pZ2,"Milk, dairy alternative, or coffee creamer"
oAVj4V,"Milk, dairy alternative, or coffee creamer"
QABQ6p,No - just black
XeBbbY,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
KMBjKV,"No - just black, Milk, dairy alternative, or coffee creamer"
24x62j,No - just black
oAVjrV,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
aBrMWv,No - just black
9dJK8Q,No - just black
rlrZZR,"Milk, dairy alternative, or coffee creamer"
pLP2pB,No - just black
24x6qV,"Milk, dairy alternative, or coffee creamer"
EPbRKq,No - just black
KMBEYM,"No - just black, Sugar or sweetener"
qbElrG,"Milk, dairy alternative, or coffee creamer"
1r2aol,"Milk, dairy alternative, or coffee creamer"
RzB9XJ,No - just black
rlrZ8R,No - just black
5dq7BM,"No - just black, Flavor syrup, Milk, dairy alternative, or coffee creamer"
5dq7KM,No - just black
oAVP61,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
1r2ajQ,No - just black
5dq7bP,No - just black
DVv8kp,"Milk, dairy alternative, or coffee creamer"
BGbRPN,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
YZzABW,"Milk, dairy alternative, or coffee creamer"
zKQ6pq,No - just black
zKQ9E8,No - just black
vNxZPX,"Milk, dairy alternative, or coffee creamer"
EPbRzo,"No - just black, Milk, dairy alternative, or coffee creamer"
9dJkGG,"Milk, dairy alternative, or coffee creamer"
dY2yyK,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
42N6r5,No - just black
eBxXOl,"Milk, dairy alternative, or coffee creamer"
7d9krR,"Milk, dairy alternative, or coffee creamer"
PABxD0,"Milk, dairy alternative, or coffee creamer"
24x6qp,No - just black
ZdR7OA,"Milk, dairy alternative, or coffee creamer"
pLPEBP,No - just black
YZzA85,No - just black
AlbgPB,No - just black
GrBPEL,"Milk, dairy alternative, or coffee creamer"
OABNO7,No - just black
dY2M0N,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
oAVP25,No - just black
VZ1eGE,"No - just black, Milk, dairy alternative, or coffee creamer"
jB9RlY,No - just black
6dQBXB,"No - just black, Milk, dairy alternative, or coffee creamer"
rlrZzv,"Milk, dairy alternative, or coffee creamer"
J2kPqY,No - just black
EPbOGB,"Milk, dairy alternative, or coffee creamer"
eBxJ5E,"Milk, dairy alternative, or coffee creamer"
ylqQJ6,No - just black
QABZ2g,"Milk, dairy alternative, or coffee creamer, Other"
EPbRPl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
bl4JPg,"Milk, dairy alternative, or coffee creamer"
vNxZGA,No - just black
YZz6ZN,"Milk, dairy alternative, or coffee creamer"
0Ej9d0,No - just black
AlbgBo,"Milk, dairy alternative, or coffee creamer"
0Ej9BQ,"Milk, dairy alternative, or coffee creamer"
1r2eXO,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
VZ16WM,No - just black
vNx9oQ,No - just black
GrBGvj,"Milk, dairy alternative, or coffee creamer"
g5Nl9M,No - just black
qbEl89,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
9dJkdE,"Milk, dairy alternative, or coffee creamer"
VZ162v,No - just black
bl4pVe,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
lNlG7v,No - just black
aBrM8q,No - just black
RzBNoP,No - just black
EPbRQ2,No - just black
ZdR7dV,"Milk, dairy alternative, or coffee creamer"
8dpBdl,No - just black
xdNqrJ,No - just black
GrBGlQ,No - just black
ZdRB40,No - just black
7d9AW2,No - just black
PABqMQ,No - just black
jB9RGa,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
0Ej9V0,"Milk, dairy alternative, or coffee creamer"
g5Nl5P,No - just black
Albgdl,"Milk, dairy alternative, or coffee creamer"
42N6Ak,No - just black
zKQ9ME,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
DVv85N,No - just black
VZ1e8M,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
aBrLEb,No - just black
24x6Wj,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
pLPEL1,Other
qbErYG,No - just black
6dQlWP,No - just black
OAB2Aa,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
OAB2b7,No - just black
vNxZMd,No - just black
eBxXVe,No - just black
DVvG6Z,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
QABQqX,"Milk, dairy alternative, or coffee creamer"
ZdR7Dy,"Milk, dairy alternative, or coffee creamer"
GrBGXp,"Milk, dairy alternative, or coffee creamer"
rlr4PX,No - just black
LdMr0l,"Milk, dairy alternative, or coffee creamer"
eBxJ00,No - just black
zKQ90R,"Milk, dairy alternative, or coffee creamer"
J2kPVo,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
42N6jr,Sugar or sweetener
qbErd5,"Milk, dairy alternative, or coffee creamer"
8dpBAO,No - just black
DVv81l,No - just black
PABxBV,No - just black
5dq7jb,No - just black
1r2ePM,No - just black
1r2e7b,No - just black
ZdR71z,No - just black
LdMrWJ,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
6dQlOJ,No - just black
KMBEyk,"Milk, dairy alternative, or coffee creamer"
bl4pNL,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
xdNq0r,"No - just black, Milk, dairy alternative, or coffee creamer"
eBxJYO,No - just black
VZ162J,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
rlr4p5,No - just black
6dQl1k,No - just black
aBrLk9,No - just black
jB9R0a,"Milk, dairy alternative, or coffee creamer"
5dq786,No - just black
zKQ92a,"No - just black, Milk, dairy alternative, or coffee creamer"
42N6zO,No - just black
1r2erg,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black"
LdMrq2,No - just black
MAd4VX,"Milk, dairy alternative, or coffee creamer"
42N69k,No - just black
PABxYe,No - just black
GrBGy2,No - just black
EPbRb4,No - just black
ZdR7ya,No - just black
bl4Jbo,No - just black
lNlG96,No - just black
ZdR7ga,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
xdNWOy,"Milk, dairy alternative, or coffee creamer"
42N6Ro,No - just black
zKQ9BZ,No - just black
5dq7GE,No - just black
g5NlDN,"Milk, dairy alternative, or coffee creamer"
42N6Do,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
WApWXL,"Milk, dairy alternative, or coffee creamer"
AlbgaB,No - just black
xdNqlo,No - just black
KMBE2z,No - just black
5dq7xv,No - just black
QABZZY,No - just black
MAdx0p,No - just black
WApWgP,No - just black
eBxJ8J,No - just black
42N6Ob,No - just black
WApWkQ,"Milk, dairy alternative, or coffee creamer"
KMBEEg,No - just black
6dQldA,Sugar or sweetener
rlr40N,No - just black
DVv8QN,"Milk, dairy alternative, or coffee creamer"
WApW6L,"Milk, dairy alternative, or coffee creamer"
g5NlBD,No - just black
QABZOp,"Milk, dairy alternative, or coffee creamer"
KMBEgk,No - just black
VZ1eAl,"Milk, dairy alternative, or coffee creamer"
YZz62W,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
OAB2Yg,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
8dpBBl,No - just black
VZ1e6j,No - just black
WApWWe,No - just black
rlr4e2,No - just black
6dQlqY,No - just black
8dpB2A,No - just black
NABj2p,No - just black
oAVPaM,No - just black
DVv89p,No - just black
jB9RLJ,No - just black
rlrZXl,
XeBbpg,No - just black
ZdR7e0,No - just black
WApWQJ,"Milk, dairy alternative, or coffee creamer"
