submission_id,brew_other
VZ9k9a,
6d1XRP,
ZdGpev,
g5QRJ1,
0EbpD0,
421ga5,"Moka pot, Aeropress, Turkish"
0EbpkQ,
EPB4JX,
KMPqxg,
VZ92pM,
QAx6zA,
ZdGpJo,
24bMRg,
EPB4Pr,
yl0Wkd,
dYZ5VV,
7dJ852,
VZ9ky6,
zK0a8M,
0EbpWj,
yl0W8X,
PA2aJe,
5dly0Z,
VZ9kRv,
ZdGpqy,Moka Pot
rl0zKv,
24bM69,Wacaco Nanopresso
24bMXM,
ZdGpAe,
24bMBM,
24bMKD,
eBNdrx,
5dlyld,
6d1XAe,
rl0XqM,
Al6V2y,Moka pot
0EbpQP,
ZdG06a,
EPB2aL,
bl2BVe,
XeRVlO,
OAjpDK,
KMP7lD,
RzZXGp,Moka pot
dYZLxV,
NA4KXN,
5dl6vZ,
kY0DK1,Aeropress
LdEAbJ,
jB0dQ1,
24bqre,
LdEAEv,moka pot
jB0d5a,
EPBjLB,
xd0kZv,
421WvY,Aeropress
J2VaJR,
xd0kly,
aBjb9E,"siphon, moka, aeropress"
24bqRp,
RzZXbd,Aeropress
dYZLJV,Aeropress
ZdG4ya,
RzZX9K,
24bqlL,
BGLOW1,
421W6r,
OA81Q7,
kY0D2o,
qbYx9g,
WAl9Oj,
XeOlxj,
pL0jMZ,
Rz8KDl,
AlWPBB,Aeropress
blNVVL,
xd9xaJ,
5dEKdb,
MA8KaY,
WAeGGN,
9d2GlK,
24O8PA,Aeropress
zKWXbR,"Mokapot, Aeropress"
jBGDW1,
VZoE4y,
XeRVRg,
yleZ08,
VZoEby,
g5WjNP,
Rz8KZK,
Ld51Vj,
QA82OG,
vNqjz0,
vNqj6d,
J28KbJ,
kYOaKo,
blNVJE,aeropress
1rGP7O,Aeropress
OA81vM,
OA81RM,
YZVD76,
OA81MA,
PA8jVx,Aeropress
zKWXB8,
MA8K0E,
qbjZNG,
42PXe5,
8djo9k,
xd9x9d,
zKWXVZ,
6dr82B,
OA8Dag,
5dEBbE,
QA8KBk,
oAlbEx,
42PXVo,Aeropress
eB9qre,
eB9qxo,
dYQWYA,
g5WD9l,
Ld51Zj,Aeropress
NA8pBb,
42P41o,Aeropress
AlW7Qe,
OA8DVY,
PA8dEQ,
VZoLb6,
aBZQA2,
OA8Dka,
g5WDkJ,
oAlb5N,
8dj16r,
QA8KkY,
rl2jYo,
EP8kYr,
ylePpg,
GrYx7e,
8dj1jk,
6dr8pN,
PA8dLV,
DV04PZ,
9d2qaV,Moka pot
PA8jy5,
XeOxkY,
AlW7kW,
g5WDB1,
VZoLrE,
QA8Kgl,
YZVjaW,
24OEMb,Aeropress
Rz8GXv,
vNqjL4,
zKWxaE,
aBZQ8y,
NA8q7O,
eB955Q,
dYQb6K,
aBZNLW,
jBGe9E,
rl2y5l,
KM8plV,
ZdP9R0,
rl2DLl,
aBZOZ9,
pL4eJZ,
42Pazo,
9d2N4K,
XeO52V,Aeropress
EP8qA2,
EP8zro,
AlWPgo,Aeropress
AlWrjN,Aeropress
aBZOvy,
xd9xzr,
VZopvE,
eB9ZWo,
24Ojye,
8djNDz,
eB95oJ,
J281Po,
Rz8Wyj,aeropress
PA8RQB,
blN5jL,
5dEXJ6,
xd9x8J,
vNqX5D,
XeO56Y,
xd9Vbv,
pL4eYB,
NA8qGQ,
0EoV9y,AeroPress
J281Nd,
DV0q8R,
QA8oy1,
6drDoB,Aeropress
VZopRa,
aBZ95W,
9d2GA1,
GrY6x2,
g5WaaK,
BG8EjA,
aBZ9GX,
aBZOMB,
AlWzdy,
jBGZ74,
rl2Djp,
zKWjyE,
9d2BvV,
KM8za7,
GrY6re,
OA8aLg,
NA8rA0,
5dEbDb,
jBGZBQ,
GrY6JZ,Aeropress
yleXOB,
OA8akK,
jBGZvR,
GrY6Xp,
zKWjd1,
Ld59k1,
MA81dX,Aeropress
J28qao,Aeropress
5dEbNZ,
VZoGry,
6drDqP,
1rGXe1,
PA8pVV,
AlWKzk,
lNVBok,Aeropress
PA8pVe,
zKWNxa,
0Eo7O0,
9d2XD4,
VZojZl,
NA8DVN,
7d4bx9,
qbjab8,aeropress
jBGby9,
zKWNKE,
Ld5zz1,aeropress
XeOrQg,
dYQN8K,
rl2Bgl,
5dE4eE,Aeropress
QA8Mk7,
g5WD6d,
jBGaVR,"Aeropress, clever"
Rz8dZK,
42PBdO,
GrYxZ2,
GrYKgp,
NA8Ddl,Aeropress
DV0Kbq,
oAlDkx,
kYOb9r,
OA8lg7,
VZoGJ6,
VZojqJ,Aeropress
42PQRd,
qbja4Y,
Rz8KWd,
VZoL46,
WAl9ee,
PA8Dq0,
YZVR8v,
5dE4Ab,Aeropress and moka pot
oAlD8M,
1rGk8b,
rl2BZL,
vNqer0,
PA815b,
WAlEEN,
kYOe7j,
pL4y0y,
NA8lDl,
qbjDWk,
XeOJMV,
1rGdKM,
WAlrbP,Aeropress
7d4L12,
J28p8z,
pL4y4y,
oAle1P,
DV0kER,
AlW2vk,Moka pot
MA8N0g,
EP8dVX,
oAleL1,
9d2ZNX,
NA8l2Q,
8djaYO,
6drjXo,Vacuum pot
PA81MP,
EP8d7o,
1rGdqL,
xd9Dxk,
BG8pae,
pL4y8E,
24OABe,
rl2Bzo,
ZdPO2B,Moka pot
kYOGdZ,
zKWy91,Hario switch
eB9rLO,
9d2Z6G,
pL4or1,Aeropress Only
dYQ0DA,
1rG4xb,Aeropress
5dE9EP,Orb 1
9d2ZjQ,
24OALV,
pL4o2J,
8djLyl,
0Eo859,
9d2Zp1,
oAlRqe,
6drK0J,
lNVO4V,
AlWp9o,
EP8lO4,
g5Wqll,
8djL45,AeroPress
VZoPrv,
rl2oD5,
XeO40z,
oAl26X,
DV07Bp,
NA87DN,
MA8Ezl,aeropress
5dE9DN,
jBGlx4,
blNWNg,
GrYRLk,
GrYR0k,
MA8EAk,
OA8787,aeropress
24OKL9,
pL4D9E,
VZozlM,
vNqPqv,aeropress
kYONrJ,
aBZ2lE,
BG8xbQ,
AlWB5N,
DV076l,
Rz8D9K,
jBGl1a,
AlWB1D,
24OK29,AeroPress
24OPPA,
g5WGdN,
7d4xXA,
ZdPaNA,Aeropress
ZdPadA,
eB9R6J,
VZoJ4g,
ZdPaGe,Aeropress
zKWYR1,
1rGV6p,Aeropress
BG87r1,
PA8OJ0,
QA8V6X,
WAlzbQ,
vNqyev,
aBZY5v,Immersion (Hario Switch)
8djQeY,
9d2D11,
PA8595,"Chemex, AeroPress"
XeOWRe,
qbjAN9,
42PxP5,
oAlMgx,
lNVdxp,
6dr2Be,
42PxMB,
0Eo6NQ,
zKWDg0,AeroPress
6dr2lO,
EP8WgN,
Ld5WAz,
MA8bXl,
jBGQK9,
7d4Ng6,
NA86q0,
Rz80oj,
GrYz6e,
rl2AgR,
NA86AB,
24Oeej,
DV0Nvb,
zKWD61,
Ld5b5O,
24OerL,
QA8DA8,
Rz80VP,
AlWd4N,
8djKEr,Aeropress
24OeoM,
yle6oW,
NA8oKO,
5dEzOQ,"Aeropress, Turkish"
0Eox59,
Rz80kv,
7d4WYR,
oAlyxN,
OA8zZg,
1rGlOb,
OA8zpp,
GrYz2j,
PA8Add,
dYQ6Jo,
aBZBNE,
jBGB6Y,
ylelXW,
AlWdeD,
VZoZYg,
ylelvg,
VZoZvv,
qbjbj7,V60 Switch. Immersion with paper filter
Rz8zrp,
oAlALb,
ylelyX,
42P20r,
1rGVNl,
ylelbd,
YZVORq,
24OkKb,
ZdPV6A,
jBGM04,
0EoMMA,
dYQAjr,
YZVOYN,
rl2Kql,
DV010Z,Aeropress
KM8oBX,
g5WA1N,
8djkWx,
GrY142,
Ld5GRl,
PA8Exx,Aeropress
7d4ZRR,AeroPress
xd9ZYo,
GrY1GO,Aeropress
0EoPBN,
eB9EEo,
24OrLb,
YZVdVv,
PA80Pe,Aeropress
J280BR,
oAlO1e,
zKWe98,
xd9Z7o,
yleDb4,AeroPress
7d4NML,
24Or0b,
QA80QA,
KM80XK,AeroPress
8djGNl,
oAlOxx,
oAloDO,
OA80vA,Aeropress
Rz8L7Q,
0EoLb0,
GrYLqQ,Aeropress
KM8Lgg,
zKWJ7k,
dYQjYd,
AlWDde,
WAlYYN,
5dEvMP,
YZVYvz,
dYQjpN,
EP8Dr2,
NA8Y1O,
OA8Yxa,
42PveX,Aeropress
eB92Gx,
GrYDNp,
oAldrV,
NA8Yvp,"Aeropress, MokaPot"
kYOWV1,Aeropress
qbjKvY,
DV0JEj,
pL472P,
yleEB8,
42PoWY,Aeropress
0Eo8pZ,
NA805j,
jBG96E,
zKWQja,
42PN8B,
42PN2B,
GrYBJQ,
WAlpBj,
VZo1bM,Percolator
EP8bar,
8djpW5,
kYORko,Moka pot
VZo1BJ,Percolator
J28kGo,
vNqxbv,Bripe
vNqxp0,
AlWbko,
0EojW0,
VZo1el,
lNVlPX,
Ld5MLO,Moka pot
aBZjQZ,
XeOBKz,aeropress
xd90dy,
jBG0la,
vNq0Xl,Aeropress
XeORJY,
6dr1OO,
GrYoqQ,
VZo946,
1rGbOg,
AlW6Nz,Aeropress
eB9Nlk,
Rz8Z7p,
PA82QV,Aeropress
VZo91E,
J288qz,
Rz88xv,
24OOAe,Aeropress
6drrRk,
xd99Ny,
J288B7,
DV00VZ,Aeropress
MA88WM,
vNqq14,Steep coffee bags
xd99Gr,"Aeropress, clever dripper, Vietnamese phin"
7d4JOR,
5dE89b,
VZovVj,Aeropress
oAlKke,
42PAoA,
YZVpBz,Moka pot
WAlD0e,
aBZAYE,
5dEeb6,
aBZK8b,
7d4aDz,
xd9R4v,"Aeropress, Switch"
zKWGyq,
aBZAD2,
BG8jLe,
6drWyB,
NA8Mj0,AeroPress
GrYq4p,Moka pot
aBZAWW,
jBGkaJ,
8djRol,
g5WkQK,
vNqdzg,
PA8GWe,Aeropress
zKWLyk,Aeropress
eB9v7O,Turkish Coffee
YZVkOB,
blNvR1,
lNVvz6,Turkish coffee
QA8kPp,Aeropress
0EoaXN,aeropress
9d24ZK,
24O70L,
lNVv5V,
BG8eRe,
Ld5oZj,
KM8R9z,
ylegqW,Moka Pot
jBGgEQ,
7d4jzR,
NA8gMW,
0EolEy,Aeropress
vNqpVl,
rl2pWX,Aeropress
24OZrj,cupping
24OZ99,
GrYyvj,
aBZo4W,
GrYyv2,
oAlpr1,
blNyVg,
kYOQN1,
DV0Py5,
KM8Nkg,
MA82rp,
KM8718,
DVABNq,
PAvpP1,
aBK9lZ,
7d1qYZ,steep and release with a hario switch
aBK5GX,
241AGA,
oAK2l5,
eBKaMk,
g5Y9XO,
AlAB5z,
oAKGpN,
zK2YQq,
dYKdod,
7d1xrR,Hario switch/immersion
aBKYRX,
oAKMjb,
kYKybM,
WADNek,
NAM6Yp,
jB5yQ9,
yljly0,
oAKBJe,aeropress
eBKAGk,
KMv6KK,
vNE2Zl,"aeropress, immersion dripper (hario switch)"
KMvLNM,
lNKWjB,Aeropress
PAvXE5,
9dpvKG,
0E1vgN,
OAdJzR,
pLRWYb,Aeropress
5d8GLd,
1rDJYl,
241vE9,
rlGraX,
KMvJZX,
BGADYN,
g5YNYd,
YZpzy0,
OAdBMa,AeroPress
dYK2oV,Aeropress
vNE0Dd,AeroPress
J2XkXd,
vNE0Y8,
DVAXPb,
EPv8WN,"Aeropress, Moca Pot"
YZpVlq,
jB5MEY,Aeropress
42AA2k,
DVAAYl,Moka Pot
g5YW51,AeroPress
WADM8v,Aeropress
NAMbXp,
1rDDZO,
qboJdg,
0E11K6,
pLRJ9y,
QAvzjk,Aeropress
EPvZjN,
xd4RKr,Aeropress
42Ap4O,Aeropress
0E1D5Z,
g5YkOd,
ZdvD8z,
lNKMov,
rlGJKR,Clever Dripper
RzvkQl,
241oZD,
aBKzLq,
Xe1QPj,
GrX79O,
DVAW05,
MAvG7g,
QAv458,
KMvO2z,
8dAEWk,
VZvdYN,
BGADV5,
yljg5d,
pLR9Z1,
pLR1jb,
g5YxdK,
7d1ge9,
oAKaVP,
ZdvLxe,
lNK9jV,Moka pot
PAvLGe,
Xe1dzY,
6dAGGe,
7d1YLZ,
vNEaD0,
pLRNKb,
zK2AN0,
LdvjJ2,Aeropress
DVAoQj,
xd4bKy,Aeropress
blKRbo,
xd48r9,
9dp0bY,
Rzvqrp,
GrXOqp,Aeropress
0E1qKB,
GrXOXp,
7d1rKL,
Zdvr9y,
vNE5Og,
8dA45x,
Xe1PKP,Clever Dripper
g5Y6KP,
pLR20y,
RzvqeQ,
8dABok,Aeropress
8dAB1r,
OAd2ZY,
kYK2lj,
RzvADQ,
9dp82p,
NAMaMQ,
pLRElV,
241pJj,
jB5KdJ,
eBKxvq,
dYKPVN,
GrYYvz,
jB5Ne4,
5d8Rbo,
7d1GbZ,
OAdOL8,
blK0G0,
xd4kxy,
g5YRyl,
Xe1KVj,
VZvREv,
zK2p0M,Xbloom
J2XaDr,
pLRj4B,Aeropress
yljKbW,
VZvRWl,X Bloom
blY5eZ,
Al47oW,
lNYaNN,
WAKOvP,
8d6Nxl,Aeropress
jBJeBJ,
QAz1z7,
lNYBPN,
PAbpo1,
1rNdW1,
oA5EQ1,
KMW55V,
Zd1Eao,
VZbQlv,
rlJOM2,
8d6ZNA,
NAbX0l,
DVxplq,Aeropress
Xe84rd,
blYW2Z,Aeropress
NAb78l,
oA5285,
eB0aEx,
vNJP54,Aeropress
RzbPjj,
oA5GOM,
Al4vRB,
9dRQYG,
24lNeL,Moka pot
9dRDjY,
NAb6Pb,
dY86Dq,
vNJA6l,
OAbzv7,
eB0BZq,
BGjXPN,
9dRdbV,
DVx1aR,Aeropress
J2eDgY,
GrqJeo,
Xe8YXY,
VZbMby,
RzbJ9v,
VZb1Wv,
qbJoAk,
xdR4ro,
PAbvbe,
rlJGpv,
VZbv6N,
24l1RL,
OAbV78,
xdRgQy,Moka Pot
5de0vv,
g5JybJ,
42p4kd,
42paed,
eB0ezx,Mocha pot
Ld69rj,Aeropress/Clever Dripper
aBaYav,
DVZNMN,Aeropress
eBYArx,
AljJve,
J2WRlr,
7dpxRz,
PAGExV,
PAG05P,
8dRe5Y,
RzVLkd,Aeropress
Xe2EGV,
42pjyB,
1rpMZg,
GrQL1z,"Mokka, Turkish ibrik, Aeropress"
qbkKrG,
rlkdNv,
OAoB5M,Aeropress
bl62ee,
GrQYrj,
bl6Nr2,
YZxV75,
8dRAxz,
BG2jrR,
BG2j71,
lNMvqk,
5dpOVM,
jBkEvR,Aeropress
ZdZWkv,
dYkpxA,
0EDlP0,
42pdPB,Aeropress
zK1oKM,Aeropress
24Dylp,
QAOaNl,Aeropress
KMaZGk,
24DYOb,
24DYpV,
KMa2YK,
dYkJoN,
Ld6L9j,
blYxP2,
KMaj18,
24DOYj,
dYkydo,
Ld68Ay,
RzVOOv,
yldOGB,
oAkX95,
Ld6lQ2,
oAkXAP,
aBa8l9,
qbkxdk,
lNMoMv,
J2Wa7X,
J2M1ko,Aeropress
7dMLqa,
42zJob,
MAMNrY,
eBvrAl,
BG0pZK,
VZDzDg,
ZdDdjy,
pLvp8J,
J2M4vz,
lNvxGB,
jBv18R,
42zgZb,
BG0OK1,
24o8aA,
kYzalJ,Aeropress
42OQ7r,
NAPD6p,
zKdykZ,
RzjoPd,
jBzo99,
Grb9O2,Aeropress
g5z9gM,
OAE5V7,
5dVzNP,
DVaVJ5,
7dEobZ,Aeropress
9d4vR4,Moka Pot
vNzL7d,
GrbJYp,
Al96kN,
MAV78l,
Al9jbl,
24oDgL,Moka Pot
blzzoL,
VZNxYM,
DVaWjl,
KMGOe7,
blzgY1,aeropress
KMGOjK,
LdOgG1,
yl1GZ8,Aeropress
Zdegkz,
BGe5v5,
eBz8bE,
xdz8yk,
oAzL9x,
0EkEeB,
QA4GOY,
9d4eBQ,
rlYNrp,
rlqy52,
qbN5N7,
AlQKkB,
8dEazr,
DVWzjb,
oAxM95,
lN4RDV,
jBEq21,
QAEpMA,
xd67ZE,
WAZarR,
OAVNZK,
jBEVgx,Aeropress
aBlMgq,AeroPress
oAxPWX,AeroPress
qbN99Y,
Ldo8Pz,
0EAKN6,
J2BN4o,
9dxN61,
xdgr4o,
LdVpav,
BG67VA,
Xe90az,
1rO7Wp,
dYzkGz,
kYgAej,
1rOvvQ,
1rOvMQ,Clever dripper
Rz2JQv,"Aeropress, Moka Pot"
ZdWzBV,
24VxvM,
pL54N8,
QAjOAg,
42EpEY,
PA44VP,
vNgpPD,
g5ggRM,Aeropress
rlgbDN,
0EGYe9,Aeropress
