submission_id,brew_other
xdNWJd,"The Russ Jones method. Boiling water in a mason jar, carefully pull a vacuum on it (it will overflow), maybe leave it under a dripping faucet to steep for 3+ minutes.(cool water increases gas released) interesting change to body and flavor of coffee, and its like a fun science experiment showing boiling at lower temps"
dY2yNV,Aeropress
0EjR2Q,
qbEla5,
YZzAaW,
AlbXlz,
OABNAg,
NABZVl,
0EjWj6,
24x649,
dY2yYK,
0EjWLN,
DVvGNZ,
MAdx5M,
zKQ6eR,
NABZ0l,Aeropress
vNx920,
RzB9zj,
EPbOJX,
oAVjvM,
9dJK1Q,
EPbOPr,
J2k42R,
ylqaq4,
8dplpx,Aeropress
rlrZLl,
eBxX20,
DVvGDq,
42NboO,
dY2yPo,
GrBPJo,
zKQ6W1,
EPbOJN,
eBxXL0,
EPbO04,
PABql5,
1r2aEp,
1r2avQ,Moka pot
aBrMrq,
5dqAEM,
rlrZdl,
aBrMGB,
kYRP51,Aeropress
PABqX5,
ylqaop,Aero Press
5dqAeP,
aBrMK9,
aBrMEv,
MAdxOM,Infusion
PABqbd,
ZdRBP0,
g5NoJ1,Aeropress
VZ16bE,
VZ168g,
xdNWPy,Mocha pot
oAVjyx,
ZdRBYz,
6dQBOB,aeropress
QABQr7,
aBrM0v,Aeropress
bl4J62,
ZdRBRy,Aeropress
DVvGJq,
42Nb1b,
qbElY2,
ZdRBZa,
OABNzg,
xdNW0o,
xdNWPo,
kYRPZR,
J2k4D4,
9dJKo1,
kYRPpd,
BGbRD5,
rlrZlR,
AlbXqk,Phin
rlrZKN,
MAdxAA,
AlbXWB,
MAdxYp,
oAVjKX,
rlrZ2M,Aeropress
YZzAx6,
bl4JY2,
OABNdp,
oAVjBP,
WAp70N,
LdM20v,Aeropress
lNlE46,
DVvGbX,
lNlE0W,
KMBj08,
jB9VJ6,
YZzAVq,
jB9Vz9,Aeropress
0EjWPy,
42NbpB,
42NbGd,
1r2aNO,
PABq2b,
NABZBQ,
NABZLB,
lNlENv,
WAp7Pj,
rlrZqL,
kYRPxZ,
24x6JL,
AlbX9N,
VZ16Zy,
9dJK44,
YZzAzd,
RzB9gQ,
XeBbB4,Switch Infusion
24x67A,
zKQ6G8,
qbElE7,
PABqGd,
qbElN8,
9dJKWV,
rlrZgp,
ylqa04,
0EjWZ0,
lNlEyv,
g5Nok1,
1r2a6L,
g5NoNd,
LdM2qy,
DVvGYX,
zKQ6OZ,
bl4JE6,
xdNWLd,
zKQ6gZ,Aeropress or moka pot
QABQkk,Moka pot
OABNL7,
24x6ge,
NABZyp,
jB9Vk6,
VZ16y6,Aeropress
pLP24V,
6dQBM5,Aeropress
24x6lA,
rlrZQo,
42NbNO,
jB9VY1,
RzB9kP,
24x67b,
YZzAZJ,
zKQ6Za,
g5NogM,
VZ16MJ,
pLP2Pb,Aeropress
LdM2NJ,
bl4JOL,
bl4Jy7,
NABZv0,
42NbLk,
9dJKvp,
6dQB4o,
kYRPO6,
ZdRBy5,
oAVj01,
AlbX8D,
VZ16Mv,AeroPress
pLP261,
vNx9Vg,
vNx9K8,
qbElBG,
7d9kj6,
KMBjkK,
vNx9z8,
zKQ6Ja,
AlbXOy,Aeropress
PABqr0,
dY2yXr,
jB9VrQ,
GrBPq2,
7d9k52,
0EjW5A,
KMBjGK,
vNx9gX,
bl4J4o,
24x6Rb,
dY2ygD,
ylqar8,
DVvG9l,
RzB92v,
jB9V7x,
EPbO6L,
jB9VB4,
xdNWv9,Aeropress
5dqApP,
LdM2k2,
vNx9Lv,
zKQ64k,AeroPress
5dqAko,
pLP2zE,
NABZQp,
lNlE5V,
VZ16Nl,
0EjWyA,
EPbOel,
OABNKa,
8dplAA,
oAVjpN,
1r2agg,
EPbOgA,
lNlEZX,moka pot
5dqAgN,
RzB9z9,
5dqADQ,
24x6ze,
jB9V21,
0EjWGP,
aBrMxB,
KMBjAg,
AlbXGl,
9dJKR1,
LdM2E1,
6dQBzA,
dY2yKz,
MAdxdX,
6dQByN,AeroPress
dY2y1V,Aeropress
42NbAb,AeroPress
rlrZlN,
VZ16xN,
OABNdK,
VZ16oa,Aeropress
zKQ6zR,
NABZJQ,Moka pot and clever dripper
lNlE8N,
PABqqe,
ylqa8X,
KMBj2X,
KMBjbA,
kYRP2R,
jB9VRa,
aBrMLB,
YZzAAJ,
VZ16Ra,
DVvGGZ,
GrBPVL,
9dJK05,
24x6G9,
rlrZQ2,
YZzA1B,
xdNW7d,
ylqaBg,
jB9V84,
vNx95D,
LdM22p,clever dripper
NABZ2j,Aeropress
RzB9yj,
qbElqg,Aeropress
GrBPPk,
DVvGQq,
EPbOpX,Aeropress
6dQBgk,Aeropress
VZ16Wy,
GrBP8o,Aeropress
MAdxWM,
J2k4Po,
GrBP2o,
1r2a1W,
AlbXXz,
lNlExk,Siphon
EPbRko,
g5NoBl,
LdM2A1,
24x6QL,
bl4pZ2,
oAVj4V,
QABQ6p,Aeropress
XeBbbY,
KMBjKV,
24x62j,
oAVjrV,
aBrMWv,moka pot
9dJK8Q,
rlrZZR,
pLP2pB,
24x6qV,
EPbRKq,
KMBEYM,Aeropress
qbElrG,
1r2aol,
RzB9XJ,Immersion dripper (hario switch)
rlrZ8R,
5dq7BM,
5dq7KM,"AeroPress, LVL-10"
oAVP61,
1r2ajQ,
5dq7bP,AeroPress
DVv8kp,
BGbRPN,
YZzABW,
zKQ6pq,Aeropress
zKQ9E8,
vNxZPX,
EPbRzo,
9dJkGG,
dY2yyK,Cafe (Starbucks) brought home
42N6r5,
eBxXOl,
7d9krR,
PABxD0,
24x6qp,Steep . Clever brewer
ZdR7OA,
pLPEBP,
YZzA85,
AlbgPB,Aeropress
GrBPEL,
OABNO7,
dY2M0N,
oAVP25,
VZ1eGE,My boyfriend always makes it =')
jB9RlY,
6dQBXB,
rlrZzv,
J2kPqY,Aeropress
EPbOGB,
eBxJ5E,AeroPress
ylqQJ6,
QABZ2g,AeroPress
EPbRPl,
bl4JPg,
vNxZGA,Immersion brew
YZz6ZN,
0Ej9d0,
AlbgBo,
0Ej9BQ,
1r2eXO,
VZ16WM,"Moka pot, soon to add espresso"
vNx9oQ,
GrBGvj,
g5Nl9M,
qbEl89,
9dJkdE,
VZ162v,
bl4pVe,
lNlG7v,
aBrM8q,
RzBNoP,
EPbRQ2,
ZdR7dV,
8dpBdl,
xdNqrJ,
GrBGlQ,
ZdRB40,Aeropress and pourover
7d9AW2,
PABqMQ,
jB9RGa,
0Ej9V0,
g5Nl5P,
Albgdl,
42N6Ak,
zKQ9ME,
DVv85N,
VZ1e8M,
aBrLEb,
24x6Wj,Aeropress
pLPEL1,
qbErYG,
6dQlWP,
OAB2Aa,
OAB2b7,
vNxZMd,Clever Dripper
eBxXVe,
DVvG6Z,
QABQqX,
ZdR7Dy,
GrBGXp,AeroPress
rlr4PX,Aeropress
LdMr0l,
eBxJ00,
zKQ90R,
J2kPVo,
42N6jr,
qbErd5,
8dpBAO,
DVv81l,
PABxBV,
5dq7jb,
1r2ePM,
1r2e7b,
ZdR71z,
LdMrWJ,Moka pot
6dQlOJ,
KMBEyk,
bl4pNL,
xdNq0r,
eBxJYO,
VZ162J,
rlr4p5,
6dQl1k,Aeropress
aBrLk9,
jB9R0a,Aeropress
5dq786,AeroPress
zKQ92a,
42N6zO,
1r2erg,"Aeropress, Moka pot"
LdMrq2,
MAd4VX,
42N69k,
PABxYe,AeroPress
GrBGy2,
EPbRb4,
ZdR7ya,
bl4Jbo,
lNlG96,
ZdR7ga,Iced coffe
xdNWOy,
42N6Ro,
zKQ9BZ,
5dq7GE,"Aeropress, Moka pot"
g5NlDN,
42N6Do,
WApWXL,
AlbgaB,
xdNqlo,Moka Pot
KMBE2z,
5dq7xv,
QABZZY,
MAdx0p,
WApWgP,Aeropress
eBxJ8J,
42N6Ob,
WApWkQ,
KMBEEg,
6dQldA,
rlr40N,
DVv8QN,
WApW6L,
g5NlBD,
QABZOp,
KMBEgk,
VZ1eAl,Immersion
YZz62W,
OAB2Yg,
8dpBBl,
VZ1e6j,
WApWWe,
rlr4e2,aeropress
6dQlqY,
8dpB2A,
NABj2p,
oAVPaM,
DVv89p,
jB9RLJ,Aeropress
rlrZXl,Aeropress
XeBbpg,
ZdR7e0,
WApWQJ,
XeBaWz,
xdNqzG,
WApWxv,
AlbgoD,
dY2MBK,
aBrROv,
jB9jDa,
jB9RO4,
EPbRj4,
8dpX1O,
OAB6l8,
J2kPNR,
ylqBN4,
LdMrQp,Moka pot
42N6WX,
RzBAWd,
oAVq21,
BGbyPK,
OAB648,
KMB9Q8,"Aeropress, Moka Pot"
rlr4zR,
5dq7WE,Aeropress
eBxV50,
vNxlyd,
LdMePG,
EPbRyr,
vNxZ70,
9dJ8D1,Clever dripper
WApLzP,aeropress
NABaJp,
9dJ8Np,Aeropress
AlbEzk,Aeropress
MAdWKM,Aeropress
EPb2PL,
xdNAp9,
5dqJKo,
rlrejl,
7d9yRP,
rlre6L,
DVvjzj,
dY2Oqo,Aeropress
AlbE6y,
pLPQP1,
J2kQlJ,Aeropress
EPb20A,
BGbrD1,
RzBABK,
oAVqB5,
ylqB9p,aeropress
xdNAQE,
1r2LM4,
rlredX,
vNxlql,
XeBplg,AeroPress
EPb2do,
24xW0D,
oAVqvP,
J2kQMR,
lNlxDk,"Aeropress, moka pot"
ylqBx6,
GrBZqL,
lNlxzk,
ZdRMve,
jB9jga,
aBrRzB,
oAVq0b,
XeBpQg,
pLPQ48,Moka pot
8dpXyx,moka pot
oAVqaV,
6dQgAY,
xdNAoy,
ylqBoX,
eBxV8q,
oAVqa1,
24xpyV,
0EjKGN,
1r2LyW,
NABavG,
oAVq6P,"Aeropress, how can you omit this option"
YZz1bq,
EPb2gX,
PAB78B,
8dpX8r,Aeropress
WApLda,
0EjKy6,
YZz1A0,
g5NEKJ,
xdNA59,
dY2Ooz,
NABaRj,
QABbZl,
5dqJoM,
rlreXp,
8dpXYA,AeroPress
KMB9AM,Aeropress
WApLLL,
AlbEVy,Aeropress
vNxl7g,
GrBZNe,
YZz18v,
AlbkLk,
7d9yy6,
ylqB1g,
PAB7M1,
zKQVxM,
lNlx8p,
5dqNjo,
GrBMKZ,
jB9j11,"Aeropress, Mokapot"
5dqJYM,Siphon
kYR2Dr,
zKQV7a,
8dp9Nz,
vNxlRX,
9dJe7p,Drip Cold Brew Tower
VZ1Kkj,Chemex
WAp48j,
MAdWMA,
xdNGXv,Aeropress
PABo6b,
OAB6OM,
6dQqO5,
kYR2Ld,Aeropress
0Ej4MZ,Aeropress
BGbvpQ,
8dp9L5,
8dp9po,
EPbpKr,
MAd0AX,
DVvLzq,
XeBjEd,
OABRPK,
qbEyL9,
AlbkDW,drip cold brew tower
bl4axo,
DVvLV5,Aeropress
8dp9jk,
24x2LA,Aeropress
GrBM1j,
1r2L1g,
9dJelG,
xdNG0E,
24x2vA,
LdM8M2,
MAd0Ml,
jB9KW6,
NABz8N,
bl4aL2,
J2ky8z,
ZdRxV0,
PABo0Q,
g5NBYM,
0Ej4lB,
QABGxl,Aeropress
24x2DM,
MAd0qA,
ZdRxgB,
lNlp2B,
42NZeo,
RzBOa9,
GrBMjZ,
YZz2Ad,
dY274o,
PABoP1,
GrBMEp,
24x2qb,
NABz2Q,
g5NB6d,Aeropress
aBrWJv,
42NZA5,
RzBOyJ,
lNlp8B,
EPbp2o,
VZ1rGy,"Put grounds in tea bag, pour water through opening in top of bag, let steep.  Not sure how to categorize."
kYRqad,
0Ej4X0,
eBxbko,
lNlQrN,
bl4P96,Aeropress
MAd0WY,Aeropress
9dJe8G,
vNxkjX,
VZ1rXg,
zKQVV8,
QABGgl,
EPb9ll,
24x26V,
AlbZBe,
ylqLXd,
qbEyyd,
KMBbM8,
9dJVXE,
zKQl7M,
pLParP,Clever dripper
VZ1g0g,
GrBW9e,
aBrWpq,
8dpOeO,
5dqRxZ,
jB9Ne1,Aeropress
KMBbo8,
DVvQKl,
dY2rYo,
24x2Jb,
KMBbkK,
ylqL9x,
BGbNGQ,
g5N2AO,
eBx4zJ,
eBx4lx,
VZ1gxN,
EPb9Y2,
XeBX9e,Moka pot
oAVWQN,
6dQoVo,
vNxkK8,
NABzGb,AeroPress
EPb9El,
pLPgv1,
24x2lM,
OABRKR,
24xpWb,
lNlxeW,
OAB6ER,
DVvQbX,aero press
jB9jR9,
KMBbAX,
rlr7bo,
RzBppJ,
J2k7jK,
ZdR0bB,
bl4P1Z,Clever Dripper
bl4Pag,
1r28gg,
BGbNr5,
42NeXb,Aeropress
GrBWAZ,
xdNKWr,
9dJVkQ,
OABvZY,Moka pot
42NeJo,
ylqV46,Aeropress
pLP8oy,
5dqW9v,
NABG0O,
ylqVl8,
0EjNE9,
kYRMEZ,AeroPress
8dp7Zk,
WApxEL,Aeropress
EPbyLB,
GrB8Qo,Italian
xdNOZv,"Moka, Aeropress"
24x02L,AP
WApxeN,
J2k5Vo,
VZ129g,
NABGBl,
VZ12oJ,
J2k5Md,
EPbyvX,
VZ12yl,
oAVXgX,
qbE0ek,
g5NKXM,
EPbyOl,
24xQRp,
dY2BOd,
PABVoe,
xdNO19,
zKQPLq,
vNxoVX,Clever dripper
24xQGe,
eBxkrJ,
rlrzbp,
xdNOWd,
qbE09g,Aeropress
VZ12rM,
pLPlyV,
GrB8jz,
pLPlbq,
24xM8L,
QABP67,Aero press
6dQaoJ,
PABVZx,
RzB7Pp,Moka Pot
QAB6Mg,Protein powder with coffee
OABWXK,
ylqWYp,"Aeropress, Hario Switch"
VZ1kGv,Aeropress
bl40qo,
NABelG,
5dqy9M,
kYRVEJ,
Alb1GN,
rlrxo5,
OABW5A,aeropress
zKQPpR,
WApvYR,
xdNOlo,aeropress
NABe7W,
aBr8zB,
MAd98k,
xdNel5,
xdNe6r,
42NgdO,
5dqyVo,Aeropress
QAB6JY,
DVvl9b,
DVvlbq,
qbE2M2,
5dqyoM,
24xMzp,
42NgEk,
XeBKAd,Aeropress
RzB7Qp,
GrB2GQ,
MAd9WE,
oAV4YX,"AeroPress, Moka pot"
g5NRxN,
42NgM5,
lNlPqW,
aBr8JE,
42Ne8r,Aeropress
LdMQxO,
XeBK0d,
8dp00l,
ZdRpqV,
24xM5V,"Hario Switch, Aeropress"
24xqAj,
OABWqp,Aero press
9dJzzE,
7d9809,
dY258K,
YZzEjJ,
PABMpV,
xdNkX5,My husband does the brewing
LdMA7v,Aeropress
1r2Zb4,
XeBKZP,
jB9dPx,Siphon
42NWaY,
KMBq7X,
oAVry1,"Black Blood of the Earth, served on the rocks"
QABgJk,
DVvl6p,
8dpveY,
DVvrvp,
ylqKZX,Aeropress
EPbjYr,
VZ1RYl,
rlrNpR,
vNx710,
DVvrMl,
bl4B20,
WApGZk,"Ibrik, Bripe"
7d9BgZ,
PABaYx,
GrBNyk,
vNx7pD,
24xqzL,
XeBVpd,
J2kayY,
jB9O5J,
aBrbpq,
XeBVZV,
rlrx85,
eBxdOE,
BGbO2e,
NABKaW,
g5NyOD,Aeropress
ylqKLW,Aeropress
ylqK54,
ZdR4pA,
jB9dOY,
1r2ZLO,
qbYZaO,
AlboEW,
BGL4dR,Aeropress
jB0DlJ,
eBNZDx,Aeropress
J2VKAR,
jB0DQ4,
0Ebr79,Aeropress
qbYZR9,
yl0ZDB,
xd0xPo,
XeRlWY,
eBNZA0,
6d1J4N,
J2VKgX,
aBjN4X,
VZ9EVv,mukka express (moka)
yl0Zep,
7dJlza,
XeRlQe,
WAe90j,
dYZqdK,
Al6PLz,
eBNZzJ,
J2VKGX,
PABaAP,
YZoDgv,
24b8Y9,
ZdG5yV,Aeropress
RzZK14,
LdE14p,
QAx2qG,
bl2Vy6,
Grovo2,
0Ebry9,
PA2jNB,
VZ9Eyj,
lN0DEk,
WAe9GJ,
eBNZdq,
pL0xab,
BGL4r5,
KMPQ9A,
1rbP1M,
6d18jo,
EPBkqq,
MArKXl,
24bEBg,
yl0PXW,
zK0xYg,
RzZG44,"Aero Press, Moka Pot"
42142r,
BGLzXe,
MAreLA,
OAjDGM,Aeropress
rl0jGl,
jB0aW4,
xd0Xy5,
dYZWjK,
pLPjdJ,
EPBkPl,
0EbQbN,
yl0PeB,
Grox5j,
8dJ1rA,
4214qo,
aBjQgW,
aBjQyy,
jB0ap9,Clever dripper
7dJRez,"Aeropress, MokaPot"
BGLz71,
NA4p5W,
6d18eo,
lNlQkv,
8dJoAY,
6d18yo,
OAjD6g,
dYZWer,
YZo58J,
8dJ175,
XeRxKg,
oA09eX,
rl0jRp,
MAr1DY,
rl0DO5,
bl2Z70,
QAxoJY,
421a7B,
vN0XBX,
yl0XYW,
NA4q0p,
7dJXK9,
WAeJek,
Al6rdo,
rl0DvN,
yl0Xdg,
KMPpk8,
rl0DJN,Aeropress; Moka Pot
6d1DWJ,
zK0EJk,
8dJNGr,
XeR5zg,
bl25aZ,
VZ9pXE,
DVXqPb,
xd0Vgo,
9d6NaY,
g5QbLJ,
OAjQg8,
PA2RWQ,
PA2RLd,
qbY58k,
J2V17r,
LdEDeJ,
g5QbEJ,
xd0VLG,
RzZWAQ,
kY0bMr,
YZojoW,
6d1L8J,
0EbV9P,
oA09Xb,
MArXNp,"Aeropress, MokaPot"
bl2ZB1,
jB0ZZa,Aeropress
dYZENo,
7dJqKP,
aBj94v,Aeropress
pL0ryq,
qbYLA2,
24bX4p,
oA0E9P,
PA2pOb,
eBNMEE,
XeRLLg,Aeropress and Moka pot
yl0Mjd,
NA4rNQ,
1rbXOl,
Al6zN0,
24bXgj,
EPBK7o,
YZoPDW,Aeropress
lN0BYo,
yl0Mgx,Moccamaster
dYZEVo,
EPBKpL,
jB0Z4E,
Al6zgW,
9d6BKG,
vN0rj4,
LdEZRv,
RzZxOP,Aeropress
dYZELD,
oA0D9b,
DVXKql,
MArXjX,
7dJbL0,
OAjlzR,
0Eb7MN,Aeropress
qbYaBY,
aBjeBv,
RzZd4d,
yl0Nx4,
VZ9j8J,"Instant with other flavors. I know, I know..."
XeRrBO,
ZdG8b0,
XeRrOd,
6d1eA5,
24bBlb,
kY09zd,
9d6XPV,
6d1epo,
zK0NRM,Clever and Aeropress
bl29y1,
lN0qY6,
RzZd2Q,
eBND8k,
lN0BDN,
24bXyj,Clever Dripper
RzZdlK,
YZoR15,
g5QeBd,
kY09M6,Aeropress
XeRJxV,
EPBddA,Aeropress
kY0eNZ,
VZ9QGl,
vN0eAl,
EPBdQl,Aeropress / Clever Dripper
1rbd4b,Turkish
DVXkeZ,
RzZM8d,
QAxe0G,
RzZMvJ,
8dJapO,Turkish
dYZaZq,
pL0y5E,
8dJa6x,
7dJLP9,
DVXkPX,
ZdGEWv,
6d1jYN,
EPBde2,Siphon
WAeEMN,
PA21Nx,
jB06VJ,Aeropress
OAj46g,Aeropress
VZ9Qvv,
KMP57A,
oA0RGM,
42178d,
bl2j0g,
PA29Rb,
KMPxY7,Aeropress
9d6ZDK,
aBj4EZ,
zK0M20,
MAra58,
jB0ovx,
dYZ08o,
PA29Pb,
xd0Dlr,Aeropress
J2VlWo,
dYZ0pA,
aBj40Z,Aeropress
7dJKYz,Aeropress
MAraqY,
WAeRaL,
XeRoaz,
VZ9Pya,
24bAoL,
6d1KqA,
EPBlyl,
WAeRxk,Stovetop mocha pot
5dl90b,
OAjXOY,
RzZojd,
24bA0e,
421KXY,
EPBxlN,
oA026x,
8dJZzO,
OAj7zK,
8dJZN5,
YZo4r0,
EPBxxN,Aeropress
6d1Zx5,
lN060X,
421K15,
WAeRVL,
zK07oa,
vN0Pp0,
oA02LX,
7dJN5Z,
VZ9z7v,
J2VOgo,
eBNRqx,
9d67bK,
421r7Y,
WAezOe,Aeropress
YZoajN,Moka pot
EPBWPX,Aeropress
24bX0b,
LdEPgv,Moka pot
BGL7D7,
QAxRll,usually Aeropress and sometimes moka pot - I use a Nanopresso for espresso
LdEpLj,Turkish
eBNRJO,
rl0Pev,
eBNRVO,
6d1NEP,
pL0OXB,Aeropress
VZ95pl,
rl0ABp,
oA0MD5,Aeropress
421x2Y,Aeropress
PA25pP,
bl2xOZ,Aeropress
VZ9Jzy,
Al6Lvy,
aBjYvE,
VZ95xl,
GrodaO,
EPBQjN,
7dJ26P,"Aeropress, moka"
PA26z0,aeropress
PA2690,Moka
OAj56R,
jB0yy1,Aeropress
LdEbJl,Aeropress
7dJW4R,
OAjzjg,
dYZ62d,
KMP6W8,
GrozzO,Aeropress
RzZ0Y4,
8dJQar,
KMPl5D,Moka Pot
qbYDVO,
PA2D2d,
DVXNMq,
WAeN6Q,
8dJKgY,
DVXNop,
YZoQK6,
ZdGNey,
zK0qVk,
Al6dOW,
RzZ01P,
VZ90e6,
zK0qR8,
J2V26Y,
RzZzMJ,
XeReMe,
bl2lkE,
Gror7k,
oA0AgP,
RzZzg9,
QAxAqg,
Al6lgN,
RzZ4x4,
bl2klo,
KMPMg8,
PA2Eq5,
24brbV,
vN020Q,
yl0D7W,
xd0Z4G,"Turkish, Moka Pot, Chemex, Sowden SoftBrew, Hario Switch, Aeropress"
pL0VEB,
PA2E9V,
lN0LKk,
bl2LeE,
rl0L9M,
zK0rDa,Moka
RzZYXK,
oA0dW5,
OAjJ0K,
yl0EqW,
dYZDzr,
rl0dJp,Aeropress
zK0rl8,
24bxPD,
QAxB11,
7dJ9VA,Aeropress and Hario Switch
kY005o,
8dJJGz,
zK00O8,
6d1rZe,
1rbD1L,
RzZv5d,I buy premade canned coffee
rl0J0M,moka
RzZVaP,
NA4d6b,
1rb6OQ,
PA2krV,
BGL0v1,
RzZjd9,
PA2rZb,
0EbG0A,
0EblMP,
QAxXXp,
VZ9yLy,
dYZVYz,
421dxO,
g5QpyD,
ZdGyJa,
6d159J,
9d6yGX,
EPBEDN,
OAj9JK,Aeropress
VZ9APy,
zK02pE,AeroPress
pL09rJ,
vN01zX,
dYZ1Ly,
yl0p26,
xd0LMk,
0EbyNZ,
EPBrrA,
KMPNqA,
dYZ4Lq,
aBjPVB,Aeropress
PA2LNd,aeropress
WAeXWR,
Al6NMo,
RzZQG9,
pL0X88,
YZoXgd,Aeropress
Al6Ypk,
xd07Jo,
bl2XQ0,
XeRdOY,Aeropress
421Y15,
yl0pvg,
kY04pR,
WAe6Bj,My wife is the coffee drinker. Sometimes she shares with me
EPBGrX,
GroVAj,
RzZQyl,Turkish
YZob20,
VZ9aKE,
4210X5,
BGLoze,
kY04Md,
yl0bW6,
bl2RdL,
jB0r8R,
EPBVKl,
aBjJeX,
MArZAp,Moka Pot
NA4vpQ,
Al6YG0,
xd0byG,
ZdGkZA,
xd0bvk,
421Yyk,
vN069v,
QAx9Ol,
zK0B5a,Clever
7dJ0a6,
bl2RPe,
LdExxv,"Moka Pot, Aeropress"
xd0bKG,
ZdGb5v,
aBjpNy,
7dJ7L2,
ZdGb8A,
WAeaYN,
421lqd,
KMPrWM,
NA42jj,aeropress
5dlaPZ,
1rbQLl,
VZ9WWj,
J2VE7o,
pL0prV,
8dJ4kr,
8dJbO5,
BGLWAQ,
MArpbE,Mocha Pot
EPB7JB,
bl2QVo,
1rbogO,
ZdGrXv,Aeropress
5dlP0b,
yl0574,
7dJYrL,
pL0p0B,
NA41kO,
RzZ9Md,
EPBVEB,Aeropress
LdE2P1,
1rbav4,
YZoAkW,
zK06rZ,Aeropress
qbYlJg,
24b6lD,
YZolB0,
WAe71v,Aeropress
5dlAod,
J2V4BR,
6d1Bx5,"Aeropress, Moka Pot"
aBjMgv,
LdE2B1,
GroPMQ,
8dJlOk,
421be5,
yl0aKd,Moka Pot
NA4Zep,
LdE2AJ,Aeropress
ZdG7oB,
OAj2QY,
QAxZKY,
VZ9eEj,
QAxZoX,
24bWa9,
RzZNGK,
kY0o0j,
EPBO42,
LdErgl,Espresso machine
NA4j2B,
dYZM4K,
4216Gr,
OAj2P8,
g5Ql6l,
1rbQAL,
PA2xLe,Moka pot
zK09P8,
MArW1E,
J2VQK7,
KMPEj7,
421MJ5,
zK09M0,
kY0oQe,
J2VQqz,
OAj6lM,
YZo1QW,
MArWYp,
ZdGM2V,"aeropress, moka pot"
pL0QyP,
ZdGMlo,
g5QEA4,
kY02eZ,
bl2oOL,
xd0APy,
EPB28o,Aeropress
24bpOV,Aeropress
EPB2bN,
LdEeGp,
MArWLM,
yl0QNX,
GroOb2,
rl0ek5,
bl2oKe,
NA4a8G,
7dJy1L,
oA0qlV,
xd05Ad,
pL0EGV,Steep and release
PA27Bb,
RzZNVQ,
9d6k64,
QAxbe1,
xd0qov,
24bDag,
aBjRaE,
rl0eqL,
PA27P0,
xd0ABE,
8dJXEo,
ZdGML5,
5dlJgQ,
LdEejy,
EPB2YA,
6d1gzN,
KMP9bA,Moka
J2VQ54,
lN0x46,
5dlJ7E,Aeropress
BGLrPN,
8dJ9NA,
8dJ9Kr,
vN0Re8,
421ZLr,
YZo1L5,
LdE80y,
qbYyOg,
zK0VKg,
rl0XVo,
PA2o5x,
qbYyb5,aeropress
5dlNZb,
eBNbAx,
OAjR0a,
kY0LOR,
KMPXLX,
kY0LAr,
jB0KLJ,
Al6kbz,
WAe4Mv,
9d6eEV,
MAr0VX,
6d1qWP,
BGLvAQ,
eBNbyq,
YZo2x5,Aeropress
ZdGxvo,
aBjWKB,
24b2lj,moka
zK0Vo8,
8dJ9RO,
WAe4BP,
MAr0PY,
lN0pzW,
NA4zdQ,
GroMYZ,
jB0KJx,aeropress
EPBpMN,
24b2Vp,
1rbjEg,
g5QB6J,
6d1q4e,Clever
9d6eg4,
jB0Kq9,
DVXL6E,
dYZ7yV,Aeropress
zK0VO1,
g5QBpN,
9d6ey1,
RzZOqv,
vN0R6X,
oA0JJb,
EPBpo2,
bl2aG2,
QAxGkp,Aeropress
VZ9rRg,
ZdGxB5,
xd0G5k,
J2Vy5K,Aeropress
J2VyvX,
7dJQ9R,Aeropress
0EbXQy,aeropress
7dJQOz,
8dJ9Xl,
rl0XKo,
WAe4vv,
OAjRqk,
g5QBoJ,
zK0lMq,
RzZO7j,Moka pot
NA4kXG,
8dJ9vP,
GroW6p,
YZo2Av,
1rbjQ4,
421Z6r,AeroPress
PA2oG5,Clever Dripper
OAjv1R,Cometteer
lN0Q65,
DVXQzb,
DVXLgN,AeroPress
Al6kVz,
EPB9LA,
rl07A5,
5dlRvv,
5dlRb6,
aBjWWX,"Aeropress, Phin"
RzZp4P,Aeropress
PA2KBx,
DVXQyq,
xd0KBy,
rl07PM,
rl07dX,
5dlRpZ,
5dlReZ,Aeropress
xd0G4r,Aeropress
9d6VR5,
eBN46E,"Aeropress, Clever"
pL0a41,
rl07vR,
PA2K5d,
LdElkp,Aeropress
xd0KYG,
zK0lA1,
VZ9gJa,
pL0a6b,
DVXQWR,
LdEljG,Aeropresse
xd0KbG,Aeropress
DVXQrl,
vN0ojg,
9d6Vk4,Aeropress
pL0apZ,
rl077p,
WAeyxR,
BGLM4e,
GroWMQ,
aBjVYE,
KMPbbz,
dYZr5V,
421e7X,"aeropress, moka pot, clever dripper"
yl0L7g,
1rbq9p,Aeropress
eBNkMk,moka pot
YZo82z,
YZoN0J,
0EbX29,
24bQXD,
bl2bV6,
7dJ62P,
RzZE4J,
DVXgkZ,
PA2VO5,
24bQeL,AeroPress
YZo8eB,
6d1adB,
J2V52d,
XeRXyj,
421eNB,
VZ92Pg,
yl0Vvp,
J2V5bo,
QAxPXX,
dYZBzr,
aBj7lZ,
dYZBeq,
PA2VP1,
qbY0XG,
7dJ6OZ,
rl0zbN,
jB01jR,
8dJ7Bx,Mokka
bl2bP2,
zK0PpE,Aeropress
YZoL0N,
xd0erk,
WAev9L,
OAjWlM,
yl0W28,
421gB5,
XeRKeY,AeroPress
6d1XeN,Aeropress
NA4epN,
jB0OZ1,
RzZ70j,
dYZ5bD,
LdERNp,
aBj8rq,
vN0QGX,
PA2VKd,
421g1O,
